premise,conclusion,weight
" But still, even without the supernatural accounts, the gospels all portray Jesus as having a large following, being visible and making a fuzz of himself in Jerusalem and other places, so he should make a mark in history from contemporary authors.", " If we remove the supernatural acts in Mark and the gospels and see them as embellishment, then the gospels are no problem for the hypothesis of a rather low-key Jesus only known to a few.", -1.0
" If we remove the supernatural acts in Mark and the gospels and see them as embellishment, then the gospels are no problem for the hypothesis of a rather low-key Jesus only known to a few.", " On the other hand, in Mark, Jesus performs supernatural acts on several occations in front of large numbers of people. It would be highly unlikely if all these people would not pass the stories on.", -1.0
" It is true that if we could prove a resurrected Jesus once walked the earth that would be evidence of this resurrected Jesus being an historical person. However, claiming we can actually prove the resurrection as depicted in the gospels is in fact well beyond the realm of Historical research, and hence the proposition has no impact on the question of wether Jesus as an historical person existed. We simply do not have the evicdence to even make it the least plausible.", " A resurrected Jesus would be a living historical Jesus.", -1.0
" This can be handled by arguing a-fortioro, and the other way too. Ie, estimating the error of the used number. Hence the range of the allowed values in the final estimation will be broad. /free interpretation of Carrier", " The number of agreed members of the Rank-Raglan class is very small, which makes statistical inferences prone to error.", -1.0
" If Paul did not claim knowledge by revelation he would be called out as a non apostle.", " Even if Paul got the tradition of the eucharist from earlier Christians (eg when cross examining Christians before his conversion) him claiming to know of it only from the lord probably means also that is how the other apostles got to know of the tradition. Else he would claim knowledge from tradition. /Carrier, OHJ, Chapter 11:7", 1.0
" The argument is flawed, since the prior probability is only one small (probably) part of the evidence. And any reference class should not be chosen since there has to be some form of relevance applicable for the choice made.", " Since there is a practically infinite number of plausible reference classes to choose from, someone may choose a class that proves Jesus was either mythical or historical, depending on preference.", -1.0
" Sutetonius mentions persecution of Christians under Nero, but does not connect this to the fire of 64 CE. If the persecution was connected to the fire, would not Suetonius have mentioned it?", " The passage in Tacitus Annals (15:44): ‘Christ, the author of this name, was executed by the procurator Pontius Pilate in the reign of Tiberius’ is quite possibly an interpolation and it is therefore possible that Tacitus in fact talking about the instigator Chrestus (a common name). Note that the text originally said “Chrestians” and not Christians [source?].", 1.0
" We do in fact have contemporary evidence for, lets say Julius Ceasar. Eg, Richard Carrier: we have actual coins and inscriptions dating from Caesar’s time and the time of his contemporaries. None for Jesus. We also have several eyewitness accounts. Caesar’s own, as Bock mentions (although he omits the most important one, the Civil War) and Cicero’s and Sallust’s, as Bock also mentions (although he omits the most important one, Cicero’s Letters", " This is factually false.  The sources for the ceasars are no more contemporary them than the Bible is or writings from Josephus, Tacitus, Lucian, Mara Bar Sarapion, or the Jewish Talmud", -1.0
" Suetonius makes this cryptic statement: Punishment was inflicted on the Christians, a class of men given to a new and mischievous superstition. No word on what that punishment was, or the reason for it. (Actually, the final phrase sounds like the reason.) If it was meant to refer to the fire, why was that point not included in his later description of the fire? /E.D, TEOAI", " The passage in Tacitus Annals (15:44): ‘Christ, the author of this name, was executed by the procurator Pontius Pilate in the reign of Tiberius’ is quite possibly an interpolation and it is therefore possible that Tacitus in fact talking about the instigator Chrestus (a common name). Note that the text originally said “Chrestians” and not Christians [source?].", 1.0
" That it would not be known is impossible. That it would not be referred to in any connection is almost equally impossible. Christians in those early centuries were fixated on the fact and history of their martyrdom. A great literature of martyrology was produced in that time, even if a lot of it was fiction or exaggeration. /E.D, TEOAI", " For the next 300 years, no Christian commentator makes any reference to Nero’s slaughter of the Roman Christians for setting the Great Fire /E.D, TEOAI. This points towards interpolation.", 1.0
" In the end, all relevant evidence it would mean to be part of any of these reference classes should be accounted for, hence it does not matter which group one starts out with", " Since there is a practically infinite number of plausible reference classes to choose from, someone may choose a class that proves Jesus was either mythical or historical, depending on preference.", -1.0
" There could be connections between Jesus being handed over at night and Psalm 119 where several mentions of night and midnight is connected with abuse of a certain him (se comment)", " The specific idea that it occurred at night probably derived from scripture, like many other facts Paul and the authors of 1 Clement and Hebrews discovered about Jesus. /Carrier, OHJ chapter 11:7", 1.0
" There is no wide agreement that the Rank-Raglan mythotype would be particularly relevant to Jesus.", " Since there is a practically infinite number of plausible reference classes to choose from, someone may choose a class that proves Jesus was either mythical or historical, depending on preference.", 1.0
" The gospels were not written by Paul, and naturally use different terms when referring to Jesus.", " In the Gospels, Jesus familial relations are referred to by using his name, rather than the Lord. biblegateway.com", -1.0
" For the next 300 years, no Christian commentator makes any reference to Nero’s slaughter of the Roman Christians for setting the Great Fire. Not just to Tacitus’ account of such an event, but to the event itself as something known in Christian tradition. That it would not be known is impossible. That it would not be referred to in any connection is almost equally impossible. Christians in those early centuries were fixated on the fact and history of their martyrdom. /E.D, TEOAI", " The passage in Tacitus Annals (15:44): ‘Christ, the author of this name, was executed by the procurator Pontius Pilate in the reign of Tiberius’ is quite possibly an interpolation and it is therefore possible that Tacitus in fact talking about the instigator Chrestus (a common name). Note that the text originally said “Chrestians” and not Christians [source?].", 1.0
" It could be argued that the class in question is the most suutableone for Jesus, in that is is not too small, but not to general. [Ref from Carriers argumentation needed]", " Since there is a practically infinite number of plausible reference classes to choose from, someone may choose a class that proves Jesus was either mythical or historical, depending on preference.", -1.0
" The meaning and usage of the word for eye-witness in Luke is not straight forward evidence for Luke talking about eye witnesses to Jesus. See eg. Vridar.org", " Luke also mentions that his sources are eyewitnesses and that he investigated everything so that his reader could know with certainty the things that were taught - Luke 1:1-4", -1.0
" On the other hand, in Mark, Jesus performs supernatural acts on several occations in front of large numbers of people. It would be highly unlikely if all these people would not pass the stories on.", " That depends on how you count Mark, where the people whom Jesus intereacted with repetedly were told to ”tell no one” of his deeds.", -1.0
" Apostles can still be brothers of the lord even if you don’t call them so. Just as you don’t have to call a bishop a christian, calling him a bishop implies he is a christian. In fact it would be weird calling somebody “Jemes the bishop, a christian”.", " In Galatians 1:19, Paul distinguishes between a brother of the Lord and the other apostles, so that not all apostles are brothers of the Lord. This makes no sense if brother of the Lord merely means baptized Christian because apostles also have to be baptized Christians.", -1.0
" Yes, he means Jesus. But still, Lord is Jesus title. Pointing towards his status. If Jesus was in fact a human being according to Paul, referring to the brothers of jesus would be a better way to referring to biological kin. Just as would referring to “brothers of the lord would be a better way to refer to cultic brothers, on any of the two hypotheses. So, at best the writing is ambiguous.", " Paul always means Jesus whenever he says the Lord. Whenever he mentions Jesus by name, he always includes the title Christ or Lord.", -1.0
" The existence of Q is speculation and there is no need for it.", " Luke and Matthew used Q as a source.", -1.0
" The savior deity of the dying and rising cults were usually the son (or daughter) of a supreme god.", " The dying rising cults all had a common central savior deity, who shared many features. These features were synzreticed with Judaism: messianism, apocalypticism, scripturalism, and the particularly Jewish ideas about resurrection—as well as Jewish soteriology, cosmology, and rituals, and other things peculiar to Judaism, such as an abhorrence of sexuality and an obsession with blood atonement and substitutionary sacrifice - to create Christianity. /Carrier.", 1.0
" They are cults you join membership with (as opposed to just being open communal religions).", " The Jesus cult shares many commonalities with the rest of the group of dying and rising cults. /Carrier", 1.0
" They are mono- or henotheistic (they preach a supreme god by whom and to whom all other divinities are created and subordinate).", " The Jesus cult shares many commonalities with the rest of the group of dying and rising cults. /Carrier", 1.0
" Looking at the language similarities, the gospel versions of “The last supper” is probably dependent on the story as told by Paul, and can hence not be seen as an independent source or tradition for the story", " The events in “The last supper” as described by Paul is corroborated in the gospel of Luke.   /Ehrman, DJE, p. 121", -1.0
" The savior deity of the dying and rising cults all have stories about them set in human history on earth.", " The dying rising cults all had a common central savior deity, who shared many features. These features were synzreticed with Judaism: messianism, apocalypticism, scripturalism, and the particularly Jewish ideas about resurrection—as well as Jewish soteriology, cosmology, and rituals, and other things peculiar to Judaism, such as an abhorrence of sexuality and an obsession with blood atonement and substitutionary sacrifice - to create Christianity. /Carrier.", 1.0
