premise,conclusion,weight
" As the oversight committee examines waste, fraud, and abuse of taxpayer dollars;the realm of this oversight may extend to the office of the president, and/or the failure of congress to act against the president and perform their duty of oversight regarding presidential waste, frauds, or abuses of taxpayer dollars.", " This is not the jurisdiction of the oversight Committee. Its just a political maneuver to stir the pot. The Oversight Committee is for government spending, taxation and things that happen while in office. Cases like Bill Clintons activities while in AK were ruled out of jurisdiction during the whole Lewinsky incident as an example.", -1.0
" Enemies need not be bordered countries. Lies and deception, and other fraudulent acts, may constitute enemies of the people;whose needs Government is designed to serve.", " This claim is actually misleading. Legally, a country doesnt have to be at war, or in a state of open hostilities to name a country its enemy. It is enough for the Government and/or those in power and authority to consider something or someone an enemy for it to be so.", 1.0
" The cold war was not an actual physical war and there was no formal declaration, yet America would consider Russia its enemy in such a state or situation.", " This claim is actually misleading. Legally, a country doesnt have to be at war, or in a state of open hostilities to name a country its enemy. It is enough for the Government and/or those in power and authority to consider something or someone an enemy for it to be so.", 1.0
" The preceding claims that Trump should be impeach if it becomes the will of the majority are not attempts to follow the Impeachment process as designed. Applying it for purposes other than those enumerated (treason, bribery, crimes) is a clear abuse of power.", " Impeachment was established as a systemic check on the Presidency in the original text of the Constitution. Carrying out that procedure as designed can hardly be considered an abuse. Rather it is the system working as it was intended.", -1.0
" The government regularly names nations, states and individuals whom they name or declare as enemies, without declarations of war. A good example would be Iran, which America sees as an Enemy state, yet no formal state of war exists.", " This claim is actually misleading. Legally, a country doesnt have to be at war, or in a state of open hostilities to name a country its enemy. It is enough for the Government and/or those in power and authority to consider something or someone an enemy for it to be so.", 1.0
" As only two Presidents have ever been impeached, binding historical precedent has not been established.", " None of the other things Trump has done has been historically used to impeach a President.", -1.0
" Given their continued support in the face of a mess of self-contradictions in Trumps public policy actions and stances, it is reasonable to conclude that committed Trump supporters could only be blind adherents to a cult of personality.", " This assumes a blind tribalism among all Trump voters, many of whom were independent or voted for Trump because he did not campaign as a traditional Republican. Trump clearly delineated himself as something different than the status quo.", -1.0
" In fact, part of the reason that Mueller was appointed was because of reports that Trump had told Comey to drop the Flynn investigation.", " Mueller was not appointed at the time. Mueller was only appointed by Rod Rosenstein after Trump fired Comey. So when Trump told Comey to drop the Flynn investigation, he was talking to the person overseeing it.", 1.0
" Trumps lawyer is trying to classify the statement of liar as political opinion, additionally the cousin of Zervos has come forward to refute her previously.", " The problem here is that Nixon v. Fitzgerald (and the Constitution) are fuzzy on where exactly the duties of the President end. There are legitimate legal opinions which interpret these duties so broadly as to effectively immunize any sitting president from any lawsuit, and the courts have not really settled many questions on the matter. Zervos v. Trump, for example will set precedent on whether a sitting president can be sued in a state court.", -1.0
" If one places a ruler on a DJI chart at the start of Obamas term (6,627) to the end (20,810), one can see that the rise under Trump to March 5, 2018 is a continuation of the rise under Obama as that rise is almost exactly where it is now (24,875).", " Whether or not Obama caused the stock market to improve is irrelevant to the claim that Trump caused the stock market to improve.", -1.0
