arg1, arg2, attack_support
"kl27879 -> kl26966", "kl26966 -> ¬kl25108", "Support"
"kl27880 -> kl26967", "kl26967 -> ¬kl25109", "Support"
"kl26737 -> kl25255", "kl25255 -> kl24512", "Support"
"kl27110 -> kl24562", "kl24562 -> ¬kl22980", "Support"
"kl27170 -> ¬kl25256", "kl25256 -> kl24513", "Attack"
"kl26239 -> ¬kl24561", "kl24561 -> ¬kl22979", "Attack"
"kl27169 -> ¬kl25255", "kl25255 -> kl24512", "Attack"
"kl27076 -> kl25255", "kl25255 -> kl24512", "Support"
"kl27077 -> kl25256", "kl25256 -> kl24513", "Support"
"kl27118 -> ¬kl25099", "kl25099 -> ¬kl24513", "Attack"
"kl27109 -> kl24561", "kl24561 -> ¬kl22979", "Support"
"kl26738 -> kl25256", "kl25256 -> kl24513", "Support"
"kl27117 -> ¬kl25098", "kl25098 -> ¬kl24512", "Attack"
"kl26967 -> ¬kl25109", "kl25109 -> kl24513", "Attack"
"kl27880 -> kl26967", "kl26967 -> ¬kl25109", "Support"
"kl26966 -> ¬kl25108", "kl25108 -> kl24512", "Attack"
"kl27879 -> kl26966", "kl26966 -> ¬kl25108", "Support"
"kl26240 -> ¬kl24562", "kl24562 -> ¬kl22980", "Attack"
"kl26967 -> ¬kl25109", "kl25109 -> kl24513", "Attack"
"kl25109 -> kl24513", "kl24513 -> kl22930", "Support"
"kl25109 -> kl24513", "kl24513 -> kl22934", "Support"
"kl25805 -> ¬kl22979", "kl22979 -> ¬kl21540", "Attack"
"kl27170 -> ¬kl25256", "kl25256 -> kl24513", "Attack"
"kl26738 -> kl25256", "kl25256 -> kl24513", "Support"
"kl25256 -> kl24513", "kl24513 -> kl22930", "Support"
"kl25256 -> kl24513", "kl24513 -> kl22934", "Support"
"kl27077 -> kl25256", "kl25256 -> kl24513", "Support"
"kl25098 -> ¬kl24512", "kl24512 -> kl22933", "Attack"
"kl25098 -> ¬kl24512", "kl24512 -> kl22929", "Attack"
"kl27117 -> ¬kl25098", "kl25098 -> ¬kl24512", "Attack"
"kl25806 -> ¬kl22980", "kl22980 -> ¬kl21541", "Attack"
"kl25308 -> ¬kl22979", "kl22979 -> ¬kl21540", "Attack"
"kl26966 -> ¬kl25108", "kl25108 -> kl24512", "Attack"
"kl25108 -> kl24512", "kl24512 -> kl22933", "Support"
"kl25108 -> kl24512", "kl24512 -> kl22929", "Support"
"kl24593 -> kl24513", "kl24513 -> kl22934", "Support"
"kl24593 -> kl24513", "kl24513 -> kl22930", "Support"
"kl27118 -> ¬kl25099", "kl25099 -> ¬kl24513", "Attack"
"kl25099 -> ¬kl24513", "kl24513 -> kl22930", "Attack"
"kl25099 -> ¬kl24513", "kl24513 -> kl22934", "Attack"
"kl24562 -> ¬kl22980", "kl22980 -> ¬kl21541", "Attack"
"kl26240 -> ¬kl24562", "kl24562 -> ¬kl22980", "Attack"
"kl27110 -> kl24562", "kl24562 -> ¬kl22980", "Support"
"kl26239 -> ¬kl24561", "kl24561 -> ¬kl22979", "Attack"
"kl24561 -> ¬kl22979", "kl22979 -> ¬kl21540", "Attack"
"kl27109 -> kl24561", "kl24561 -> ¬kl22979", "Support"
"kl27169 -> ¬kl25255", "kl25255 -> kl24512", "Attack"
"kl25255 -> kl24512", "kl24512 -> kl22933", "Support"
"kl25255 -> kl24512", "kl24512 -> kl22929", "Support"
"kl27076 -> kl25255", "kl25255 -> kl24512", "Support"
"kl26737 -> kl25255", "kl25255 -> kl24512", "Support"
"kl24592 -> kl24512", "kl24512 -> kl22933", "Support"
"kl24592 -> kl24512", "kl24512 -> kl22929", "Support"
"kl25309 -> ¬kl22980", "kl22980 -> ¬kl21541", "Attack"
"kl23625 -> kl21711", "kl21711 -> kl19814", "Support"
"kl23580 -> ¬kl22140", "kl22140 -> ¬kl19814", "Attack"
"kl23946 -> ¬kl22079", "kl22079 -> ¬kl20780", "Attack"
"kl23040 -> ¬kl22279", "kl22279 -> ¬kl21375", "Attack"
"kl23415 -> ¬kl21727", "kl21727 -> ¬kl19974", "Attack"
"kl23415 -> ¬kl21727", "kl21727 -> ¬kl20473", "Attack"
"kl24515 -> ¬kl22902", "kl22902 -> ¬kl21375", "Attack"
"kl23384 -> kl21484", "kl21484 -> ¬kl19812", "Support"
"kl23887 -> ¬kl21484", "kl21484 -> ¬kl19812", "Attack"
"kl24426 -> kl21462", "kl21462 -> ¬kl21375", "Support"
"kl23414 -> ¬kl21726", "kl21726 -> ¬kl20472", "Attack"
"kl23414 -> ¬kl21726", "kl21726 -> ¬kl19973", "Attack"
"kl23227 -> ¬kl21808", "kl21808 -> kl21372", "Attack"
"kl24156 -> ¬kl21483", "kl21483 -> ¬kl19811", "Attack"
"kl23228 -> ¬kl21809", "kl21809 -> kl21373", "Attack"
"kl23039 -> ¬kl22278", "kl22278 -> ¬kl21374", "Attack"
"kl23839 -> kl22055", "kl22055 -> ¬kl19960", "Support"
"kl23067 -> kl22934", "kl22934 -> ¬kl19812", "Support"
"kl23067 -> kl24513", "kl24513 -> kl22934", "Support"
"kl23067 -> kl24513", "kl24513 -> kl22930", "Support"
"kl24501 -> ¬kl22054", "kl22054 -> ¬kl19959", "Attack"
"kl24046 -> ¬kl22380", "kl22380 -> ¬kl20650", "Attack"
"kl23886 -> ¬kl21483", "kl21483 -> ¬kl19811", "Attack"
"kl24350 -> kl21839", "kl21839 -> ¬kl20097", "Support"
"kl23397 -> ¬kl21809", "kl21809 -> kl21373", "Attack"
"kl24143 -> ¬kl22927", "kl22927 -> kl21368", "Attack"
"kl24292 -> ¬kl22902", "kl22902 -> ¬kl21375", "Attack"
"kl23838 -> kl22054", "kl22054 -> ¬kl19959", "Support"
"kl23647 -> kl22901", "kl22901 -> ¬kl21374", "Support"
"kl25309 -> ¬kl22980", "kl22980 -> ¬kl21541", "Attack"
"kl24562 -> ¬kl22980", "kl22980 -> ¬kl21541", "Attack"
"kl25806 -> ¬kl22980", "kl22980 -> ¬kl21541", "Attack"
"kl22980 -> ¬kl21541", "kl21541 -> kl21373", "Attack"
"kl23888 -> ¬kl21483", "kl21483 -> ¬kl19811", "Attack"
"kl25099 -> ¬kl24513", "kl24513 -> kl22930", "Attack"
"kl25099 -> ¬kl24513", "kl24513 -> kl22934", "Attack"
"kl24593 -> kl24513", "kl24513 -> kl22934", "Support"
"kl24593 -> kl24513", "kl24513 -> kl22930", "Support"
"kl24513 -> kl22930", "kl22930 -> ¬kl20651", "Support"
"kl23067 -> kl24513", "kl24513 -> kl22934", "Support"
"kl23067 -> kl24513", "kl24513 -> kl22930", "Support"
"kl25256 -> kl24513", "kl24513 -> kl22930", "Support"
"kl25256 -> kl24513", "kl24513 -> kl22934", "Support"
"kl24513 -> kl22934", "kl22934 -> ¬kl19812", "Support"
"kl25109 -> kl24513", "kl24513 -> kl22930", "Support"
"kl25109 -> kl24513", "kl24513 -> kl22934", "Support"
"kl23889 -> ¬kl21484", "kl21484 -> ¬kl19812", "Attack"
"kl24502 -> ¬kl22055", "kl22055 -> ¬kl19960", "Attack"
"kl24157 -> ¬kl21484", "kl21484 -> ¬kl19812", "Attack"
"kl23066 -> kl24512", "kl24512 -> kl22933", "Support"
"kl23066 -> kl24512", "kl24512 -> kl22929", "Support"
"kl23066 -> kl22933", "kl22933 -> ¬kl19811", "Support"
"kl24351 -> kl21840", "kl21840 -> ¬kl20098", "Support"
"kl24437 -> ¬kl22503", "kl22503 -> ¬kl20097", "Attack"
"kl24291 -> ¬kl22901", "kl22901 -> ¬kl21374", "Attack"
"kl23396 -> ¬kl21808", "kl21808 -> kl21372", "Attack"
"kl23119 -> kl21462", "kl21462 -> ¬kl21375", "Support"
"kl23118 -> kl21461", "kl21461 -> ¬kl21374", "Support"
"kl25098 -> ¬kl24512", "kl24512 -> kl22933", "Attack"
"kl25098 -> ¬kl24512", "kl24512 -> kl22929", "Attack"
"kl23066 -> kl24512", "kl24512 -> kl22933", "Support"
"kl23066 -> kl24512", "kl24512 -> kl22929", "Support"
"kl24592 -> kl24512", "kl24512 -> kl22933", "Support"
"kl24592 -> kl24512", "kl24512 -> kl22929", "Support"
"kl25108 -> kl24512", "kl24512 -> kl22933", "Support"
"kl25108 -> kl24512", "kl24512 -> kl22929", "Support"
"kl25255 -> kl24512", "kl24512 -> kl22933", "Support"
"kl25255 -> kl24512", "kl24512 -> kl22929", "Support"
"kl24512 -> kl22929", "kl22929 -> ¬kl20650", "Support"
"kl24512 -> kl22933", "kl22933 -> ¬kl19811", "Support"
"kl23648 -> kl22902", "kl22902 -> ¬kl21375", "Support"
"kl23717 -> ¬kl22140", "kl22140 -> ¬kl19814", "Attack"
"kl24438 -> ¬kl22504", "kl22504 -> ¬kl20098", "Attack"
"kl24047 -> ¬kl22381", "kl22381 -> ¬kl20651", "Attack"
"kl24144 -> ¬kl22928", "kl22928 -> kl21369", "Attack"
"kl24425 -> kl21461", "kl21461 -> ¬kl21374", "Support"
"kl25805 -> ¬kl22979", "kl22979 -> ¬kl21540", "Attack"
"kl24561 -> ¬kl22979", "kl22979 -> ¬kl21540", "Attack"
"kl22979 -> ¬kl21540", "kl21540 -> kl21372", "Attack"
"kl25308 -> ¬kl22979", "kl22979 -> ¬kl21540", "Attack"
"kl23945 -> ¬kl22078", "kl22078 -> ¬kl20779", "Attack"
"kl24514 -> ¬kl22901", "kl22901 -> ¬kl21374", "Attack"
"kl23383 -> kl21483", "kl21483 -> ¬kl19811", "Support"
"kl22600 -> ¬kl21315", "kl21315 -> ¬kl18586", "Attack"
"kl19408 -> ¬kl22600", "kl22600 -> ¬kl21315", "Attack"
"kl23040 -> ¬kl22279", "kl22279 -> ¬kl21375", "Attack"
"kl22279 -> ¬kl21375", "kl21375 -> ¬kl19702", "Attack"
"kl21666 -> ¬kl19810", "kl19810 -> ¬kl19672", "Attack"
"kl22000 -> kl21374", "kl21374 -> ¬kl19701", "Support"
"kl22001 -> kl21375", "kl21375 -> ¬kl19702", "Support"
"kl21912 -> kl20713", "kl20713 -> kl18381", "Support"
"kl22633 -> kl21307", "kl21307 -> ¬kl19701", "Support"
"kl22929 -> ¬kl20650", "kl20650 -> kl19701", "Attack"
