arg1, arg2, attack_support
"wd1768 -> wd1763", "wd1763 -> wd1691", "Support"
"wd1772 -> wd1763", "wd1763 -> wd1691", "Support"
"wd1770 -> wd1763", "wd1763 -> wd1691", "Support"
"wd1770 -> wd1763", "wd1763 -> wd1691", "Support"
"wd1772 -> wd1763", "wd1763 -> wd1691", "Support"
"wd1768 -> wd1763", "wd1763 -> wd1691", "Support"
"wd1763 -> wd1691", "wd1691 -> ¬wd1375", "Support"
"wd1753 -> wd1691", "wd1691 -> ¬wd1375", "Support"
"wd1754 -> wd1691", "wd1691 -> ¬wd1375", "Support"
"wd1694 -> wd1370", "wd1370 -> wd677", "Support"
"wd1721 -> ¬wd1470", "wd1470 -> ¬wd703", "Attack"
"wd1706 -> wd1379", "wd1379 -> wd705", "Support"
"wd1705 -> wd1380", "wd1380 -> wd705", "Support"
"wd2332 -> ¬wd1395", "wd1395 -> ¬wd643", "Attack"
"wd2385 -> ¬wd1421", "wd1421 -> ¬wd668", "Attack"
"wd1678 -> ¬wd1398", "wd1398 -> ¬wd643", "Attack"
"wd1677 -> ¬wd1398", "wd1398 -> ¬wd643", "Attack"
"wd1699 -> wd1377", "wd1377 -> wd705", "Support"
"wd1720 -> ¬wd1470", "wd1470 -> ¬wd703", "Attack"
"wd1704 -> wd1377", "wd1377 -> wd705", "Support"
"wd1684 -> ¬wd1470", "wd1470 -> ¬wd703", "Attack"
"wd1702 -> wd1380", "wd1380 -> wd705", "Support"
"wd1695 -> wd1390", "wd1390 -> wd695", "Support"
"wd1693 -> wd1370", "wd1370 -> wd677", "Support"
"wd1703 -> wd1377", "wd1377 -> wd705", "Support"
"wd1672 -> ¬wd1470", "wd1470 -> ¬wd703", "Attack"
"wd1696 -> wd1390", "wd1390 -> wd695", "Support"
"wd1697 -> wd1390", "wd1390 -> wd695", "Support"
"wd1698 -> wd1390", "wd1390 -> wd695", "Support"
"wd1679 -> wd1444", "wd1444 -> ¬wd756", "Support"
"wd1692 -> wd1352", "wd1352 -> ¬wd683", "Support"
"wd1701 -> wd1379", "wd1379 -> wd705", "Support"
"wd2165 -> ¬wd1394", "wd1394 -> wd695", "Attack"
"wd1691 -> ¬wd1375", "wd1375 -> wd703", "Attack"
"wd1753 -> wd1691", "wd1691 -> ¬wd1375", "Support"
"wd1754 -> wd1691", "wd1691 -> ¬wd1375", "Support"
"wd1763 -> wd1691", "wd1691 -> ¬wd1375", "Support"
"wd1742 -> ¬wd1376", "wd1376 -> wd703", "Attack"
"wd1700 -> wd1380", "wd1380 -> wd705", "Support"
"wd1697 -> wd1390", "wd1390 -> wd695", "Support"
"wd1390 -> wd695", "wd695 -> wd180", "Support"
"wd1696 -> wd1390", "wd1390 -> wd695", "Support"
"wd1698 -> wd1390", "wd1390 -> wd695", "Support"
"wd1695 -> wd1390", "wd1390 -> wd695", "Support"
"wd1384 -> wd707", "wd707 -> wd180", "Support"
"wd1432 -> wd755", "wd755 -> wd184", "Support"
"wd1350 -> wd683", "wd683 -> wd179", "Support"
"wd2434 -> wd679", "wd679 -> wd180", "Support"
"wd1424 -> ¬wd681", "wd681 -> wd183", "Attack"
"wd1321 -> wd689", "wd689 -> wd179", "Support"
"wd1369 -> ¬wd685", "wd685 -> wd183", "Attack"
"wd1417 -> ¬wd605", "wd605 -> wd129", "Attack"
"wd2435 -> wd679", "wd679 -> wd180", "Support"
"wd1355 -> ¬wd681", "wd681 -> wd183", "Attack"
"wd1126 -> ¬wd1074", "wd1074 -> ¬wd177", "Attack"
"wd1360 -> wd677", "wd677 -> wd180", "Support"
"wd1378 -> wd705", "wd705 -> wd180", "Support"
"wd1619 -> ¬wd691", "wd691 -> wd179", "Attack"
"wd1257 -> ¬wd681", "wd681 -> wd183", "Attack"
"wd1363 -> wd679", "wd679 -> wd180", "Support"
"wd2385 -> ¬wd1421", "wd1421 -> ¬wd668", "Attack"
"wd1421 -> ¬wd668", "wd668 -> wd181", "Attack"
"wd1421 -> ¬wd668", "wd668 -> ¬wd177", "Attack"
"wd1433 -> wd755", "wd755 -> wd184", "Support"
"wd1156 -> ¬wd708", "wd708 -> wd182", "Attack"
"wd1270 -> ¬wd643", "wd643 -> ¬wd181", "Attack"
"wd1322 -> wd689", "wd689 -> wd179", "Support"
"wd1116 -> ¬wd692", "wd692 -> wd179", "Attack"
"wd1742 -> ¬wd1376", "wd1376 -> wd703", "Attack"
"wd1376 -> wd703", "wd703 -> wd180", "Support"
"wd1641 -> wd679", "wd679 -> wd180", "Support"
"wd1383 -> wd706", "wd706 -> wd180", "Support"
"wd1444 -> ¬wd756", "wd756 -> wd184", "Attack"
"wd1679 -> wd1444", "wd1444 -> ¬wd756", "Support"
"wd1678 -> ¬wd1398", "wd1398 -> ¬wd643", "Attack"
"wd1677 -> ¬wd1398", "wd1398 -> ¬wd643", "Attack"
"wd1398 -> ¬wd643", "wd643 -> ¬wd181", "Attack"
"wd1367 -> wd683", "wd683 -> wd179", "Support"
"wd1393 -> wd711", "wd711 -> wd129", "Support"
"wd1492 -> ¬wd712", "wd712 -> wd182", "Attack"
"wd2449 -> ¬wd713", "wd713 -> wd183", "Attack"
"wd1097 -> ¬wd684", "wd684 -> wd184", "Attack"
"wd1101 -> wd715", "wd715 -> wd350", "Support"
"wd1271 -> ¬wd643", "wd643 -> ¬wd181", "Attack"
"wd1401 -> ¬wd678", "wd678 -> wd181", "Attack"
"wd1388 -> wd707", "wd707 -> wd180", "Support"
"wd1385 -> wd707", "wd707 -> wd180", "Support"
"wd1366 -> wd683", "wd683 -> wd179", "Support"
"wd2165 -> ¬wd1394", "wd1394 -> wd695", "Attack"
"wd1394 -> wd695", "wd695 -> wd180", "Support"
"wd1396 -> ¬wd688", "wd688 -> wd179", "Attack"
"wd1704 -> wd1377", "wd1377 -> wd705", "Support"
"wd1703 -> wd1377", "wd1377 -> wd705", "Support"
"wd1377 -> wd705", "wd705 -> wd180", "Support"
"wd1699 -> wd1377", "wd1377 -> wd705", "Support"
"wd2389 -> ¬wd690", "wd690 -> wd179", "Attack"
"wd1602 -> ¬wd706", "wd706 -> wd180", "Attack"
"wd1382 -> wd706", "wd706 -> wd180", "Support"
"wd1361 -> wd677", "wd677 -> wd180", "Support"
"wd1099 -> ¬wd681", "wd681 -> wd183", "Attack"
"wd1639 -> wd690", "wd690 -> wd179", "Support"
"wd1365 -> wd683", "wd683 -> wd179", "Support"
"wd1374 -> wd703", "wd703 -> wd180", "Support"
"wd1392 -> wd711", "wd711 -> wd129", "Support"
"wd1471 -> ¬wd703", "wd703 -> wd180", "Attack"
"wd1389 -> wd686", "wd686 -> wd181", "Support"
"wd1352 -> ¬wd683", "wd683 -> wd179", "Attack"
"wd1692 -> wd1352", "wd1352 -> ¬wd683", "Support"
"wd1158 -> ¬wd708", "wd708 -> wd182", "Attack"
"wd1473 -> wd755", "wd755 -> wd184", "Support"
"wd1472 -> ¬wd681", "wd681 -> wd183", "Attack"
"wd1362 -> wd680", "wd680 -> wd180", "Support"
"wd1233 -> ¬wd674", "wd674 -> wd183", "Attack"
"wd1474 -> ¬wd701", "wd701 -> ¬wd183", "Attack"
"wd2533 -> ¬wd675", "wd675 -> wd179", "Attack"
"wd1649 -> wd689", "wd689 -> wd179", "Support"
"wd1096 -> ¬wd697", "wd697 -> wd129", "Attack"
"wd1825 -> ¬wd714", "wd714 -> wd181", "Attack"
"wd1339 -> ¬wd681", "wd681 -> wd183", "Attack"
"wd1381 -> wd706", "wd706 -> wd180", "Support"
"wd2332 -> ¬wd1395", "wd1395 -> ¬wd643", "Attack"
"wd1395 -> ¬wd643", "wd643 -> ¬wd181", "Attack"
"wd1359 -> wd676", "wd676 -> wd181", "Support"
"wd1387 -> wd707", "wd707 -> wd180", "Support"
"wd1391 -> wd711", "wd711 -> wd129", "Support"
"wd1379 -> wd705", "wd705 -> wd180", "Support"
"wd1701 -> wd1379", "wd1379 -> wd705", "Support"
