arg1, arg2, attack_support
"kl18665 -> kl18022", "kl18022 -> kl15520", "Support"
"kl18022 -> kl15520", "kl15520 -> kl14043", "Support"
"kl18665 -> kl18022", "kl18022 -> kl15520", "Support"
"kl17245 -> kl15444", "kl15444 -> ¬kl13541", "Support"
"kl15131 -> kl14043", "kl14043 -> ¬kl11963", "Support"
"kl16487 -> kl13658", "kl13658 -> kl10445", "Support"
"kl12692 -> kl10012", "kl10012 -> ¬kl7523", "Support"
"kl15958 -> kl13541", "kl13541 -> ¬kl11324", "Support"
"kl13467 -> kl9962", "kl9962 -> kl6981", "Support"
"kl15120 -> kl14584", "kl14584 -> ¬kl12324", "Support"
"kl15212 -> kl14151", "kl14151 -> ¬kl11294", "Support"
"kl15659 -> kl14043", "kl14043 -> ¬kl11963", "Support"
"kl14439 -> kl10012", "kl10012 -> ¬kl7523", "Support"
"kl16519 -> kl13658", "kl13658 -> kl10445", "Support"
"kl14032 -> kl9962", "kl9962 -> kl6981", "Support"
"kl15493 -> kl13541", "kl13541 -> ¬kl11324", "Support"
"kl8493 -> kl15709", "kl15709 -> kl14151", "Support"
"kl15709 -> kl14151", "kl14151 -> ¬kl11294", "Support"
"kl15723 -> kl13658", "kl13658 -> kl10445", "Support"
"kl13088 -> kl10629", "kl10629 -> kl7780", "Support"
"kl13525 -> kl11254", "kl11254 -> kl8274", "Support"
"kl15650 -> kl13235", "kl13235 -> kl11512", "Support"
"kl15520 -> kl14043", "kl14043 -> ¬kl11963", "Support"
"kl18022 -> kl15520", "kl15520 -> kl14043", "Support"
"kl15679 -> kl14043", "kl14043 -> ¬kl11963", "Support"
"kl12743 -> kl10012", "kl10012 -> ¬kl7523", "Support"
"kl15389 -> kl13920", "kl13920 -> ¬kl11324", "Support"
"kl15959 -> kl13541", "kl13541 -> ¬kl11324", "Support"
"kl15444 -> ¬kl13541", "kl13541 -> ¬kl11324", "Attack"
"kl17245 -> kl15444", "kl15444 -> ¬kl13541", "Support"
"kl11008 -> ¬kl10618", "kl10618 -> ¬kl5064", "Attack"
"kl11008 -> ¬kl8295", "kl8295 -> kl2937", "Attack"
"kl11008 -> ¬kl8295", "kl8295 -> kl6803", "Attack"
"kl14428 -> kl12325", "kl12325 -> kl6358", "Support"
"kl14032 -> kl9962", "kl9962 -> kl6981", "Support"
"kl9962 -> kl6981", "kl6981 -> ¬kl3978", "Support"
"kl13467 -> kl9962", "kl9962 -> kl6981", "Support"
"kl11090 -> kl8470", "kl8470 -> ¬kl4329", "Support"
"kl13541 -> ¬kl11324", "kl11324 -> ¬kl4825", "Attack"
"kl15444 -> ¬kl13541", "kl13541 -> ¬kl11324", "Attack"
"kl15959 -> kl13541", "kl13541 -> ¬kl11324", "Support"
"kl15493 -> kl13541", "kl13541 -> ¬kl11324", "Support"
"kl15958 -> kl13541", "kl13541 -> ¬kl11324", "Support"
"kl14043 -> ¬kl11963", "kl11963 -> ¬kl3656", "Attack"
