premise, conclusion, weight
" Il est possible de décontaminer les sols des Murs à pêches de Montreuil", " Les sols des Murs à pêches de Montreuil sont pollués", -1.0
" Les cultures fruitières des Murs à pêches ne sont pas touchées par la pollution des sols", " Les sols des Murs à pêches de Montreuil sont pollués", -1.0
" La mairie de Montreuil cherche des garanties légales pour protéger les Murs à pêches", " Le projet de reconversion de l'usine EIF prépare les opérateurs privés à faire ce qu'ils veulent des Murs à pêches de Montreuil", -1.0
" Les associations des Murs à pêches de Montreuil n'attirent pas les habitants du quartier", " Il faut préserver les Murs à pêches de Montreuil pour accueillir des associations", -1.0
" L'aménagement des ateliers de maintenance du tramway dans les Murs à pêches de Montreuil ne s'intègre pas au paysage", " Il faut construire des ateliers de maintenance du tramway dans les Murs à pêches de Montreuil", -1.0
" Les promoteurs privés ne doivent pas pouvoir décider de l'avenir des Murs à pêches de Montreuil", " Il faut reconvertir l'ancienne usine EIF des Murs à pêches de Montreuil", -1.0
" Il n'y a pas besoin de préserver l'ensemble des Murs à pêches pour préserver leurs savoir-faire", " Il faut préserver les Murs à pêches de Montreuil pour sauvegarder un savoir-faire", -1.0
" Les Murs à pêches de Montreuil doivent accueillir des activités non commerciales", " Il faut construire des commerce et des services de proximité dans les Murs à pêches de Montreuil", -1.0
" L'aménagement des ateliers de maintenance du tramway dans les Murs à pêches de Montreuil va à l'encontre de la volonté des habitants", " Il faut construire des ateliers de maintenance du tramway dans les Murs à pêches de Montreuil", -1.0
" L'aménagement des ateliers de maintenance du tramway dans les Murs à pêches de Montreuil va occuper trop d'espace", " Il faut construire des ateliers de maintenance du tramway dans les Murs à pêches de Montreuil", -1.0
" Développer l'agriculture dans les Murs à pêches de Montreuil consomme trop d'espace", " Il faut préserver les Murs à pêches de Montreuil pour relancer une agriculture urbaine de proximité", -1.0
" L'ancienne usine EIF est classée parmi les monuments industriels", " Il faut reconvertir l'ancienne usine EIF des Murs à pêches de Montreuil", -1.0
" Il est possible de construire un écoquartier dans les Murs à pêches de Montreuil", " Il faut construire des logements dans les Murs à pêches de Montreuil", -1.0
" Il faut s'opposer à la bétonisation des Murs à pêches de Montreuil", " Il faut construire des logements dans les Murs à pêches de Montreuil", -1.0
" Les Murs à pêches ne sont assez ouverts au public et sont le plus souvent fermés", " Il faut préserver les Murs à pêches de Montreuil pour préserver un espace vert à côté de Paris", -1.0
" Il n'y a pas d'intérêt à préserver les savoir-faire ancestraux des Murs à pêches de Montreuil", " Il faut préserver les Murs à pêches de Montreuil pour sauvegarder un savoir-faire", -1.0
" Développer l'agriculture dans les Murs à pêches de Montreuil entraine des nuisances", " Il faut préserver les Murs à pêches de Montreuil pour relancer une agriculture urbaine de proximité", -1.0
" Le sol des Murs à pêches de Montreuil est peu propice à la construction de logements", " Il faut construire des logements dans les Murs à pêches de Montreuil", -1.0
" Ce n'est pas l'agriculture urbaine des Murs à pêches qui va pouvoir nourrir les Montreuillois", " Il faut préserver les Murs à pêches de Montreuil pour relancer une agriculture urbaine de proximité", -1.0
" La défense des Murs à pêches est une préoccupation de bobos", " Il faut préserver les Murs à pêches de Montreuil pour préserver un espace vert à côté de Paris", -1.0
" Il y a déjà assez de constructions sur les Murs à pêches", " Les Murs à pêches de Montreuil occupent un espace inutilisé", -1.0
" Il y a des projets d'aménagements prioritaires dans les Murs à pêches de Montreuil", " Il faut préserver les Murs à pêches de Montreuil pour sauvegarder un patrimoine", -1.0
" Il y a des projets d'aménagements prioritaires dans les Murs à pêches de Montreuil", " Il faut préserver les Murs à pêches de Montreuil pour sauvegarder un savoir-faire", -1.0
