premise, conclusion, weight
"台灣可利用風力發電，根據調查全世界有２０處最適合發展風力發電的地方，但在台灣本島及周圍就包含了１６處", "case2：相較核能發電，其他發電易受外在條件影響", -1.0
"根據安全耐震評估，８公里內的活動斷層才可能會對核電廠造成影響，但根據調查，台灣的核電廠範圍３５公里內的斷層皆屬於非活動斷層", "case1：台灣位於地震帶上，常有颱風的侵襲", -1.0
"可利用固化處理擋住核廢料產生的輻射", "case3：將低階核廢料置放在落後地區；高階核廢料繼續存放，但會有核災風險", -1.0
"再生能源沒有燃料費，沒有災害風險", "如果廢核電將造成再生能源的建造成本上升", -1.0
"case1：核電1度0.9塊，相比其他發電還要低，火力發電1度1.2塊，太陽能1度4.5塊，而且不易受國際的影響，", "核能供電穩定", 1.0
"case3：將低階核廢料置放在落後地區；高階核廢料繼續存放，但會有核災風險", "核電廠處於危險位置", 1.0
"case２：台灣的人口密度高，核電廠對人民危害大", "核電廠處於危險位置", 1.0
"case1：台灣位於地震帶上，常有颱風的侵襲", "核電廠處於危險位置", 1.0
"case2：相較核能發電，其他發電易受外在條件影響", "核能供電穩定", 1.0
"如果廢核電將造成再生能源的建造成本上升", " 臺灣應使用核能發電", -0.5
"核能供電穩定", " 臺灣應使用核能發電", 1.0
"降低核電廠的水排進海中會造成熱汙染", " 臺灣應使用核能發電", -1.0
"日本核爆的原因是地震海嘯造成斷電,冷卻循環中斷後燃料棒溫度上升,防護容器受不了壓力而爆炸.(輕水反應爐-使用水作為冷卻劑及慢化劑的核子反應爐) 比爾蓋斯,泰拉能源公司（Terra Power）有投資研發新式的核能反應爐.可以觀望.", " 臺灣應使用核能發電", -0.5
"核電廠處於危險位置", " 臺灣應使用核能發電", -1.0
