premise, conclusion, weight
"例如吴惠明介绍说，女性有着细心、缜密、敏感等特点，在现代军事行动中发挥了越来越多的作用。从美国、俄罗斯、韩国、巴基斯坦等已有战斗机女飞行员国家的经验看，战斗机女飞行员在武器操控和精密仪器使用、地形识别等领域，都有超过男性的表现。", "6a18男性意气用事，容易因為一些小事做出不理智的事，卻從不反思。", 1.0
"抱歉 我不知道誰是劉凱喬", "因為你是女性（劉凱喬），你比fat chan 差小小", -1.0
"懷孕的時候會有孕吐，不想吃東西，女性會很辛苦", "但是女性是懷胎10月生下寶寶的比男性辛苦", 1.0
"男女都有不同的價值，如果男女不平等那麼就沒有人照顧好小孩，也沒有很多人幫忙洗衣服，反正男女平等世界才能每一件事都做得好，分配得平均", " 女性比男性優越", -0.5
"6a18女性比男性優越", " 女性比男性優越", 1.0
"因為男生來做的女性例如男性穿褲子，女性也可以，更可以穿裙", " 女性比男性優越", 1.0
"因為陳老師是女性，她非常好", " 女性比男性優越", 1.0
"劉凱蕎比fat chan 差n", " 女性比男性優越", 1.0
"根據香港學生派位機制的結果, 男學生派往第一組別學校的人數遠低於女學生", " 女性比男性優越", -1.0
"女性的直觉能力天生较之逻辑意识更优越,同时女性也比男性更喜欢更珍视自己的内心世界。", " 女性比男性優越", 1.0
"因為女性的平衡力和專注力都比男性好", " 女性比男性優越", 1.0
"男性比女性優越", " 女性比男性優越", 1.0
"因為女性能做得比男性較多，男性能做的女性也能做。女性穿裙、褲都可以，但男性穿裙子很奇怪。女性塗眼影、做指甲很普遍，但男性做這些東西很奇怪。", " 女性比男性優越", 1.0
"現任行政長官是女性 證明女性很優越", " 女性比男性優越", 1.0
"我認為女性比男性優越 因為男性做的事女性都可以做，此外，女性還可以幫助我們生育下一代，持續生命。", " 女性比男性優越", -0.5
"人人平等!", " 女性比男性優越", -0.5
"在動物界中, 很多雄性為了生育繁殖,會做很多事情來吸引和討好雌性,可見女性的重要", " 女性比男性優越", 1.0
"女性除了能做男性懂得做的事外,還有別的才能,例如能生育、手工更靈巧（做手工藝較易上手）", " 女性比男性優越", 1.0
"女孩子的朋友圈能力比男孩子的高很多", " 女性比男性優越", 1.0
"我認為男性和女性係平等的，因為女性做到的事男性都做到", " 女性比男性優越", -1.0
"身為女性，我會支持自己的性別，還有很多優處例如：能感受生育的經歷、細心、做出來的東西更巧奪天工⋯⋯而男性太粗心大意", " 女性比男性優越", 1.0
"女性的直觉能力天生较之逻辑意识更优越,同时女性也比男性更喜欢更珍视自己的内心世界。", " 女性比男性優越", 1.0
"6a26男女應該平等,男女都是人,都不是完美的,大家只是性別和智商不同,雖然大家的智商都有高有低,可智商高不代表較優越,智商低不代表不優越", " 女性比男性優越", -1.0
"6a18因為男性做事衝動，而女性比較冷靜。", "6a18女性比男性優越", 1.0
"LD是个隐性缺陷，在学龄前儿童中很难发现，多在入学后逐渐表现出来读写、计算方面的学习困难。国外报道多在3%～5%之间。国内报道为6.6%，男女比例为4.3:1。按DSM-Ⅳ诊断标准，学龄儿童患病率在3%～8%之间，男明显多于女，比例约为4:1左右；而且倾向将其归为学习障碍和沟通障碍两大部分，前者包括阅读障碍、数学障碍和书写障碍；后者则包括语音障碍、言语流畅性障碍（口吃）、语言表达障碍和表达-接受型障碍。", "6a18女性比男性優越", 1.0
"而且老一輩的人都講女孩👧是比男孩👦乖巧的", "女性除了能做男性懂得做的事外,還有別的才能,例如能生育、手工更靈巧（做手工藝較易上手）", 1.0
"very good", "男性比女性優越", 1.0
"沒有原因，不支持還要使用因為，證明男性非常粗心大意，較愚蠢", "男性比女性優越", -1.0
