arg1, arg2, attack_support
"wd2366 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd2368 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd2365 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd2367 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd2364 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd2363 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd1356 -> ¬wd966", "wd966 -> ¬wd1582", "Attack"
"wd1356 -> ¬wd966", "wd966 -> ¬wd307", "Attack"
"wd1627 -> ¬wd1048", "wd1048 -> wd255", "Attack"
"wd1627 -> ¬wd1048", "wd1048 -> ¬wd307", "Attack"
"wd1627 -> ¬wd1048", "wd1048 -> ¬wd1582", "Attack"
"wd1625 -> ¬wd499", "wd499 -> ¬wd1582", "Attack"
"wd1625 -> ¬wd499", "wd499 -> ¬wd307", "Attack"
"wd1582 -> ¬wd826", "wd826 -> wd255", "Attack"
"wd499 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd2367 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd1048 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd964 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd2366 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd966 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd2368 -> ¬wd1582", "wd1582 -> ¬wd826", "Attack"
"wd2363 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd840 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd2364 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd962 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd2365 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd963 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd965 -> wd1582", "wd1582 -> ¬wd826", "Support"
"wd1157 -> ¬wd405", "wd405 -> wd337", "Attack"
"wd1348 -> ¬wd964", "wd964 -> ¬wd1582", "Attack"
"wd1348 -> ¬wd964", "wd964 -> ¬wd307", "Attack"
"wd1135 -> ¬wd962", "wd962 -> wd307", "Attack"
"wd1135 -> ¬wd962", "wd962 -> wd1582", "Attack"
"wd307 -> ¬wd345", "wd345 -> wd23", "Attack"
"wd657 -> wd170", "wd170 -> wd23", "Support"
"wd562 -> wd170", "wd170 -> wd23", "Support"
"wd561 -> wd170", "wd170 -> wd23", "Support"
"wd307 -> ¬wd255", "wd255 -> wd23", "Attack"
"wd307 -> ¬wd1048", "wd1048 -> wd255", "Attack"
"wd307 -> ¬wd1048", "wd1048 -> ¬wd1582", "Attack"
"wd307 -> ¬wd1048", "wd1048 -> ¬wd307", "Attack"
