arg1, arg2, attack_support
"wd1165 -> ¬wd940", "wd940 -> ¬wd93", "Attack"
"wd1499 -> ¬wd940", "wd940 -> ¬wd93", "Attack"
"wd1319 -> ¬wd766", "wd766 -> ¬wd98", "Attack"
"wd804 -> ¬wd90", "wd90 -> wd13", "Attack"
"wd518 -> ¬wd81", "wd81 -> ¬wd13", "Attack"
"wd911 -> ¬wd98", "wd98 -> ¬wd13", "Attack"
"wd485 -> ¬wd95", "wd95 -> wd13", "Attack"
"wd886 -> ¬wd82", "wd82 -> ¬wd13", "Attack"
"wd519 -> ¬wd81", "wd81 -> ¬wd13", "Attack"
"wd520 -> ¬wd81", "wd81 -> ¬wd13", "Attack"
"wd398 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd521 -> ¬wd98", "wd98 -> ¬wd13", "Attack"
"wd447 -> ¬wd83", "wd83 -> ¬wd13", "Attack"
"wd479 -> ¬wd83", "wd83 -> ¬wd13", "Attack"
"wd888 -> ¬wd91", "wd91 -> wd13", "Attack"
"wd487 -> ¬wd95", "wd95 -> wd13", "Attack"
"wd399 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd893 -> ¬wd83", "wd83 -> ¬wd13", "Attack"
"wd373 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd591 -> ¬wd91", "wd91 -> wd13", "Attack"
"wd491 -> ¬wd272", "wd272 -> ¬wd13", "Attack"
"wd496 -> ¬wd95", "wd95 -> wd13", "Attack"
"wd496 -> ¬wd94", "wd94 -> wd13", "Attack"
"wd820 -> ¬wd81", "wd81 -> ¬wd13", "Attack"
"wd458 -> ¬wd273", "wd273 -> ¬wd13", "Attack"
"wd1088 -> ¬wd94", "wd94 -> wd13", "Attack"
"wd397 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd959 -> ¬wd98", "wd98 -> ¬wd13", "Attack"
"wd486 -> ¬wd92", "wd92 -> wd13", "Attack"
"wd940 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd1499 -> ¬wd940", "wd940 -> ¬wd93", "Attack"
"wd1165 -> ¬wd940", "wd940 -> ¬wd93", "Attack"
"wd887 -> ¬wd272", "wd272 -> ¬wd13", "Attack"
"wd1319 -> ¬wd766", "wd766 -> ¬wd98", "Attack"
"wd766 -> ¬wd98", "wd98 -> ¬wd13", "Attack"
"wd458 -> ¬wd273", "wd273 -> ¬wd13", "Attack"
"wd486 -> ¬wd92", "wd92 -> wd13", "Attack"
"wd804 -> ¬wd90", "wd90 -> wd13", "Attack"
"wd893 -> ¬wd83", "wd83 -> ¬wd13", "Attack"
"wd479 -> ¬wd83", "wd83 -> ¬wd13", "Attack"
"wd447 -> ¬wd83", "wd83 -> ¬wd13", "Attack"
"wd887 -> ¬wd272", "wd272 -> ¬wd13", "Attack"
"wd491 -> ¬wd272", "wd272 -> ¬wd13", "Attack"
"wd959 -> ¬wd98", "wd98 -> ¬wd13", "Attack"
"wd911 -> ¬wd98", "wd98 -> ¬wd13", "Attack"
"wd766 -> ¬wd98", "wd98 -> ¬wd13", "Attack"
"wd521 -> ¬wd98", "wd98 -> ¬wd13", "Attack"
"wd940 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd398 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd397 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd399 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd373 -> ¬wd93", "wd93 -> wd13", "Attack"
"wd1088 -> ¬wd94", "wd94 -> wd13", "Attack"
"wd496 -> ¬wd94", "wd94 -> wd13", "Attack"
"wd519 -> ¬wd81", "wd81 -> ¬wd13", "Attack"
"wd820 -> ¬wd81", "wd81 -> ¬wd13", "Attack"
"wd520 -> ¬wd81", "wd81 -> ¬wd13", "Attack"
"wd518 -> ¬wd81", "wd81 -> ¬wd13", "Attack"
"wd886 -> ¬wd82", "wd82 -> ¬wd13", "Attack"
"wd485 -> ¬wd95", "wd95 -> wd13", "Attack"
"wd496 -> ¬wd95", "wd95 -> wd13", "Attack"
"wd487 -> ¬wd95", "wd95 -> wd13", "Attack"
"wd888 -> ¬wd91", "wd91 -> wd13", "Attack"
"wd591 -> ¬wd91", "wd91 -> wd13", "Attack"
