premise, conclusion, weight
"Il faut limiter la liberté d'expression pour éviter les troubles à l’ordre public", " La liberté d'expression entraine des abus", 1.0
" Il y a une gradation entre les discours et les actes", " Les paroles ne sont pas des actes", -1.0
" La menace de procès en diffamation nuit à la diffusion de l'information", " Il faut limiter la liberté d'expression pour lutter contre la diffamation et les propos mensongers", -1.0
" Certaines minorités ont un pouvoir démesuré", " Il faut limiter la liberté d'expression pour protéger les minorités", -1.0
" L'interdiction incite à la transgression", " Interdire certains discours empêche leur propagation", -1.0
" Les nouvelles technologies permettent un contrôle généralisé", " On ne peut pas contrôler la diffusion des idées", -1.0
" Beaucoup d'opinions n'auraient pas à être discutées si on ne doit pas discuter des opinions absurdes", " Il y a des opinions qui n'ont pas à être discutées", -1.0
" Les idéologies dangereuses ne font pas appel à la raison", " Il faut opposer aux discours dangereux des contre-discours", -1.0
" L'interdiction du négationnisme n'empêche pas les idées négationnistes de proliférer", " Il faut limiter la liberté d'expression pour lutter contre le négationnisme", -1.0
" Les oeuvres immorales abaissent la pensée", " Limiter la liberté d'expression, c'est appauvrir la pensée", -1.0
"La limitation au droit de manifester est typique des régimes autoritaires", " Il faut limiter la liberté d'expression pour lutter contre les manifestations risquant de troubler l'ordre public", -1.0
" La haine est parfois nécessaire", " Il faut limiter la liberté d'expression pour lutter contre les propos incitant à la haine", -1.0
" L'école échoue à développer l'esprit critique", " Il faut développer l'éducation à l'esprit critique", -1.0
" Le racisme, le sexisme et l'homophobie se portent bien", " Interdire certains discours empêche leur propagation", -1.0
" Les lois contre la diffamation déresponsabilisent les citoyens", " Il faut limiter la liberté d'expression pour lutter contre la diffamation et les propos mensongers", -1.0
"Qui peut décider des opinions qui ne peuvent pas être discutées", " Il y a des opinions qui n'ont pas à être discutées", -1.0
" Des groupes minoritaires peuvent être dangereux", " Il faut limiter la liberté d'expression pour protéger les minorités", -1.0
"La violence de ces contenus est bien moindre que la violence de la réalité", " Il faut limiter la liberté d'expression pour lutter contre l'ultraviolence", -1.0
" Les humains sont influençables", " Les individus sont doués de raison et capables de s'autocensurer", -1.0
" Interdire le blasphème, c'est interdire la critique des religions", " Il faut limiter la liberté d'expression pour lutter contre le blasphème", -1.0
" Chacun doit prendre sur soi face aux injures", " Il faut limiter la liberté d'expression pour lutter contre les propos injurieux", -1.0
" Il faut distinguer entre les injures à des personnes physiques et les injures à des personnes morales", " Il faut limiter la liberté d'expression pour lutter contre les propos injurieux", -1.0
" On peut limiter la propagation de certaines opinions", " On ne peut pas empêcher les gens de penser ce qu'ils veulent", -1.0
" On peut limiter la propagation de certaines opinions", " On ne peut pas contrôler la diffusion des idées", -1.0
" Il est irrationnel de refuser d'examiner des arguments", " Il y a des opinions qui n'ont pas à être discutées", -1.0
" Une culture de masse ne répond pas aux mêmes critères qu'une culture réservée à l'élite", " La création ne doit avoir aucune limite", -1.0
"Limiter la liberté d’expression est inefficace", " Limiter la liberté d'expression est nécessaire", -1.0
" L'accusation de terrorisme sert à étouffer la contestation", " Il faut limiter la liberté d'expression pour lutter contre le terrorisme", -1.0
" La notion d'injure est floue", " Il faut limiter la liberté d'expression pour lutter contre les propos injurieux", -1.0
" Il y a des opinions dangereuses", " La liberté d'expression doit être totale pour faire émerger les opinions vraies", -1.0
" Il faut lutter contre les véritables causes du racisme", " Il faut limiter la liberté d'expression pour lutter contre le racisme", -1.0
" L'existence même des incroyants est déjà un blasphème", " Il faut limiter la liberté d'expression pour lutter contre le blasphème", -1.0
" L'interdiction du racisme est inefficace", " Il faut limiter la liberté d'expression pour lutter contre le racisme", -1.0
" Les individus sont libres", " Il faut limiter la liberté d'expression pour lutter contre les propos incitant à la violence", -1.0
" Même les partisans d'une liberté d'expression maximale admettent certaines limites", " Une liberté d'expression totale amène au n'importe quoi", -1.0
" La liberté d'expression est toujours potentiellement transgressive", " La liberté d'expression totale est le paravent des populistes et des racistes", -1.0
" La démocratie n'est pas un bon régime", " La liberté d'expression est un pilier de la démocratie", -1.0
" La justice garantit un encadrement raisonnable de la liberté d'expression", " Quand on limite la liberté d'expression, on ne peut plus s'arrêter", -1.0
" L'interdiction des discours radicaux ne lutte pas contre les vraies causes du terrorisme", " Il faut limiter la liberté d'expression pour lutter contre le terrorisme", -1.0
" Tout peut se dire dans un débat méthodique", " L'espace public n'est pas un supermarché", -1.0
" Limiter la liberté d'expression n'est pas interdire la critique d'un régime", " La liberté d'expression permet de lutter contre les dérives de la pensée dominante", -1.0
" On ne doit pas rétablir de délit de blasphème", " Il faut limiter la liberté d'expression pour lutter contre le blasphème", -1.0
" Il est dangereux de trop légiférer dans les relations privées", " Il faut limiter la liberté d'expression pour lutter contre les propos injurieux", -1.0
" La politique n'a pas à interférer avec le débat historique sur le négationnisme", " Il faut limiter la liberté d'expression pour lutter contre le négationnisme", -1.0
" La recherche scientifique n'est pas libre", " La liberté d'expression doit être totale pour faire progresser la science et la recherche", -1.0
" Des systèmes de modération existent sur internet", " Internet ruine toute tentative de censure", -1.0
" L'opinion publique est orientée par les détenteurs des médias", " L'opinion publique s'autorégule", -1.0
" Les Etats bloquent l'accès à certains sites", " Internet ruine toute tentative de censure", -1.0
" Les droits de l'homme n'interdisent pas les propos racistes, sexistes, etc.", " La liberté d'expression doit être limitée par les droits de l'homme", -1.0
" Exclure les contenus choquants est un progrès collectif", " Chacun doit accepter d'être choqué dans une société plurielle", -1.0
" Il y a une sélection naturelle des idées", " L'espace public n'est pas un supermarché", -1.0
" On ne peut accepter les contenus opposés aux valeurs qui fondent notre société", " Chacun doit accepter d'être choqué dans une société plurielle", -1.0
" Il ne faut pas confondre discours et actes", " Il faut limiter la liberté d'expression pour lutter contre le racisme", -1.0
