arg1, arg2, attack_support
"wd1735 -> ¬wd1442", "wd1442 -> wd809", "Attack"
"wd1446 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1443 -> ¬wd768", "wd768 -> wd228", "Attack"
"wd1254 -> wd767", "wd767 -> wd228", "Support"
"wd1246 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1441 -> ¬wd505", "wd505 -> wd229", "Attack"
"wd1351 -> ¬wd505", "wd505 -> wd229", "Attack"
"wd1428 -> wd767", "wd767 -> wd228", "Support"
"wd1735 -> ¬wd1442", "wd1442 -> wd809", "Attack"
"wd1442 -> wd809", "wd809 -> wd229", "Support"
"wd1566 -> ¬wd938", "wd938 -> wd229", "Attack"
"wd1342 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd2227 -> ¬wd938", "wd938 -> wd229", "Attack"
"wd1228 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1490 -> ¬wd768", "wd768 -> wd228", "Attack"
"wd1178 -> ¬wd505", "wd505 -> wd229", "Attack"
"wd1247 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1506 -> ¬wd505", "wd505 -> wd229", "Attack"
"wd769 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd815 -> ¬wd249", "wd249 -> ¬wd34", "Attack"
"wd2339 -> ¬wd249", "wd249 -> ¬wd34", "Attack"
"wd529 -> ¬wd336", "wd336 -> wd34", "Attack"
"wd669 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd2472 -> wd336", "wd336 -> wd34", "Support"
"wd1246 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1446 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1228 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1247 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1342 -> ¬wd767", "wd767 -> wd228", "Attack"
"wd1254 -> wd767", "wd767 -> wd228", "Support"
"wd1428 -> wd767", "wd767 -> wd228", "Support"
"wd767 -> wd228", "wd228 -> ¬wd34", "Support"
"wd939 -> wd230", "wd230 -> wd34", "Support"
"wd1490 -> ¬wd768", "wd768 -> wd228", "Attack"
"wd1443 -> ¬wd768", "wd768 -> wd228", "Attack"
"wd768 -> wd228", "wd228 -> ¬wd34", "Support"
"wd2473 -> ¬wd336", "wd336 -> wd34", "Attack"
"wd914 -> wd79", "wd79 -> wd34", "Support"
"wd1824 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd587 -> wd336", "wd336 -> wd34", "Support"
"wd1823 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd1178 -> ¬wd505", "wd505 -> wd229", "Attack"
"wd1441 -> ¬wd505", "wd505 -> wd229", "Attack"
"wd1506 -> ¬wd505", "wd505 -> wd229", "Attack"
"wd1351 -> ¬wd505", "wd505 -> wd229", "Attack"
"wd505 -> wd229", "wd229 -> ¬wd34", "Support"
"wd801 -> wd336", "wd336 -> wd34", "Support"
"wd670 -> ¬wd336", "wd336 -> wd34", "Attack"
"wd809 -> wd229", "wd229 -> ¬wd34", "Support"
"wd1442 -> wd809", "wd809 -> wd229", "Support"
"wd770 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd542 -> wd79", "wd79 -> wd34", "Support"
"wd2526 -> wd79", "wd79 -> wd34", "Support"
"wd1566 -> ¬wd938", "wd938 -> wd229", "Attack"
"wd2227 -> ¬wd938", "wd938 -> wd229", "Attack"
"wd938 -> wd229", "wd229 -> ¬wd34", "Support"
"wd769 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd770 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd669 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd1824 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd1823 -> ¬wd229", "wd229 -> ¬wd34", "Attack"
"wd809 -> wd229", "wd229 -> ¬wd34", "Support"
"wd505 -> wd229", "wd229 -> ¬wd34", "Support"
"wd938 -> wd229", "wd229 -> ¬wd34", "Support"
"wd2526 -> wd79", "wd79 -> wd34", "Support"
"wd914 -> wd79", "wd79 -> wd34", "Support"
"wd542 -> wd79", "wd79 -> wd34", "Support"
"wd939 -> wd230", "wd230 -> wd34", "Support"
"wd815 -> ¬wd249", "wd249 -> ¬wd34", "Attack"
"wd2339 -> ¬wd249", "wd249 -> ¬wd34", "Attack"
"wd2473 -> ¬wd336", "wd336 -> wd34", "Attack"
"wd529 -> ¬wd336", "wd336 -> wd34", "Attack"
"wd670 -> ¬wd336", "wd336 -> wd34", "Attack"
"wd2472 -> wd336", "wd336 -> wd34", "Support"
"wd587 -> wd336", "wd336 -> wd34", "Support"
"wd801 -> wd336", "wd336 -> wd34", "Support"
"wd767 -> wd228", "wd228 -> ¬wd34", "Support"
"wd768 -> wd228", "wd228 -> ¬wd34", "Support"
