arg1, arg2, attack_support
"kl34378 -> kl34372", "kl34372 -> ¬kl34283", "Support"
"kl34379 -> ¬kl34356", "kl34356 -> kl34283", "Attack"
"kl34360 -> ¬kl34331", "kl34331 -> ¬kl34172", "Attack"
"kl34377 -> ¬kl34369", "kl34369 -> ¬kl34333", "Attack"
"kl34368 -> ¬kl34268", "kl34268 -> ¬kl34172", "Attack"
"kl34367 -> ¬kl34278", "kl34278 -> ¬kl34248", "Attack"
"kl34380 -> ¬kl34364", "kl34364 -> ¬kl34293", "Attack"
"kl34359 -> ¬kl34282", "kl34282 -> ¬kl34209", "Attack"
"kl34376 -> ¬kl34369", "kl34369 -> ¬kl34333", "Attack"
"kl34379 -> ¬kl34356", "kl34356 -> kl34283", "Attack"
"kl34356 -> kl34283", "kl34283 -> kl34180", "Support"
"kl34266 -> ¬kl34231", "kl34231 -> ¬kl34009", "Attack"
"kl34374 -> ¬kl34279", "kl34279 -> ¬kl34212", "Attack"
"kl34372 -> ¬kl34283", "kl34283 -> kl34180", "Attack"
"kl34378 -> kl34372", "kl34372 -> ¬kl34283", "Support"
"kl34265 -> kl34247", "kl34247 -> kl34123", "Support"
"kl34268 -> ¬kl34172", "kl34172 -> ¬kl34114", "Attack"
"kl34368 -> ¬kl34268", "kl34268 -> ¬kl34172", "Attack"
"kl34285 -> kl34189", "kl34189 -> ¬kl34069", "Support"
"kl34280 -> kl34230", "kl34230 -> kl33928", "Support"
"kl34263 -> ¬kl34170", "kl34170 -> ¬kl33930", "Attack"
"kl34296 -> kl34186", "kl34186 -> ¬kl33920", "Support"
"kl34353 -> kl34324", "kl34324 -> ¬kl34108", "Support"
"kl34318 -> ¬kl34209", "kl34209 -> kl33829", "Attack"
"kl34275 -> kl34262", "kl34262 -> kl34000", "Support"
"kl34372 -> ¬kl34283", "kl34283 -> kl34180", "Attack"
"kl34356 -> kl34283", "kl34283 -> kl34180", "Support"
"kl34283 -> kl34180", "kl34180 -> ¬kl34177", "Support"
"kl34283 -> kl34180", "kl34180 -> kl33962", "Support"
"kl34291 -> kl34262", "kl34262 -> kl34000", "Support"
"kl34279 -> ¬kl34212", "kl34212 -> ¬kl33911", "Attack"
"kl34374 -> ¬kl34279", "kl34279 -> ¬kl34212", "Attack"
