arg1, arg2, attack_support
"wd1707 -> ¬wd1416", "wd1416 -> wd730", "Attack"
"wd1709 -> ¬wd1416", "wd1416 -> wd730", "Attack"
"wd1733 -> ¬wd1416", "wd1416 -> wd730", "Attack"
"wd1724 -> wd1475", "wd1475 -> wd730", "Support"
"wd1723 -> wd1475", "wd1475 -> wd730", "Support"
"wd1722 -> wd1475", "wd1475 -> wd730", "Support"
"wd1642 -> wd730", "wd730 -> wd204", "Support"
"wd1218 -> ¬wd730", "wd730 -> wd204", "Attack"
"wd1475 -> wd730", "wd730 -> wd204", "Support"
"wd1724 -> wd1475", "wd1475 -> wd730", "Support"
"wd1723 -> wd1475", "wd1475 -> wd730", "Support"
"wd1722 -> wd1475", "wd1475 -> wd730", "Support"
"wd1354 -> wd731", "wd731 -> wd204", "Support"
"wd1709 -> ¬wd1416", "wd1416 -> wd730", "Attack"
"wd1733 -> ¬wd1416", "wd1416 -> wd730", "Attack"
"wd1707 -> ¬wd1416", "wd1416 -> wd730", "Attack"
"wd1416 -> wd730", "wd730 -> wd204", "Support"
"wd1353 -> wd731", "wd731 -> wd204", "Support"
"wd2201 -> ¬wd193", "wd193 -> wd41", "Attack"
"wd2462 -> wd206", "wd206 -> ¬wd41", "Support"
"wd2513 -> wd209", "wd209 -> wd41", "Support"
"wd2200 -> wd193", "wd193 -> wd41", "Support"
"wd1354 -> wd731", "wd731 -> wd204", "Support"
"wd731 -> wd204", "wd204 -> ¬wd41", "Support"
"wd1353 -> wd731", "wd731 -> wd204", "Support"
"wd2199 -> wd193", "wd193 -> wd41", "Support"
"wd1778 -> wd205", "wd205 -> ¬wd41", "Support"
"wd2169 -> wd204", "wd204 -> ¬wd41", "Support"
"wd1777 -> wd205", "wd205 -> ¬wd41", "Support"
"wd2461 -> wd206", "wd206 -> ¬wd41", "Support"
"wd2514 -> ¬wd209", "wd209 -> wd41", "Attack"
"wd1782 -> wd205", "wd205 -> ¬wd41", "Support"
"wd1779 -> wd205", "wd205 -> ¬wd41", "Support"
"wd2171 -> wd204", "wd204 -> ¬wd41", "Support"
"wd1783 -> wd205", "wd205 -> ¬wd41", "Support"
"wd2195 -> wd208", "wd208 -> ¬wd41", "Support"
"wd1218 -> ¬wd730", "wd730 -> wd204", "Attack"
"wd1475 -> wd730", "wd730 -> wd204", "Support"
"wd730 -> wd204", "wd204 -> ¬wd41", "Support"
"wd1642 -> wd730", "wd730 -> wd204", "Support"
"wd1416 -> wd730", "wd730 -> wd204", "Support"
"wd732 -> wd204", "wd204 -> ¬wd41", "Support"
"wd1780 -> wd205", "wd205 -> ¬wd41", "Support"
"wd1781 -> wd205", "wd205 -> ¬wd41", "Support"
"wd2170 -> wd204", "wd204 -> ¬wd41", "Support"
"wd2127 -> wd207", "wd207 -> wd41", "Support"
"wd2168 -> wd204", "wd204 -> ¬wd41", "Support"
"wd2172 -> wd204", "wd204 -> ¬wd41", "Support"
"wd729 -> wd205", "wd205 -> ¬wd41", "Support"
"wd2194 -> wd208", "wd208 -> ¬wd41", "Support"
"wd2127 -> wd207", "wd207 -> wd41", "Support"
"wd2194 -> wd208", "wd208 -> ¬wd41", "Support"
"wd2195 -> wd208", "wd208 -> ¬wd41", "Support"
"wd2462 -> wd206", "wd206 -> ¬wd41", "Support"
"wd2461 -> wd206", "wd206 -> ¬wd41", "Support"
"wd2169 -> wd204", "wd204 -> ¬wd41", "Support"
"wd2171 -> wd204", "wd204 -> ¬wd41", "Support"
"wd2170 -> wd204", "wd204 -> ¬wd41", "Support"
"wd2172 -> wd204", "wd204 -> ¬wd41", "Support"
"wd2168 -> wd204", "wd204 -> ¬wd41", "Support"
"wd731 -> wd204", "wd204 -> ¬wd41", "Support"
"wd730 -> wd204", "wd204 -> ¬wd41", "Support"
"wd732 -> wd204", "wd204 -> ¬wd41", "Support"
"wd1783 -> wd205", "wd205 -> ¬wd41", "Support"
"wd729 -> wd205", "wd205 -> ¬wd41", "Support"
"wd1778 -> wd205", "wd205 -> ¬wd41", "Support"
"wd1780 -> wd205", "wd205 -> ¬wd41", "Support"
"wd1779 -> wd205", "wd205 -> ¬wd41", "Support"
"wd1777 -> wd205", "wd205 -> ¬wd41", "Support"
"wd1782 -> wd205", "wd205 -> ¬wd41", "Support"
"wd1781 -> wd205", "wd205 -> ¬wd41", "Support"
"wd2514 -> ¬wd209", "wd209 -> wd41", "Attack"
"wd2513 -> wd209", "wd209 -> wd41", "Support"
"wd2201 -> ¬wd193", "wd193 -> wd41", "Attack"
"wd2199 -> wd193", "wd193 -> wd41", "Support"
"wd2200 -> wd193", "wd193 -> wd41", "Support"
