arg1, arg2, attack_support
"kl15095 -> ¬kl12619", "kl12619 -> kl3942", "Attack"
"kl7188 -> ¬kl5464", "kl5464 -> ¬kl696", "Attack"
"kl6946 -> kl3942", "kl3942 -> kl662", "Support"
"kl8446 -> ¬kl2989", "kl2989 -> kl1291", "Attack"
"kl12421 -> ¬kl2989", "kl2989 -> kl1291", "Attack"
"kl12618 -> kl2986", "kl2986 -> kl664", "Support"
"kl10917 -> kl5238", "kl5238 -> kl670", "Support"
"kl6730 -> ¬kl3942", "kl3942 -> kl662", "Attack"
"kl10648 -> kl5238", "kl5238 -> kl670", "Support"
"kl6998 -> ¬kl2989", "kl2989 -> kl1291", "Attack"
"kl15095 -> ¬kl12619", "kl12619 -> kl3942", "Attack"
"kl12619 -> kl3942", "kl3942 -> kl662", "Support"
"kl7187 -> ¬kl3942", "kl3942 -> kl662", "Attack"
"kl4319 -> kl1289", "kl1289 -> ¬kl89", "Support"
"kl2844 -> kl2066", "kl2066 -> kl194", "Support"
"kl2736 -> kl749", "kl749 -> ¬kl92", "Support"
"kl2985 -> kl669", "kl669 -> ¬kl194", "Support"
"kl3435 -> ¬kl665", "kl665 -> ¬kl193", "Attack"
"kl2753 -> kl1289", "kl1289 -> ¬kl89", "Support"
"kl4317 -> kl1820", "kl1820 -> ¬kl187", "Support"
"kl4251 -> ¬kl665", "kl665 -> ¬kl193", "Attack"
"kl5463 -> ¬kl668", "kl668 -> kl240", "Attack"
"kl4287 -> kl1286", "kl1286 -> kl193", "Support"
"kl4214 -> kl665", "kl665 -> ¬kl193", "Support"
"kl2996 -> kl665", "kl665 -> ¬kl193", "Support"
"kl2986 -> kl664", "kl664 -> kl89", "Support"
"kl12618 -> kl2986", "kl2986 -> kl664", "Support"
"kl8446 -> ¬kl2989", "kl2989 -> kl1291", "Attack"
"kl12421 -> ¬kl2989", "kl2989 -> kl1291", "Attack"
"kl6998 -> ¬kl2989", "kl2989 -> kl1291", "Attack"
"kl2989 -> kl1291", "kl1291 -> kl189", "Support"
"kl10917 -> kl5238", "kl5238 -> kl670", "Support"
"kl10648 -> kl5238", "kl5238 -> kl670", "Support"
"kl5238 -> kl670", "kl670 -> ¬kl194", "Support"
"kl6236 -> ¬kl665", "kl665 -> ¬kl193", "Attack"
"kl4159 -> kl1289", "kl1289 -> ¬kl89", "Support"
"kl3058 -> ¬kl665", "kl665 -> ¬kl193", "Attack"
"kl7188 -> ¬kl5464", "kl5464 -> ¬kl696", "Attack"
"kl5464 -> ¬kl696", "kl696 -> ¬kl89", "Attack"
"kl3040 -> ¬kl696", "kl696 -> ¬kl89", "Attack"
"kl4885 -> kl665", "kl665 -> ¬kl193", "Support"
"kl2988 -> ¬kl527", "kl527 -> kl90", "Attack"
"kl2988 -> ¬kl527", "kl527 -> kl92", "Attack"
"kl2987 -> ¬kl1286", "kl1286 -> kl193", "Attack"
"kl3255 -> kl1289", "kl1289 -> ¬kl89", "Support"
"kl2347 -> kl1760", "kl1760 -> ¬kl90", "Support"
"kl5428 -> kl665", "kl665 -> ¬kl193", "Support"
