premise, conclusion, weight
"移工不是單純的講師，同時也有參與到活動其他環節，所以不收取報名費算是參加活動的優惠", "移工相當於被邀請來的講師，他們的故事有價值", 1.0
"但是移工已經付出了他們的故事來換取參加活動的資格，不需要再另外付錢", "移工們來參加活動也要付出相同的活動參加費才合理", -1.0
"移工相當於被邀請來的講師，他們的故事有價值", "不能收費。他們來參加活動已經付出他們的故事，他們不是活動參加者，而是活動規劃中的一份子！", 1.0
"所以我們應該要討論為什麼一個具有經濟能力、手拿 iPhone 的移工，還不需要繳費呢？難道是變相的歧視他們，覺得他們是一定的弱勢嗎？", "收費或不收費從不同角度來看都可能是平等或不平等的", 1.0
"但具體來說，活動參加者是來體驗移工文化，不論如何都需要移工的參與，我們才能夠讓台灣人有更深入了解、認識的經驗。我們是有求於移工的，沒有付移工出席費已經很不好了！", "參加活動的台灣人和移工都同樣能夠負擔活動參加費用，本來就應該要收費", -1.0
"收費或不收費從不同角度來看都可能是平等或不平等的", " 東南亞星期天向移工收費", -0.5
"不能收費。他們來參加活動已經付出他們的故事，他們不是活動參加者，而是活動規劃中的一份子！", " 東南亞星期天向移工收費", -1.0
"不能收費。他們來參加活動已經把自己的故事拿出來讓我們消費了，沒有理由還要被剝第二層皮：繳交活動參加費用", " 東南亞星期天向移工收費", -1.0
"移工們來參加活動也要付出相同的活動參加費才合理", " 東南亞星期天向移工收費", 1.0
"參加活動的台灣人和移工都同樣能夠負擔活動參加費用，本來就應該要收費", " 東南亞星期天向移工收費", 1.0
