arg1, arg2, attack_support
"kl28455 -> kl28429", "kl28429 -> kl26456", "Support"
"kl28910 -> ¬kl27757", "kl27757 -> kl26691", "Attack"
"kl29443 -> kl27479", "kl27479 -> kl26456", "Support"
"kl28858 -> kl27348", "kl27348 -> kl26691", "Support"
"kl28910 -> ¬kl27757", "kl27757 -> kl26691", "Attack"
"kl27757 -> kl26691", "kl26691 -> ¬kl24943", "Support"
"kl27307 -> kl26129", "kl26129 -> ¬kl25903", "Support"
"kl27408 -> kl26129", "kl26129 -> ¬kl25903", "Support"
"kl27253 -> kl26106", "kl26106 -> kl25909", "Support"
"kl28858 -> kl27348", "kl27348 -> kl26691", "Support"
"kl27348 -> kl26691", "kl26691 -> ¬kl24943", "Support"
"kl22231 -> kl28429", "kl28429 -> kl26456", "Support"
"kl28455 -> kl28429", "kl28429 -> kl26456", "Support"
"kl28429 -> kl26456", "kl26456 -> ¬kl25323", "Support"
"kl28122 -> kl26031", "kl26031 -> kl25385", "Support"
"kl27479 -> kl26456", "kl26456 -> ¬kl25323", "Support"
"kl29443 -> kl27479", "kl27479 -> kl26456", "Support"
"kl27266 -> ¬kl26461", "kl26461 -> kl25137", "Attack"
"kl28124 -> kl26577", "kl26577 -> ¬kl25137", "Support"
"kl27266 -> ¬kl26461", "kl26461 -> kl25137", "Attack"
"kl26461 -> kl25137", "kl25137 -> ¬kl24490", "Support"
"kl26827 -> kl24686", "kl24686 -> kl26131", "Support"
"kl26827 -> kl24686", "kl24686 -> kl24185", "Support"
"kl26098 -> kl24731", "kl24731 -> ¬kl23330", "Support"
"kl26355 -> kl25912", "kl25912 -> ¬kl24495", "Support"
"kl26059 -> ¬kl24662", "kl24662 -> ¬kl24485", "Attack"
"kl26455 -> kl24943", "kl24943 -> kl24486", "Support"
"kl26060 -> ¬kl25903", "kl25903 -> kl24486", "Attack"
"kl26710 -> ¬kl25912", "kl25912 -> ¬kl24495", "Attack"
"kl26158 -> kl25908", "kl25908 -> kl24486", "Support"
"kl26099 -> kl24943", "kl24943 -> kl24486", "Support"
"kl25942 -> kl24962", "kl24962 -> kl24487", "Support"
