arg1, arg2, attack_support
"kl34266 -> ¬kl34231", "kl34231 -> ¬kl34009", "Attack"
"kl34231 -> ¬kl34009", "kl34009 -> ¬kl33647", "Attack"
"kl34266 -> ¬kl34231", "kl34231 -> ¬kl34009", "Attack"
"kl33968 -> ¬kl33361", "kl33361 -> ¬kl32874", "Attack"
"kl34117 -> ¬kl33700", "kl33700 -> kl33102", "Attack"
"kl33923 -> kl33397", "kl33397 -> ¬kl33160", "Support"
"kl34056 -> ¬kl33636", "kl33636 -> kl33102", "Attack"
"kl33089 -> ¬kl34048", "kl34048 -> kl33705", "Attack"
"kl34048 -> kl33705", "kl33705 -> kl33234", "Support"
"kl34146 -> ¬kl33770", "kl33770 -> ¬kl32935", "Attack"
"kl34045 -> kl33705", "kl33705 -> kl33234", "Support"
"kl34053 -> kl33425", "kl33425 -> kl33234", "Support"
"kl33954 -> ¬kl33636", "kl33636 -> kl33102", "Attack"
"kl34099 -> kl33741", "kl33741 -> ¬kl32949", "Support"
"kl34102 -> kl33636", "kl33636 -> kl33102", "Support"
"kl34075 -> ¬kl33538", "kl33538 -> kl33161", "Attack"
"kl33864 -> kl33705", "kl33705 -> kl33234", "Support"
"kl33959 -> ¬kl33636", "kl33636 -> kl33102", "Attack"
"kl34082 -> ¬kl33567", "kl33567 -> ¬kl33138", "Attack"
"kl34231 -> ¬kl34009", "kl34009 -> ¬kl33647", "Attack"
"kl34009 -> ¬kl33647", "kl33647 -> ¬kl32958", "Attack"
"kl33828 -> ¬kl33525", "kl33525 -> ¬kl32882", "Attack"
"kl34157 -> ¬kl33616", "kl33616 -> ¬kl33161", "Attack"
"kl33679 -> ¬kl33119", "kl33119 -> kl33241", "Attack"
"kl33679 -> ¬kl33119", "kl33119 -> kl32799", "Attack"
"kl33734 -> kl33209", "kl33209 -> kl32674", "Support"
"kl33755 -> kl33229", "kl33229 -> kl32674", "Support"
"kl33758 -> kl33229", "kl33229 -> kl32674", "Support"
"kl33566 -> ¬kl33211", "kl33211 -> kl32672", "Attack"
"kl33732 -> kl33209", "kl33209 -> kl32674", "Support"
"kl33511 -> kl33260", "kl33260 -> ¬kl32672", "Support"
"kl33864 -> kl33705", "kl33705 -> kl33234", "Support"
"kl34048 -> kl33705", "kl33705 -> kl33234", "Support"
"kl33705 -> kl33234", "kl33234 -> ¬kl32865", "Support"
"kl34045 -> kl33705", "kl33705 -> kl33234", "Support"
"kl33397 -> ¬kl33160", "kl33160 -> kl32672", "Attack"
"kl33923 -> kl33397", "kl33397 -> ¬kl33160", "Support"
