premise, conclusion, weight
" Les entrepreneurs ont intérêt à avoir un personnel de plus en plus formé étant donné le coût des machines", " Le travail intellectuel joue un rôle de plus en plus important dans le processus de production", 1.0
" Le travail de recherche et de conception fait partie du travail de production", " Tout travail productif n'est pas nécessairement manuel", 1.0
" Les intellectuels défenseurs du capitalisme ne sont plus salariés par les entreprises mais par l'État", " Les intellectuels ne défendent plus le capitalisme comme ils l'ont défendu dans le passé", 1.0
" Le travail intellectuel joue un rôle de plus en plus important dans le processus de production", " Tout travail productif n'est pas nécessairement manuel", 1.0
" La critique du capitalisme n'est dans les années 1960 plus seulement théorique mais pratique", " Les intellectuels ne défendent plus le capitalisme comme ils l'ont défendu dans le passé", 1.0
" À la sortie de la Deuxième Guerre mondiale, la CGT n'a déclenché des grèves que lorsqu'elle était en situation de les contrôler", " À la sortie de la Deuxième Guerre mondiale, la CGT a déclenché des grèves dures", -1.0
" Les ouvriers font un travail de plus en plus intellectuel et qualifié", " Tout travail productif n'est pas nécessairement manuel", 1.0
" Les militants de la CGT ont démoralisé les travailleurs en les remettant à la victoire électorale de la gauche unie derrière François Mitterrand", " Depuis la crise des années 1970, les directions syndicales mettent toute leur influence pour faire avaler aux travailleurs les sacrifices exigés par les capitalistes", 1.0
" Les étudiants dans les laboratoires participent déjà au processus de production", " Les étudiants sont des apprentis travailleurs intellectuels", 1.0
" À la sortie de la Deuxième Guerre mondiale, les syndicats ont pleinement contribué à la reconstruction de l'économie capitaliste française", " À la sortie de la Deuxième Guerre mondiale, les syndicats ont contribué à la perpétuation du capitalisme en France", 1.0
" À la sortie de la Deuxième Guerre mondiale, les syndicats ont cautionné et encouragé les privations au nom de la bataille de la production", " À la sortie de la Deuxième Guerre mondiale, les syndicats ont contribué à la perpétuation du capitalisme en France", 1.0
" À la sortie de la Deuxième Guerre mondiale, la CGT a déclenché des grèves dures", " À la sortie de la Deuxième Guerre mondiale, les syndicats ont contribué à la perpétuation du capitalisme en France", -1.0
" Tout travail productif n'est pas nécessairement salarié", " Ce n'est pas parce que les étudiants ne produisent pas de plus-value que ce sont des petits-bourgeois", 1.0
" À la sortie de la Deuxième Guerre mondiale, les bureaucraties syndicales ont renforcé leur pouvoir à travers les propositions du Conseil national de la Résistance", " À la sortie de la Deuxième Guerre mondiale, les syndicats ont contribué à la perpétuation du capitalisme en France", 1.0
" Les intellectuels ne défendent plus le capitalisme comme ils l'ont défendu dans le passé", " Le rôle politique des étudiants a changé depuis les années 1960", 1.0
" Tout travail productif n'est pas nécessairement manuel", " Ce n'est pas parce que les étudiants ne produisent pas de plus-value que ce sont des petits-bourgeois", 1.0
" Durant la présidence de François Mitterrand, les directions syndicales n'ont pas cherché à mener pleinement le combat contre les fermetures d'usines et les licenciements", " Depuis la crise des années 1970, les directions syndicales mettent toute leur influence pour faire avaler aux travailleurs les sacrifices exigés par les capitalistes", 1.0
" Les études universitaires sont de plus en plus déterminées par les lois du marché", " Les étudiants sont de plus en plus aliénés", 1.0
" La CGT a mis tout son poids pour canaliser la grève générale de Mai 1968 en France", " Contrôler et freiner les luttes a été le rôle des syndicats tout au long du vingtième siècle", 1.0
" Depuis la crise des années 1970, les directions syndicales mettent toute leur influence pour faire avaler aux travailleurs les sacrifices exigés par les capitalistes", " Contrôler et freiner les luttes a été le rôle des syndicats tout au long du vingtième siècle", 1.0
" Les travailleurs forment un tout qui concourt collectivement à la production de marchandises", " Les travailleurs des services font partie du prolétariat", 1.0
"La classe ouvrière inclut une partie des travailleurs des services", " La classe ouvrière est majoritaire en France quand on ne comprend pas que les ouvriers d'industrie", 1.0
" Le statut d'étudiant est transitoire et contradictoire", " Les étudiants sont des petits-bourgeois", -1.0
" Le statut d'étudiant est transitoire et contradictoire", " Les étudiants sont des apprentis travailleurs intellectuels", 1.0
" Le travail intellectuel est de plus en plus spécialisé", " Les étudiants sont de plus en plus aliénés", 1.0
" Le travail intellectuel est de plus en plus spécialisé", " La prolétarisation du travail intellectuel repose sur l'aliénation du travail intellectuel", 1.0
" Le travail intellectuel est de plus en plus spécialisé", " Le travail intellectuel s'est prolétarisé", 1.0
" À la sortie de la Deuxième Guerre mondiale, les syndicats ont contribué à la perpétuation du capitalisme en France", " Contrôler et freiner les luttes a été le rôle des syndicats tout au long du vingtième siècle", 1.0
" La distinction entre travailleurs productifs et improductifs n'implique pas que les travailleurs improductifs soient moins combatifs ou révolutionnaires", " Les travailleurs des services font partie du prolétariat", 1.0
" Après la Deuxième Guerre mondiale, la CGT a muselé et réprimé toute opposition à sa gauche", " Contrôler et freiner les luttes a été le rôle des syndicats tout au long du vingtième siècle", 1.0
" La prolétarisation du travail intellectuel repose sur l'aliénation du travail intellectuel", " Les étudiants sont de plus en plus aliénés", 1.0
