premise, conclusion, weight
" Theres no such thing as weapons-grade waste. Weapons-grade materials are highly enriched and expensive to produce;they dont get produced as a waste product.", " Thorium based nuclear reactors, such as LFTRs, can actually destroy weapons grade waste.", -1.0
" Thorium based nuclear reactors, such as LFTRs, can actually destroy weapons grade waste.", " There are proliferation-resistant reactor designs that can be used for power, but not weapons.", 1.0
" The knowledge isnt the problem, its the ability to do it secretly.", " Every developed country has the knowledge and ability to produce weapons-grade fission material from a rudimentary nuclear pile. Nuclear reactors are not required for this. No-one is going to forget how to make weapons.", -1.0
" Pakistan gained the ability to create nuclear weapons by stealing Uranium centrifuging technology from URENCO. AQ Khan traded this technology to China, Iran, and North Korea. Only the Iranian weapons program was halted by a joint American/Israeli cyber attack.", " Few countries who acquired nuclear technology from the US, UK, or Canada have developed a weapons program. IAEA nonproliferation work has improved since that time.", -1.0
" Dirty bombs are lethal because they are a bomb, not because of their radioactivity: apps.cei.psu.edu  Spent fuel and most other nuclear materials are solids. Chalk rivers has a dedicated dirty bomb test ground. Every case, the explosion gives more damage than the nuclear debris, which basically can be recollected and stored.", " Radioactive wastes can be used to create dirty bombs and incite terror", -1.0
" Belgium is a non-nuclear weapon state which hosts US tactical weapons. Belgium began developing its nuclear energy capability in 1975.", " Few countries who acquired nuclear technology from the US, UK, or Canada have developed a weapons program. IAEA nonproliferation work has improved since that time.", 1.0
" Efficient energy production cannot prevent economic concerns by itself. Even with affordable energy there are many other ways national economies can go wrong.", " War is usually motivated by economic concerns. A country with efficient energy production will have a stronger economy and less need to go to war. Without war as a motivation, countries wont have a reason to misuse plutonium.", -1.0
" President Eisenhower created the Atoms for Peace program in the 1950s which encouraged the peaceful development of nuclear energy.", " Few countries who acquired nuclear technology from the US, UK, or Canada have developed a weapons program. IAEA nonproliferation work has improved since that time.", 1.0
" India created a nuclear weapon in 1974 after research starting in 1944, and after obtaining a Canadian CIRUS reactor. This resulted in strengthening of nonproliferation policies.", " Few countries who acquired nuclear technology from the US, UK, or Canada have developed a weapons program. IAEA nonproliferation work has improved since that time.", 1.0
" Economic concerns are not the only cause of wars.", " War is usually motivated by economic concerns. A country with efficient energy production will have a stronger economy and less need to go to war. Without war as a motivation, countries wont have a reason to misuse plutonium.", -1.0
" Once-thru fuel cycles like the denatured MSR and certain fast breeder reactors are resistant to proliferation. Any sealed fuel system can be made tamper evident which helps the IAEA fight weapons proliferation.", " There are other nuclear cycles, such as the thorium cycle, that are useful for electricity but not useful for weapons.", 1.0
" Chemically separating Uranium Oxide fuel pellets requires handling the short-lived fission products which are very dangerous.", " Nuclear power cannot be called safe without accounting for its effect on the black swan risk of nuclear war. Even accounting for Chernobyl and Fukushima, nuclears track record so far has even fewer deaths per TWh than solar panels. But weve been lucky so far. The *expected* death toll per TWh may be much higher if it increases the risk of nuclear war even a little, because the death toll of that outcome would be so high.", -1.0
" There are proliferation-resistant reactor designs that can be used for power, but not weapons.", " Civilian nuclear power is a dual-use technology that also has military applications.", -1.0
" There are proliferation-resistant reactor designs that can be used for power, but not weapons.", " Nuclear power cannot be called safe without accounting for its effect on the black swan risk of nuclear war. Even accounting for Chernobyl and Fukushima, nuclears track record so far has even fewer deaths per TWh than solar panels. But weve been lucky so far. The *expected* death toll per TWh may be much higher if it increases the risk of nuclear war even a little, because the death toll of that outcome would be so high.", -1.0
" Radioactive wastes can be used to create dirty bombs and incite terror", " Countries which produce nuclear fission power can produce nuclear weapons fairly easily.", 1.0
" Not if developed nations supply the fuel, in that case, enrichment facilities are unnecessary.", " Countries which produce nuclear fission power can produce nuclear weapons fairly easily.", -1.0
" Every developed country has the knowledge and ability to produce weapons-grade fission material from a rudimentary nuclear pile. Nuclear reactors are not required for this. No-one is going to forget how to make weapons.", " Nuclear power cannot be called safe without accounting for its effect on the black swan risk of nuclear war. Even accounting for Chernobyl and Fukushima, nuclears track record so far has even fewer deaths per TWh than solar panels. But weve been lucky so far. The *expected* death toll per TWh may be much higher if it increases the risk of nuclear war even a little, because the death toll of that outcome would be so high.", -1.0
" Nations which are test-ban signatories and develop their energy program under the supervision of the IAEA will not have the opportunity to use their nuclear material for weapons.", " Countries which produce nuclear fission power can produce nuclear weapons fairly easily.", -1.0
" Thorium decays into Protactinium inside a molten salt loop, which can then be continually extracted from the loop into a separate container, where the Protactinium further decays into Uranium 233, which can be used to make nuclear bombs.", " There are other nuclear cycles, such as the thorium cycle, that are useful for electricity but not useful for weapons.", -1.0
" Civilian nuclear power is a dual-use technology that also has military applications.", " Nuclear power cannot be called safe without accounting for its effect on the black swan risk of nuclear war. Even accounting for Chernobyl and Fukushima, nuclears track record so far has even fewer deaths per TWh than solar panels. But weve been lucky so far. The *expected* death toll per TWh may be much higher if it increases the risk of nuclear war even a little, because the death toll of that outcome would be so high.", 1.0
" The claim applies only to modern, Western, designs. For example, following the decision of the USA to cease nuclear cooperation with its allies after WW2, the UKs initial nuclear weapons were manufactured using fissile material from Windscale (now Sellafield), Calder Hall, Chapelcross and likely Dounreay., all civilian nuclear power stations", " Creating nuclear weapons from civilian power reactors is not possible. wayback.archive.org atomicinsights.com", -1.0
" War is usually motivated by economic concerns. A country with efficient energy production will have a stronger economy and less need to go to war. Without war as a motivation, countries wont have a reason to misuse plutonium.", " Nuclear power cannot be called safe without accounting for its effect on the black swan risk of nuclear war. Even accounting for Chernobyl and Fukushima, nuclears track record so far has even fewer deaths per TWh than solar panels. But weve been lucky so far. The *expected* death toll per TWh may be much higher if it increases the risk of nuclear war even a little, because the death toll of that outcome would be so high.", -1.0
" Few countries who acquired nuclear technology from the US, UK, or Canada have developed a weapons program. IAEA nonproliferation work has improved since that time.", " The largest countries that require the most energy already have nuclear weapons or are in a nuclear treaty.", 1.0
" The LiFTR reactor and other common Thorium molten salt reactor designs have opportunity for diversionary pathways. This makes them more difficult to monitor by the IAEA.", " There are other nuclear cycles, such as the thorium cycle, that are useful for electricity but not useful for weapons.", -1.0
" The largest countries that require the most energy already have nuclear weapons or are in a nuclear treaty.", " Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", -1.0
" Nuclear power can produce energy within countries that already have established nuclear industries and distribute that energy by means not involving the transportation of fissile material.", " Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", -1.0
" About 10 percent of electricity in the United States is fuel from dismantled nuclear bombs, including Russian ones.", " Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", -1.0
" Fukushima cleanup is estimated at $180 billion and the majority contaminants have a half life of 30 years.", " Nuclear meltdowns are disasters because they are expensive, not because they are deadly. Cleanup costs a lot of time and money, and meanwhile, the populace is denied the use of a large land area due to radiation, which also has economic costs to the nation. This is especially devastating in a country with high population density and little land, like Japan.", -1.0
" Nuclear power cannot be called safe without accounting for its effect on the black swan risk of nuclear war. Even accounting for Chernobyl and Fukushima, nuclears track record so far has even fewer deaths per TWh than solar panels. But weve been lucky so far. The *expected* death toll per TWh may be much higher if it increases the risk of nuclear war even a little, because the death toll of that outcome would be so high.", " Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", 1.0
" Countries which produce nuclear fission power can produce nuclear weapons fairly easily.", " Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", 1.0
" Creating nuclear weapons from civilian power reactors is not possible. wayback.archive.org atomicinsights.com", " Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", -1.0
" A biogas plant in South Korea uses 70% pig manure. It is difficult to calculate whether the CO2 that went into the production of pig manure is exactly offset because there are other factors that produce CO2 in the process of producing pig manure, such as transportation, construction and maintenance of pig meat factories or producing supplies for them.", " The carbon dioxide gas emissions are exactly offset by the atmospheric carbon absorbed by the plants used to produce the biogas in the first place.", -1.0
" So is ITER, which has not been completed either.", " This kind of reactor is only theoretical.", -1.0
" As standard operating procedure (not an accident) fossil fuel electric generation contributes to global warming by creating billions of tons of atmospheric CO2 and fine particulate emissions which kills 2 million people each year.", " Nuclear meltdowns are disasters because they are expensive, not because they are deadly. Cleanup costs a lot of time and money, and meanwhile, the populace is denied the use of a large land area due to radiation, which also has economic costs to the nation. This is especially devastating in a country with high population density and little land, like Japan.", -1.0
" Having nuclear reactor does not mean having the ability to mine uranium and manufacture it into plutonium for nukes.", " Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", -1.0
" There are other nuclear cycles, such as the thorium cycle, that are useful for electricity but not useful for weapons.", " Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", -1.0
" Nuclear power plants are also very expensive up front, costing billions of US dollars. But as with nuclear, geothermal plants have comparatively low operating costs.", " That it is possible does not make it economical. Wells in excess of 4 km deep cost tens of millions of US dollars to drill.", -1.0
" The carbon dioxide gas emissions are exactly offset by the atmospheric carbon absorbed by the plants used to produce the biogas in the first place.", " Biogas still produce greenhouse gas emissions and so do not solve the problem.", -1.0
" Nuclear weapons rely on highly enriched uranium and certain isotopes of plutonium. Light water reactors (current technology) rely on low-enriched uranium. Next generation thorium reactors produce products that are not desirable for weapons (easy to track). Existing breeder reactors were built for the purpose of creating weapons grade plutonium. As long as the right reactor design is licensed, weapons proliferation risk is a non-issue.", " This doesnt account for the black swan risk of nuclear weapons proliferation, which could dramatically increase the expected death toll per TWh.", -1.0
" The microwave beam would have to be spread over such a wide area (for safety and because of beam diffusion at that frequency over long distances) that the ground receiver might as well be a ground-based solar power plant.", " Because we do not have the materials strong enough for an Earth-based space elevator, the power would have to be transmitted to Earth wirelessly, which is inefficient.", 1.0
" Frankly, the unlikely scenario of several people being irradiated in the far future because they dont understand the warnings is a small problem compared to the thousands of people killed every year by fossil power plant pollution.", " There is no guarantee that in 100,000 years, what we will have stored will still have a meaning to any species or human populating the planet. Therefore we could be keeping a time bomb underground. This is mainly what the documentary to which you are referring is saying, rather than making a light-hearted example of Onkalo.", -1.0
" In 1955, the chairman of the Atoms for Peace conference predicted that a method will be found for liberating fusion energy in a controlled manner within the next two decades.”", " MIT is estimating 15 years (~2033) to their first commercial pilot fusion plant.", -1.0
" Nuclear meltdowns are disasters because they are expensive, not because they are deadly. Cleanup costs a lot of time and money, and meanwhile, the populace is denied the use of a large land area due to radiation, which also has economic costs to the nation. This is especially devastating in a country with high population density and little land, like Japan.", " Tens of thousands of people were killed by the Tohoku earthquake and tsunami while radiation from Fukushima injured no members of the public and killed no one.", -1.0
" No matter what solution we come up with it will not have been attempted before, this is no reason not to try.", " Waste management needs to continue for 100.000 or 1.000.000 years or so. Mankind has no experience whatsoever providing anything that properly functions that long. Doing anything for the first time tends to provide unpleasant surprises. So we set ourselves up for an unpleasant surprise (sometime within those 100.000 or 1.000.000 years).", -1.0
" The Linear No Threshold model of radiation exposure has received very heavy criticism as scientific studies have pointed out radiation exposure has led to beneficial health effects in some populations. For example: www.ncbi.nlm.nih.gov", " the eventual number of cancer deaths, according to the linear no-threshold theory of radiation safety, that will be caused by the [Fukushima] accident is expected to be around 130–640 people in the years and decades ahead. en.wikipedia.org", -1.0
" Fracking often causes earthquakes. The damage to nearby cities might be even worse than a meltdown.", " The oil industry has also developed the hydraulic fracking technology required to heat mine hot dry rock.", -1.0
" The SpaceX BFR will dramatically reduce launching costs due to scale and reusability.", " The high costs of launching satellites makes this option cost-prohibitive.", -1.0
" The shuttle might explode during take off.", " An orbital ring will not solve the risk of transport to the ring.", 1.0
" Ancient Egyptian instructions were difficult to decipher and probably only readable by late 18th century archeologist because of the Rosetta Stone.", " Future civilizations will be able to understand our current instructions and messages.", -1.0
" Lithium is the third-most abundant element in the universe (after H  He), and the 33rd most abundant in Earths crust--more common than lead. Were not going to run out, but like anything else, the price depends on demand.", " Lithium which is used in the batteries of electric trucks and electric cars is limited;there wont be enough to meet the demand.", -1.0
" Utility scale renewables now cost less per KWH over a 20 year life cycle than any other means of power production. Costs continue to drop 10%-20%+ per year.", " Nuclear fission is economically obsolete. Comparative Costs per Megawatt Hour", 1.0
" Putting waste into low earth orbit is not disposing of it.  It would need to be raised to escape velocity on a path that doesnt intersect with the Earth in the future.", " a Falcon 9 launch costs an average of $57 million, which works out to less than $2,500 per pound to orbit -- airspacemag.com  A Falcon Heavy is about the same.  This makes the cost of disposing of the current total 421 billion USD, which is by no means an unmanageable number even as a one-time payment, much less spread out over a couple of decades.", -1.0
" Humans, along with all other animals, microbes and plant life have evolved through millions of years in an environment where the levels of ionizing radiation was about 10 times higher than todays global average of about 3-6 mSv annually. All organisms have mechanisms in place to repair any damage to its DNA, whether it is from oxidation or ionizing radiation.", " As much as excess carbon is a pollutant, it is still a natural part of the biotic and abiotic environment (see the carbon cycle). Thus it can be incorporated into living organisms readily. Nuclear waste on the other hand is non-natural and does not integrate into the environment without harmful effects on living organisms.", -1.0
" Humans, along with all other animals, microbes and plant life have evolved through millions of years in an environment where the levels of ionizing radiation was about 10 times higher than todays global average of about 3-6 mSv annually. All organisms have mechanisms in place to repair any damage to its DNA, whether it is from oxidation or ionizing radiation.", " Effects of radiation are not cumulative, nor are they long term. Doses below 100 mSv pr year has no statistically significant negative impact on the health of adult humans.", 1.0
" This kind of reactor is only theoretical.", " The ARC reactor is less than 7m in diameter, about half that of ITER. This greatly reduces the building cost.", -1.0
" Effects of radiation are not cumulative, nor are they long term. Doses below 100 mSv pr year has no statistically significant negative impact on the health of adult humans.", " Effects of radiation are long term and cumulative.  It is not currently possible to assess those impacts that still lie in the future. The long-term fate of the contamination is still unknown, and information about how much radiation is stored in sediments and how much is still leaking from delayed sources, such as groundwater, has yet to be quantified. www.sciencedaily.com", -1.0
" That is why it is being continually monitored and it has been shown local ecosystems have already recovered from short term mutagenic and other radiation-related impacts. As time wears on, the likelihood of continued damage dramatically decreases.", " Effects of radiation are long term and cumulative.  It is not currently possible to assess those impacts that still lie in the future. The long-term fate of the contamination is still unknown, and information about how much radiation is stored in sediments and how much is still leaking from delayed sources, such as groundwater, has yet to be quantified. www.sciencedaily.com", -1.0
" If a civilization is smart enough to dig that deep, theyre smart enough not to dig that deep.", " There is no guarantee that in 100,000 years, what we will have stored will still have a meaning to any species or human populating the planet. Therefore we could be keeping a time bomb underground. This is mainly what the documentary to which you are referring is saying, rather than making a light-hearted example of Onkalo.", -1.0
" Electric vehicle batteries have been produced with other chemistries, such as NiMH and Na-NiCl2. If lithium becomes too expensive, the market will find other options.", " Lithium which is used in the batteries of electric trucks and electric cars is limited;there wont be enough to meet the demand.", -1.0
" The British Government is executing a long term withdrawal from Gas. It is planning to stop new estates being connected to the Gas Network. Over time this will reduce the viability of the network (and other Gas suppliers) until a tipping point is reached where new investment to keep it going is not viable.", " Some countries, e.g. UK, have good, if aged, Gas Transmission Networks and a solid safety record combined with low distribution losses (compared to electricity). The work to include Hydrogen within the mix is seen as achievable (Town Gas had more Hydrogen than Natural Gas has anyway) while 100% Hydrogen may take some further research.", -1.0
" Large solar arrays can be robotically assembled in orbit, from materials that need not be able to support their own weight on the ground. Thin Mylar film reflectors can concentrate sunlight on high-efficiency photovoltaics to minimize weight and cost.", " The high costs of launching satellites makes this option cost-prohibitive.", -1.0
" Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons", " This doesnt account for the black swan risk of nuclear weapons proliferation, which could dramatically increase the expected death toll per TWh.", 1.0
" The high costs of launching satellites makes this option cost-prohibitive.", " Solar panels can provide energy during cloudy days and through the night if theyre located in space.", -1.0
" The neutron radiation from nuclear reactors transmutes surrounding materials, often into unstable isotopes. Thus not all nuclear waste is ceramic.", " Radioactive waste is a ceramic. It is easily stored and contained (especially after the first years in the spent fuel pool).", -1.0
" The more rapidly the atoms in a radioactive substance decay, the more particles they must emit per second as they do so", " High-level waste does not need to be stored long-term. Either the half-life is long or the radiation is intense.", 1.0
" Improvements in battery technology are occurring rapidly, possibly the research lagged behind research for energy production. As of July 2019 theclaim from Tesla is that they have stabilised a major transmission network and have plans for another that will displace at least one potential power plant.", " Battery technology has not been proven at scale. Hornsdale Power Reserve (the big Tesla battery) did not displace any fossil fuel projects.", -1.0
" Tepco knew of geological evidence that the region surrounding the plant had been periodically flooded about once every thousand years. In 2008, it performed computer simulations suggesting that a repeat of the devastating earthquake of 869 would lead to a tsunami that would inundate the plant. Yet it did not adequately follow up on either of these leads.", " The Fukushima Disaster could have been prevented if it were not for ignored warnings and lax safety efforts.", 1.0
" Nuclear fission is economically obsolete. Comparative Costs per Megawatt Hour", " The levelized cost of energy of Nuclear power is over three times that of some renewable sources (onshore wind and solar).", 1.0
" New storage tech is evolving and being designed to optimize for different market need. This is a crucial part of any future grid whether or not nuclear power is included as a supply source.", " Grid storage technology is a strong option which helps out with energy storage peaks.", 1.0
" If the reactor safety design fails to account for common human behavior of ignorance and laxness, then there will always be a risk of nuclear accidents.", " The Fukushima Disaster could have been prevented if it were not for ignored warnings and lax safety efforts.", -1.0
" Steam may be considered a greenhouse gas but it is not a pollutant. Steam does not harm or disturb the environment as other greenhouse gases do.", " Steam is a greenhouse gas as well.", -1.0
" Fracfocus has previously been criticised for being ineffective and flawed.", " The US Ground Water Protection Council and US Interstate Oil and Gas Compact Commission has developed Fracfocus, a national hydraulic fracturing chemical registry where companies can voluntarily disclose what chemicals they use.", -1.0
" This project is criticised by environmental activists. The spokesman of Greenpeace in Finland said that “even the hardest bedrock we have on earth, which is here, will be cracked [..] we can’t be sure that the waste wouldn’t leak with groundwater into the Baltic Sea”.", " Onkalo, a “massive underground tomb” in Finland, has recently been completed, storing more than 6,500 tons of radioactive waste safely for at least 100,000 years.", -1.0
" Nuclear energy reactor are constrained in how much energy they can produce in order not to undergo a nuclear meltdown.", " Hydroelectric reserve dams are constrained in how much energy they can produce in order to support irrigation and prevent flooding.", -1.0
" It is not necessary to shut down a nuclear reactor in order to power down the production of electricity. The hest generation can simply be rerouted for other purposes, such as production of chemicals or hydrogen.", " Nuclear plants are slow to start up and shut down. This makes nuclear reactors a poor option to balance supply and demand of electricity that become more frequent when the energy production becomes more intermittant with more wind and solar power.", -1.0
" The statement is for an immediate switch, in the future nuclear can be reduced in favour of other sources. But is better cut fossil and oil immediately, being the damage already over the CoP21 of Paris emission trajectory.", " The overall solution to the energy problem will involve many fractional solutions.", -1.0
" Increasing the presence of nuclear power and national preparedness for an accident would render the terror component of a dirty bomb attack ineffective.", " The point of terrorism is not to be effective at killing people, but to be effective at intimidating people. A dirty bomb, for example, probably wouldnt kill anyone, but could be a very effective terrorist tactic.", -1.0
" a Falcon 9 launch costs an average of $57 million, which works out to less than $2,500 per pound to orbit -- airspacemag.com  A Falcon Heavy is about the same.  This makes the cost of disposing of the current total 421 billion USD, which is by no means an unmanageable number even as a one-time payment, much less spread out over a couple of decades.", " Dumping nuclear waste in the sun would be extremely expensive. The cost to transport 1 lb of matter to the sun is about $8 million.  The nuclear power industry has produced a total of 76,430 metric tons of used nuclear fuel. To transport this all into the sun would cost over one quadrillion dollars.", -1.0
" In a presentation Yun Zhou gave at Harvards Belfer Centre he concludes that China’s nuclear safety regime is on par with global standards.", " In China they have different safety levels than in Europe or Canada and can build cheaper reactors.", -1.0
" The above seems to suggest that produces less work for the grid, but the reverse is true.  With dispersed solar (and other generation) the grid has to handle millions of 2-way power exchanges, something it was not designed to do and the  evolving power market provides no incentives for anyone to upgrade the grid.", " Renewable energy generation is typically decentralized.", -1.0
" The ARC reactor is less than 7m in diameter, about half that of ITER. This greatly reduces the building cost.", " The ITER design is probably already obsolete. MIT has plans for a much smaller Tokamak using newer superconductors.", 1.0
" A month before a powerful earthquake and tsunami crippled the Fukushima Daiichi plant at the center of Japan’s nuclear crisis, government regulators approved a 10-year extension for the oldest of the six reactors at the power station despite warnings about its safety.", " The Fukushima Disaster could have been prevented if it were not for ignored warnings and lax safety efforts.", 1.0
" Nuclear power plants are unparalleled in efficiency as base load energy suppliers.", " Viable electric trucks might be coming to the market soon.", 1.0
" The linked document specifically said they didnt account for certain factors, like intermittency of the renewable sources. These cannot be used for baseload power generation without grid-scale energy storage, which would greatly increase the cost. Nuclear doesnt have that problem.", " The levelized cost of energy of Nuclear power is over three times that of some renewable sources (onshore wind and solar).", -1.0
" The company running the reactor admitted that it had failed to inspect 33 pieces of equipment related to the cooling systems, including water pumps and diesel generators, at the power station’s six reactors before the earthquake.", " The Fukushima Disaster could have been prevented if it were not for ignored warnings and lax safety efforts.", 1.0
" Peak energy demand is actually during the day due to air conditioning. This is precisely when rooftop solar panels produce the most energy.", " Solar panels cant provide energy during cloudy days or through the night which is the time most energy is used throughout the day.", -1.0
" Stating that we can use orbital rings to deal with the problems associated with nuclear waste is unhelpful, since orbital rings do not exist, and are unlikely to exist any time soon.", " With even a half-completed orbital ring, we can throw every bit of waste into space/the sun, at cost of magnetically accelerating it to desired speed. Since we may have orbital ring completed in about 200 years, this is easy way out of waste storage problem.", -1.0
" The earthquake triggered a 13 to 15m (43 to 49 ft)-high tsunami with dirt and rocks.", " The nuclear plant disaster at Fukushima is small compared to the natural disaster that caused it.", 1.0
