arg1, arg2, attack_support
"wd2319 -> ¬wd1494", "wd1494 -> ¬wd810", "Attack"
"wd1664 -> ¬wd1493", "wd1493 -> ¬wd810", "Attack"
"wd1664 -> ¬wd1494", "wd1494 -> ¬wd810", "Attack"
"wd1664 -> ¬wd1495", "wd1495 -> ¬wd989", "Attack"
"wd1136 -> wd764", "wd764 -> ¬wd282", "Support"
"wd2256 -> ¬wd834", "wd834 -> wd227", "Attack"
"wd1556 -> ¬wd453", "wd453 -> wd80", "Attack"
"wd1434 -> ¬wd454", "wd454 -> wd80", "Attack"
"wd1170 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1106 -> ¬wd667", "wd667 -> wd248", "Attack"
"wd1928 -> ¬wd667", "wd667 -> wd248", "Attack"
"wd2443 -> ¬wd1022", "wd1022 -> wd225", "Attack"
"wd1522 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1210 -> ¬wd452", "wd452 -> wd80", "Attack"
"wd1411 -> ¬wd453", "wd453 -> wd80", "Attack"
"wd1216 -> ¬wd452", "wd452 -> wd80", "Attack"
"wd1344 -> wd764", "wd764 -> ¬wd282", "Support"
"wd2509 -> ¬wd968", "wd968 -> wd227", "Attack"
"wd1862 -> ¬wd1017", "wd1017 -> wd248", "Attack"
"wd1171 -> wd764", "wd764 -> ¬wd282", "Support"
"wd2508 -> ¬wd968", "wd968 -> wd227", "Attack"
"wd1494 -> ¬wd810", "wd810 -> wd250", "Attack"
"wd1664 -> ¬wd1494", "wd1494 -> ¬wd810", "Attack"
"wd2319 -> ¬wd1494", "wd1494 -> ¬wd810", "Attack"
"wd2444 -> ¬wd1022", "wd1022 -> wd225", "Attack"
"wd1927 -> ¬wd667", "wd667 -> wd248", "Attack"
"wd1215 -> ¬wd453", "wd453 -> wd80", "Attack"
"wd1987 -> ¬wd835", "wd835 -> wd225", "Attack"
"wd1255 -> ¬wd452", "wd452 -> wd80", "Attack"
"wd2257 -> ¬wd1021", "wd1021 -> wd225", "Attack"
"wd1488 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1812 -> ¬wd566", "wd566 -> wd224", "Attack"
"wd1495 -> ¬wd989", "wd989 -> wd250", "Attack"
"wd1664 -> ¬wd1495", "wd1495 -> ¬wd989", "Attack"
"wd1493 -> ¬wd810", "wd810 -> wd250", "Attack"
"wd1664 -> ¬wd1493", "wd1493 -> ¬wd810", "Attack"
"wd2321 -> ¬wd851", "wd851 -> wd225", "Attack"
"wd2315 -> ¬wd759", "wd759 -> wd227", "Attack"
"wd1238 -> ¬wd667", "wd667 -> wd248", "Attack"
"wd1555 -> ¬wd452", "wd452 -> wd80", "Attack"
"wd2202 -> ¬wd453", "wd453 -> wd80", "Attack"
"wd2525 -> ¬wd452", "wd452 -> wd80", "Attack"
"wd2347 -> ¬wd514", "wd514 -> wd226", "Attack"
"wd2347 -> ¬wd514", "wd514 -> ¬wd484", "Attack"
"wd1861 -> ¬wd1017", "wd1017 -> wd248", "Attack"
"wd1913 -> ¬wd1020", "wd1020 -> wd225", "Attack"
"wd1155 -> ¬wd759", "wd759 -> wd227", "Attack"
"wd1860 -> ¬wd1017", "wd1017 -> wd248", "Attack"
"wd1411 -> ¬wd453", "wd453 -> wd80", "Attack"
"wd1215 -> ¬wd453", "wd453 -> wd80", "Attack"
"wd1556 -> ¬wd453", "wd453 -> wd80", "Attack"
"wd2202 -> ¬wd453", "wd453 -> wd80", "Attack"
"wd453 -> wd80", "wd80 -> wd44", "Support"
"wd1968 -> wd125", "wd125 -> ¬wd44", "Support"
"wd763 -> wd224", "wd224 -> ¬wd44", "Support"
"wd1495 -> ¬wd989", "wd989 -> wd250", "Attack"
"wd989 -> wd250", "wd250 -> ¬wd44", "Support"
"wd2321 -> ¬wd851", "wd851 -> wd225", "Attack"
"wd851 -> wd225", "wd225 -> ¬wd44", "Support"
"wd1434 -> ¬wd454", "wd454 -> wd80", "Attack"
"wd454 -> wd80", "wd80 -> wd44", "Support"
"wd1987 -> ¬wd835", "wd835 -> wd225", "Attack"
"wd835 -> wd225", "wd225 -> ¬wd44", "Support"
"wd592 -> wd224", "wd224 -> ¬wd44", "Support"
"wd1969 -> wd125", "wd125 -> ¬wd44", "Support"
"wd2391 -> ¬wd80", "wd80 -> wd44", "Attack"
"wd2378 -> ¬wd226", "wd226 -> ¬wd44", "Attack"
"wd659 -> wd224", "wd224 -> ¬wd44", "Support"
"wd764 -> ¬wd282", "wd282 -> wd44", "Attack"
"wd1171 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1170 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1344 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1488 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1136 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1522 -> wd764", "wd764 -> ¬wd282", "Support"
"wd1861 -> ¬wd1017", "wd1017 -> wd248", "Attack"
"wd1860 -> ¬wd1017", "wd1017 -> wd248", "Attack"
"wd1862 -> ¬wd1017", "wd1017 -> wd248", "Attack"
"wd1017 -> wd248", "wd248 -> wd44", "Support"
"wd2444 -> ¬wd1022", "wd1022 -> wd225", "Attack"
"wd2443 -> ¬wd1022", "wd1022 -> wd225", "Attack"
"wd1022 -> wd225", "wd225 -> ¬wd44", "Support"
"wd2509 -> ¬wd968", "wd968 -> wd227", "Attack"
"wd2508 -> ¬wd968", "wd968 -> wd227", "Attack"
"wd968 -> wd227", "wd227 -> ¬wd44", "Support"
"wd1975 -> ¬wd125", "wd125 -> ¬wd44", "Attack"
"wd640 -> wd226", "wd226 -> ¬wd44", "Support"
"wd1970 -> wd125", "wd125 -> ¬wd44", "Support"
"wd1858 -> ¬wd282", "wd282 -> wd44", "Attack"
"wd2315 -> ¬wd759", "wd759 -> wd227", "Attack"
"wd1155 -> ¬wd759", "wd759 -> wd227", "Attack"
"wd759 -> wd227", "wd227 -> ¬wd44", "Support"
"wd2257 -> ¬wd1021", "wd1021 -> wd225", "Attack"
"wd1021 -> wd225", "wd225 -> ¬wd44", "Support"
"wd1927 -> ¬wd667", "wd667 -> wd248", "Attack"
"wd1238 -> ¬wd667", "wd667 -> wd248", "Attack"
"wd1106 -> ¬wd667", "wd667 -> wd248", "Attack"
"wd1928 -> ¬wd667", "wd667 -> wd248", "Attack"
"wd667 -> wd248", "wd248 -> wd44", "Support"
"wd2535 -> ¬wd128", "wd128 -> wd44", "Attack"
"wd1913 -> ¬wd1020", "wd1020 -> wd225", "Attack"
"wd1020 -> wd225", "wd225 -> ¬wd44", "Support"
"wd2379 -> ¬wd226", "wd226 -> ¬wd44", "Attack"
"wd250 -> ¬wd44", "wd44 -> wd19", "Attack"
"wd225 -> ¬wd44", "wd44 -> wd19", "Attack"
"wd224 -> ¬wd44", "wd44 -> wd19", "Attack"
"wd227 -> ¬wd44", "wd44 -> wd19", "Attack"
"wd125 -> ¬wd44", "wd44 -> wd19", "Attack"
"wd226 -> ¬wd44", "wd44 -> wd19", "Attack"
"wd80 -> wd44", "wd44 -> wd19", "Support"
"wd267 -> wd44", "wd44 -> wd19", "Support"
"wd77 -> wd44", "wd44 -> wd19", "Support"
"wd282 -> wd44", "wd44 -> wd19", "Support"
"wd128 -> wd44", "wd44 -> wd19", "Support"
"wd248 -> wd44", "wd44 -> wd19", "Support"
"wd227 -> ¬wd44", "wd44 -> wd19", "Attack"
"wd758 -> wd227", "wd227 -> ¬wd44", "Support"
"wd968 -> wd227", "wd227 -> ¬wd44", "Support"
