arg1, arg2, attack_support
"kl19259 -> ¬kl17825", "kl17825 -> ¬kl15999", "Attack"
"kl17452 -> ¬kl16770", "kl16770 -> kl16338", "Attack"
"kl19277 -> ¬kl17788", "kl17788 -> ¬kl16630", "Attack"
"kl20081 -> kl18604", "kl18604 -> ¬kl17864", "Support"
"kl20204 -> kl19297", "kl19297 -> kl17802", "Support"
"kl17554 -> kl16618", "kl16618 -> kl16433", "Support"
"kl17773 -> kl16809", "kl16809 -> ¬kl16100", "Support"
"kl17089 -> kl15351", "kl15351 -> kl13886", "Support"
"kl17847 -> kl16115", "kl16115 -> kl14343", "Support"
"kl18107 -> kl17237", "kl17237 -> kl16264", "Support"
"kl18216 -> kl15132", "kl15132 -> kl13886", "Support"
"kl17768 -> ¬kl16809", "kl16809 -> ¬kl16100", "Attack"
"kl17876 -> kl15999", "kl15999 -> ¬kl14343", "Support"
"kl19298 -> ¬kl17802", "kl17802 -> kl16148", "Attack"
"kl16735 -> kl16116", "kl16116 -> ¬kl14343", "Support"
"kl16717 -> kl16115", "kl16115 -> kl14343", "Support"
"kl17452 -> ¬kl16770", "kl16770 -> kl16338", "Attack"
"kl16770 -> kl16338", "kl16338 -> ¬kl14341", "Support"
"kl17415 -> kl17241", "kl17241 -> kl16100", "Support"
"kl16763 -> kl16433", "kl16433 -> ¬kl13886", "Support"
"kl17554 -> kl16618", "kl16618 -> kl16433", "Support"
"kl16618 -> kl16433", "kl16433 -> ¬kl13886", "Support"
"kl17676 -> ¬kl17038", "kl17038 -> ¬kl15190", "Attack"
"kl17014 -> kl15132", "kl15132 -> kl13886", "Support"
"kl18604 -> ¬kl17864", "kl17864 -> kl15849", "Attack"
"kl20081 -> kl18604", "kl18604 -> ¬kl17864", "Support"
"kl17765 -> ¬kl17241", "kl17241 -> kl16100", "Attack"
"kl16761 -> ¬kl15503", "kl15503 -> kl13886", "Attack"
"kl17254 -> kl16115", "kl16115 -> kl14343", "Support"
"kl16762 -> ¬kl16433", "kl16433 -> ¬kl13886", "Attack"
"kl20204 -> kl19297", "kl19297 -> kl17802", "Support"
"kl19297 -> kl17802", "kl17802 -> kl16148", "Support"
"kl17717 -> ¬kl16809", "kl16809 -> ¬kl16100", "Attack"
"kl17788 -> ¬kl16630", "kl16630 -> kl15398", "Attack"
"kl19277 -> ¬kl17788", "kl17788 -> ¬kl16630", "Attack"
"kl17825 -> ¬kl15999", "kl15999 -> ¬kl14343", "Attack"
"kl19259 -> ¬kl17825", "kl17825 -> ¬kl15999", "Attack"
"kl17357 -> kl17038", "kl17038 -> ¬kl15190", "Support"
"kl19103 -> kl17863", "kl17863 -> ¬kl15849", "Support"
"kl17766 -> kl16809", "kl16809 -> ¬kl16100", "Support"
"kl15156 -> kl13883", "kl13883 -> kl10136", "Support"
"kl16243 -> ¬kl12799", "kl12799 -> kl10509", "Attack"
"kl15852 -> kl13883", "kl13883 -> kl10136", "Support"
"kl16004 -> kl14343", "kl14343 -> kl11369", "Support"
"kl16332 -> kl12799", "kl12799 -> kl10509", "Support"
"kl18169 -> kl15849", "kl15849 -> kl14883", "Support"
"kl17765 -> ¬kl17241", "kl17241 -> kl16100", "Attack"
"kl17415 -> kl17241", "kl17241 -> kl16100", "Support"
"kl17241 -> kl16100", "kl16100 -> ¬kl14301", "Support"
"kl18151 -> kl16468", "kl16468 -> kl13539", "Support"
"kl15853 -> kl13887", "kl13887 -> kl11330", "Support"
"kl17014 -> kl15132", "kl15132 -> kl13886", "Support"
"kl15132 -> kl13886", "kl13886 -> kl11330", "Support"
"kl18216 -> kl15132", "kl15132 -> kl13886", "Support"
"kl16001 -> kl14343", "kl14343 -> kl11369", "Support"
"kl17865 -> ¬kl15849", "kl15849 -> kl14883", "Attack"
"kl16147 -> ¬kl14251", "kl14251 -> ¬kl9802", "Attack"
"kl15848 -> kl13892", "kl13892 -> kl10139", "Support"
"kl15976 -> ¬kl14251", "kl14251 -> ¬kl9802", "Attack"
"kl16338 -> ¬kl14341", "kl14341 -> kl11369", "Attack"
"kl16770 -> kl16338", "kl16338 -> ¬kl14341", "Support"
"kl19298 -> ¬kl17802", "kl17802 -> kl16148", "Attack"
"kl19297 -> kl17802", "kl17802 -> kl16148", "Support"
"kl17802 -> kl16148", "kl16148 -> kl14389", "Support"
"kl17136 -> kl15190", "kl15190 -> ¬kl13371", "Support"
"kl17139 -> kl16097", "kl16097 -> ¬kl13729", "Support"
"kl15938 -> kl14027", "kl14027 -> ¬kl10138", "Support"
"kl16839 -> kl16473", "kl16473 -> ¬kl14883", "Support"
"kl15754 -> ¬kl14343", "kl14343 -> kl11369", "Attack"
"kl15851 -> kl13889", "kl13889 -> kl10136", "Support"
"kl17090 -> kl15849", "kl15849 -> kl14883", "Support"
"kl15855 -> kl13893", "kl13893 -> ¬kl10136", "Support"
"kl16116 -> ¬kl14343", "kl14343 -> kl11369", "Attack"
"kl16735 -> kl16116", "kl16116 -> ¬kl14343", "Support"
"kl17788 -> ¬kl16630", "kl16630 -> kl15398", "Attack"
"kl16630 -> kl15398", "kl15398 -> kl14633", "Support"
"kl16433 -> ¬kl13886", "kl13886 -> kl11330", "Attack"
"kl16762 -> ¬kl16433", "kl16433 -> ¬kl13886", "Attack"
"kl16763 -> kl16433", "kl16433 -> ¬kl13886", "Support"
"kl16618 -> kl16433", "kl16433 -> ¬kl13886", "Support"
"kl17249 -> ¬kl16468", "kl16468 -> kl13539", "Attack"
"kl16219 -> kl14489", "kl14489 -> kl9488", "Support"
"kl15892 -> ¬kl12800", "kl12800 -> kl10509", "Attack"
"kl17717 -> ¬kl16809", "kl16809 -> ¬kl16100", "Attack"
"kl16809 -> ¬kl16100", "kl16100 -> ¬kl14301", "Attack"
"kl17768 -> ¬kl16809", "kl16809 -> ¬kl16100", "Attack"
"kl17773 -> kl16809", "kl16809 -> ¬kl16100", "Support"
"kl17766 -> kl16809", "kl16809 -> ¬kl16100", "Support"
"kl15677 -> kl14528", "kl14528 -> kl9261", "Support"
"kl16717 -> kl16115", "kl16115 -> kl14343", "Support"
"kl17254 -> kl16115", "kl16115 -> kl14343", "Support"
"kl16115 -> kl14343", "kl14343 -> kl11369", "Support"
"kl17847 -> kl16115", "kl16115 -> kl14343", "Support"
"kl17214 -> kl16173", "kl16173 -> kl14540", "Support"
"kl15992 -> kl14342", "kl14342 -> ¬kl10791", "Support"
"kl16754 -> ¬kl16468", "kl16468 -> kl13539", "Attack"
"kl17099 -> kl16264", "kl16264 -> kl14540", "Support"
"kl16757 -> kl16468", "kl16468 -> kl13539", "Support"
"kl16571 -> kl13892", "kl13892 -> kl10139", "Support"
"kl16942 -> kl16468", "kl16468 -> kl13539", "Support"
"kl17825 -> ¬kl15999", "kl15999 -> ¬kl14343", "Attack"
"kl15999 -> ¬kl14343", "kl14343 -> kl11369", "Attack"
"kl17876 -> kl15999", "kl15999 -> ¬kl14343", "Support"
"kl15952 -> ¬kl12675", "kl12675 -> ¬kl9288", "Attack"
"kl16761 -> ¬kl15503", "kl15503 -> kl13886", "Attack"
"kl15503 -> kl13886", "kl13886 -> kl11330", "Support"
"kl15850 -> kl13888", "kl13888 -> kl10136", "Support"
"kl15339 -> kl14251", "kl14251 -> ¬kl9802", "Support"
"kl15856 -> ¬kl13892", "kl13892 -> kl10139", "Attack"
"kl15707 -> kl13459", "kl13459 -> ¬kl9366", "Support"
"kl17038 -> ¬kl15190", "kl15190 -> ¬kl13371", "Attack"
"kl17676 -> ¬kl17038", "kl17038 -> ¬kl15190", "Attack"
"kl17357 -> kl17038", "kl17038 -> ¬kl15190", "Support"
"kl17863 -> ¬kl15849", "kl15849 -> kl14883", "Attack"
"kl3274 -> kl17863", "kl17863 -> ¬kl15849", "Support"
"kl19103 -> kl17863", "kl17863 -> ¬kl15849", "Support"
"kl15997 -> ¬kl14251", "kl14251 -> ¬kl9802", "Attack"
"kl15351 -> kl13886", "kl13886 -> kl11330", "Support"
"kl17089 -> kl15351", "kl15351 -> kl13886", "Support"
"kl16331 -> kl12799", "kl12799 -> kl10509", "Support"
"kl18604 -> ¬kl17864", "kl17864 -> kl15849", "Attack"
"kl17864 -> kl15849", "kl15849 -> kl14883", "Support"
"kl15854 -> kl13887", "kl13887 -> kl11330", "Support"
"kl18156 -> kl16473", "kl16473 -> ¬kl14883", "Support"
"kl15761 -> ¬kl12715", "kl12715 -> kl10071", "Attack"
"kl15253 -> kl13883", "kl13883 -> kl10136", "Support"
"kl17237 -> kl16264", "kl16264 -> kl14540", "Support"
"kl18107 -> kl17237", "kl17237 -> kl16264", "Support"
"kl16756 -> kl16468", "kl16468 -> kl13539", "Support"
"kl14869 -> ¬kl10136", "kl10136 -> kl8646", "Attack"
"kl16148 -> kl14389", "kl14389 -> kl10790", "Support"
"kl17802 -> kl16148", "kl16148 -> kl14389", "Support"
"kl14340 -> kl10791", "kl10791 -> kl7165", "Support"
"kl16128 -> kl14136", "kl14136 -> kl11155", "Support"
"kl14435 -> ¬kl11142", "kl11142 -> kl8639", "Attack"
"kl15665 -> kl12912", "kl12912 -> ¬kl11704", "Support"
"kl15190 -> ¬kl13371", "kl13371 -> ¬kl10789", "Attack"
"kl17038 -> ¬kl15190", "kl15190 -> ¬kl13371", "Attack"
"kl17136 -> kl15190", "kl15190 -> ¬kl13371", "Support"
"kl15619 -> ¬kl13882", "kl13882 -> kl12085", "Attack"
"kl14406 -> kl10303", "kl10303 -> kl9022", "Support"
"kl16098 -> kl14301", "kl14301 -> kl10789", "Support"
"kl15856 -> ¬kl13892", "kl13892 -> kl10139", "Attack"
"kl13892 -> kl10139", "kl10139 -> ¬kl8639", "Support"
"kl16571 -> kl13892", "kl13892 -> kl10139", "Support"
"kl15848 -> kl13892", "kl13892 -> kl10139", "Support"
"kl16094 -> ¬kl14540", "kl14540 -> kl11266", "Attack"
"kl15761 -> ¬kl12715", "kl12715 -> kl10071", "Attack"
"kl12715 -> kl10071", "kl10071 -> ¬kl8417", "Support"
"kl15264 -> kl14883", "kl14883 -> kl12085", "Support"
"kl14528 -> kl9261", "kl9261 -> ¬kl8670", "Support"
