arg1, arg2, attack_support
"am-ch636 -> ¬am-ch465", "am-ch465 -> am-ch205", "Attack"
"am-ch635 -> ¬am-ch466", "am-ch466 -> am-ch206", "Attack"
"am-ch637 -> ¬am-ch468", "am-ch468 -> am-ch206", "Attack"
"am-ch469 -> ¬am-ch207", "am-ch207 -> ¬am-ch11", "Attack"
"am-ch464 -> am-ch205", "am-ch205 -> am-ch11", "Support"
"am-ch637 -> ¬am-ch468", "am-ch468 -> am-ch206", "Attack"
"am-ch468 -> am-ch206", "am-ch206 -> ¬am-ch11", "Support"
"am-ch467 -> am-ch206", "am-ch206 -> ¬am-ch11", "Support"
"am-ch635 -> ¬am-ch466", "am-ch466 -> am-ch206", "Attack"
"am-ch466 -> am-ch206", "am-ch206 -> ¬am-ch11", "Support"
"am-ch636 -> ¬am-ch465", "am-ch465 -> am-ch205", "Attack"
"am-ch465 -> am-ch205", "am-ch205 -> am-ch11", "Support"
"am-ch469 -> ¬am-ch207", "am-ch207 -> ¬am-ch11", "Attack"
"am-ch465 -> am-ch205", "am-ch205 -> am-ch11", "Support"
"am-ch464 -> am-ch205", "am-ch205 -> am-ch11", "Support"
"am-ch467 -> am-ch206", "am-ch206 -> ¬am-ch11", "Support"
"am-ch468 -> am-ch206", "am-ch206 -> ¬am-ch11", "Support"
"am-ch466 -> am-ch206", "am-ch206 -> ¬am-ch11", "Support"
