premise, conclusion, weight
"4105064154 褚懿德 電機三我來到中興大學之後，對中興並沒有特別的映象，之前每次經過中興湖，都會看到許多鵝，偶爾還會看到有人在餵鵝，看著就讓人身心舒暢，自從沒有了鵝之後，感覺中興湖就少了些什麼，希望可以把鵝的意象加入中興湖做成標誌，至少讓牠們留下一些紀念。", "在中興天鵝固然是非常知名的動物（像清大是以梅花聞名），不過從另一個角度來說，中興也是一個「以農立校」為知名。中興湖也是非常有名，有中國、台灣、海南島，真的是少數以國家形狀來建的湖泊。個人覺得要找出最能代表中興的象徵還需要一定的時間去經營（像是故事之類），如果我們的天鵝可以有背景故事，像是這個天鵝是那位歷屆校長的最愛，不然拿來當中興的象徵物有點太冒然。4105036025", 1.0
"拿校徽沒認同感(甚至還有爭議)，也沒有個代表人物能當形象的話，常見的鵝其實是蠻有趣的選擇。畢竟中興的學生幾乎都知道中興鵝的存在。不過我認為，中興還有一個動物也蠻具有代表性的，就是牛。因為常聽學長姐提起很有名，所以之前也有特地去校園裡看過。而且它產出的興大牛奶在實習商店也算是學生或外來遊客會購買的熱門品項，學校還有興大牛奶節的傳統，送牛奶給同學被視為一種表白，是興大蠻具有代表性的特色之一。所以我覺得牛也不錯。(4103011031)", "興大最著名的科系是獸醫系，天鵝除了可以做為學校精勤純樸的意向，也可以讓人聯想到中興獸醫系。況且很少學校有天鵝吧，大多都是很多大鳥，如果是校鳥，一般的鳥就不足為奇，但是如果是天鵝的話，基本意象是好的，包括典雅高貴之類的。4106044013", 1.0
"沒錯，而且鵝甚至已經不存在。如果真的認為鵝是中興大學的象徵，那怎麼會沒有任何單位願意擔下處理鵝的工作，還讓他們整天追著人跑，吃路人餵食的東西？除了鵝本身造成的髒亂，這些餵食者也用那些食物汙染整個中興湖及周遭環境，像這樣讓人笑掉牙的事實，我實在無法認同以鵝當中興百年校慶的象徵，好像中興人都不在意環境整潔一樣。4106032013", "若是學校願意找出負責中興湖的鵝的生活環境，以及鵝的保護等的單位，才可以將鵝放到我們學校的特殊代表中。如今，鵝不過是各個行政單位的皮球，特殊又如何呢？若真的有人被這群鵝吸引但知道鵝的存在不過是被忽略以至於是個推卸的責任，那感官只會更差吧？4106037003", 1.0
"百年校慶廣告想傳達的我覺得有:1.中興是一間獨一無二的頂大。2.中興大學100年了，我們在環境的轉變下，做了什麼。我覺得很多東西都能傳達這個意象。今天為何中興會有天鵝？不了解的人會感到好奇；稍微了解的會知道有中興湖。中興湖是什麼樣子?為何要挖湖?這些就是校史相關，具特別意義的史料。如果意象能做到讓沒見過的人好奇，承載特殊意義，又是貼近校園師生，就是個好意象。而天鵝是個不錯的象徵，很可惜校方並沒有重視。4105054028", "如果為了吸引教育部注意，那不就是要跟其他學校不同的設計方式嗎？但是大多數的百年校慶宣傳圖，都只是數字一百加上一些小插圖，那這樣將本校跟別人不同的東西融入在校慶100中，不是更能吸引他們的注意嗎？更重要的是這個東西是中興人都知道的，這個圖的設計反而對我們來說更有意義。4105034001", 1.0
"雖然說中興是以農立校，但是現在中興的走向也不全然還是以農為主軸，應該要表現的是中興多元科系帶來的光景，而不是幾隻會過斑馬線的鵝，況且也不是只有中興有湖有鵝，以鵝來當中興的指標確實不妥，還是請校方好好再想想，有更多可以展現中興的...吧。4106032016", "在我們生活中和鵝有關的東西還滿多的，並不能明白指示中興大學，且外人想到中興大學也不會聯想到鵝，想到鵝也不會想到中興大學。我們最著名的是農學院，可以用有關農類的圖案或標誌，讓外人一看就明白中興大學是以農立校，在農學院有很大的成就。3107043021", -0.5
"同意，僅管我們學生有多認同鵝作為中興大學的一種形象或意象，但對於學校的行政單位來說，這些動物的存在不過就是個麻煩，或許這些居上位的決策者也從未想過鵝能夠作為中興的一項特色吧？不然也不會造成這種沒有單位願意負責任，甚至無任何調停方式便直接決定讓鵝離開中興湖的結果。既然行政單位的態度是如此，更遑論將其作為百年校慶的意向了。4106037051", "若是學校願意找出負責中興湖的鵝的生活環境，以及鵝的保護等的單位，才可以將鵝放到我們學校的特殊代表中。如今，鵝不過是各個行政單位的皮球，特殊又如何呢？若真的有人被這群鵝吸引但知道鵝的存在不過是被忽略以至於是個推卸的責任，那感官只會更差吧？4106037003", 1.0
"4104043063贊同這位同學的說法，除非有相關單位願意花時間照顧，否則天鵝就只是中興湖的景象之一，並不具任何代表性。中興大學以農立校是眾所皆知的事，不妨以農學院作為主軸，列出近期興大師生的成果，比如在iGEM遺傳工程競賽以發現可分解戴奧辛的菌種奪得金牌、研發農產品微奈米天然資材獲得國家新創獎等。我個人對建校百年沒有太多想法，可既然花錢宣傳，比起華麗浮誇的口號，讓興大師生在學術上、產業上的努力被更多人看見，更為實際！", "若是學校願意找出負責中興湖的鵝的生活環境，以及鵝的保護等的單位，才可以將鵝放到我們學校的特殊代表中。如今，鵝不過是各個行政單位的皮球，特殊又如何呢？若真的有人被這群鵝吸引但知道鵝的存在不過是被忽略以至於是個推卸的責任，那感官只會更差吧？4106037003", 1.0
"我也認為天鵝作為中興大學百年校慶的意象是不夠有代表性的，先遑論現在中興湖還有沒有鵝，但鵝本身就不是一個讓人馬上會聯想到中興的象徵，況且大學裡也不只是中興有鵝，這實在是不夠具有獨特性。中興大學以農立校，敦厚純樸，我想，農業相關的意象可能還比較能夠代表中興吧。4107066043", "我也認為以鵝為代表無法明確與創校百年做連結，也無法有效表現中興形象。而惠蓀林場雖然是中興的實習林場，但同時也是對外開放的森林遊樂區，在廣告文宣上難免會使民眾誤會成森林遊樂區的宣傳。畢竟圖比文字更容易吸引目光，且礙於排版及文字內容，勢必又會降低對文字的注意力。反觀今年10月中興湖登上新聞，轟動一時，所以我認為以中興湖的台灣部分空拍圖為背景不錯：中興大學以農立校，為台灣最頂尖的農校，而創校百年也意味著中興見證了台灣的發展，一路陪著台灣的農業發展，未來也將繼續培養新興人才帶領台灣走向下一個百年。'創校百年，見證台灣''鬱鬱菁莪，再創百年'4103033103", 1.0
"我也認為以鵝為代表無法明確與創校百年做連結，也無法有效表現中興形象。而惠蓀林場雖然是中興的實習林場，但同時也是對外開放的森林遊樂區，在廣告文宣上難免會使民眾誤會成森林遊樂區的宣傳。畢竟圖比文字更容易吸引目光，且礙於排版及文字內容，勢必又會降低對文字的注意力。反觀今年10月中興湖登上新聞，轟動一時，所以我認為以中興湖的台灣部分空拍圖為背景不錯：中興大學以農立校，為台灣最頂尖的農校，而創校百年也意味著中興見證了台灣的發展，一路陪著台灣的農業發展，未來也將繼續培養新興人才帶領台灣走向下一個百年。'創校百年，見證台灣''鬱鬱菁莪，再創百年'4103033103", "4106013052認為用天鵝當中興大學百年校慶的意象，不是很好的選擇。因為中興湖內並沒有天鵝的存在，天鵝在中興湖內存在的時間也很短，並不符合廣告想傳達的內容。我認為如果用惠蓀林場清晨陽光從老樹隙縫中散開，再搭配幾位同學抬頭往上看，可能會是比較好的廣告構圖，也認為在廣告上可以用一段短短的話做廣告就好，不要把太多東西一次全部塞在整個畫面。", -1.0
"我也同意你的看法，因為對中興沒有一個大家都認同的人，事，物，所以才難以決定能夠代表中興的符號。不過，我想這也是能夠好好檢視百年來中興大學對這個社會所代表的意象，中興一開始立校的目的只是為了應映農業發展，在農業畜牧業科學發展上有卓越的成就，而面對目前臺灣經濟結構以轉型成高知識型產業為方向，或許百年中興可以以未來百年為方向，思索中興的定位。4104043051 食生四", "我認為天鵝並不是本校的特色，首先，中興湖裡的天鵝早就消失無蹤只有鵝而已，其次，個人在本校幾年間也沒聽過關於天鵝的故事，最後，其實很多學校也都有湖有天鵝，所以拿大家也有但我們早就沒有的天鵝作象徵有點奇怪。話雖如此，我卻也想不出什麼作代表，台大有椰林大道，成大有榕樹，蕙孫林場的旭日照確實是不錯的選擇，不過我並不清楚其他學校的狀況，不知道會不會跟別校的林場照撞車。4104062125", 1.0
