arg1, arg2, attack_support
"kl17475 -> ¬kl16881", "kl16881 -> ¬kl15783", "Attack"
"kl17475 -> ¬kl16881", "kl16881 -> ¬kl15783", "Attack"
"kl16881 -> ¬kl15783", "kl15783 -> ¬kl13750", "Attack"
"kl16880 -> kl15783", "kl15783 -> ¬kl13750", "Support"
"kl17046 -> ¬kl15918", "kl15918 -> ¬kl14267", "Attack"
"kl16879 -> kl15783", "kl15783 -> ¬kl13750", "Support"
"kl16878 -> kl15783", "kl15783 -> ¬kl13750", "Support"
"kl19599 -> ¬kl17836", "kl17836 -> ¬kl15872", "Attack"
"kl17854 -> ¬kl16368", "kl16368 -> ¬kl14297", "Attack"
"kl15783 -> ¬kl13750", "kl13750 -> ¬kl12616", "Attack"
"kl16881 -> ¬kl15783", "kl15783 -> ¬kl13750", "Attack"
"kl16878 -> kl15783", "kl15783 -> ¬kl13750", "Support"
"kl16879 -> kl15783", "kl15783 -> ¬kl13750", "Support"
"kl16880 -> kl15783", "kl15783 -> ¬kl13750", "Support"
"kl16922 -> ¬kl15732", "kl15732 -> ¬kl13518", "Attack"
"kl17995 -> ¬kl15694", "kl15694 -> ¬kl13442", "Attack"
"kl15204 -> kl13750", "kl13750 -> ¬kl12616", "Support"
"kl17046 -> ¬kl15918", "kl15918 -> ¬kl14267", "Attack"
"kl15918 -> ¬kl14267", "kl14267 -> ¬kl9138", "Attack"
"kl18078 -> ¬kl16041", "kl16041 -> ¬kl14799", "Attack"
"kl11432 -> kl18078", "kl18078 -> ¬kl16041", "Support"
"kl16640 -> ¬kl15481", "kl15481 -> ¬kl13518", "Attack"
"kl18231 -> ¬kl15481", "kl15481 -> ¬kl13518", "Attack"
"kl15336 -> kl13084", "kl13084 -> kl9245", "Support"
"kl17176 -> ¬kl16062", "kl16062 -> ¬kl13930", "Attack"
"kl17854 -> ¬kl16368", "kl16368 -> ¬kl14297", "Attack"
"kl16368 -> ¬kl14297", "kl14297 -> ¬kl9966", "Attack"
"kl15137 -> ¬kl13750", "kl13750 -> ¬kl12616", "Attack"
"kl15685 -> ¬kl14810", "kl14810 -> ¬kl9779", "Attack"
"kl15252 -> ¬kl13750", "kl13750 -> ¬kl12616", "Attack"
"kl17935 -> ¬kl15695", "kl15695 -> ¬kl14933", "Attack"
"kl17845 -> kl15695", "kl15695 -> ¬kl14933", "Support"
"kl17815 -> kl15695", "kl15695 -> ¬kl14933", "Support"
"kl15602 -> kl14297", "kl14297 -> ¬kl9966", "Support"
"kl17022 -> ¬kl15732", "kl15732 -> ¬kl13518", "Attack"
"kl17816 -> kl15695", "kl15695 -> ¬kl14933", "Support"
"kl16645 -> ¬kl15695", "kl15695 -> ¬kl14933", "Attack"
"kl17094 -> kl15397", "kl15397 -> ¬kl13784", "Support"
"kl15123 -> kl13750", "kl13750 -> ¬kl12616", "Support"
"kl17836 -> ¬kl15872", "kl15872 -> ¬kl13518", "Attack"
"kl19599 -> ¬kl17836", "kl17836 -> ¬kl15872", "Attack"
"kl17174 -> kl15695", "kl15695 -> ¬kl14933", "Support"
"kl15927 -> ¬kl13750", "kl13750 -> ¬kl12616", "Attack"
"kl15223 -> kl14810", "kl14810 -> ¬kl9779", "Support"
"kl15128 -> kl13750", "kl13750 -> ¬kl12616", "Support"
"kl13492 -> kl11094", "kl11094 -> ¬kl8094", "Support"
"kl12942 -> ¬kl9908", "kl9908 -> ¬kl8471", "Attack"
"kl14587 -> ¬kl9138", "kl9138 -> kl9077", "Attack"
"kl9440 -> ¬kl13591", "kl13591 -> ¬kl10372", "Attack"
"kl13591 -> ¬kl10372", "kl10372 -> kl6582", "Attack"
"kl13720 -> ¬kl9171", "kl9171 -> ¬kl6565", "Attack"
"kl14170 -> ¬kl9251", "kl9251 -> kl8911", "Attack"
"kl15695 -> ¬kl14933", "kl14933 -> ¬kl11264", "Attack"
"kl16645 -> ¬kl15695", "kl15695 -> ¬kl14933", "Attack"
"kl17935 -> ¬kl15695", "kl15695 -> ¬kl14933", "Attack"
"kl17174 -> kl15695", "kl15695 -> ¬kl14933", "Support"
"kl17845 -> kl15695", "kl15695 -> ¬kl14933", "Support"
"kl17816 -> kl15695", "kl15695 -> ¬kl14933", "Support"
"kl17815 -> kl15695", "kl15695 -> ¬kl14933", "Support"
"kl15574 -> ¬kl13778", "kl13778 -> ¬kl11496", "Attack"
"kl16573 -> kl13565", "kl13565 -> kl11518", "Support"
"kl13583 -> ¬kl9718", "kl9718 -> ¬kl8090", "Attack"
"kl15869 -> ¬kl15092", "kl15092 -> ¬kl12614", "Attack"
"kl13726 -> ¬kl9171", "kl9171 -> ¬kl6565", "Attack"
"kl16922 -> ¬kl15732", "kl15732 -> ¬kl13518", "Attack"
"kl15732 -> ¬kl13518", "kl13518 -> ¬kl11235", "Attack"
"kl17022 -> ¬kl15732", "kl15732 -> ¬kl13518", "Attack"
"kl14834 -> kl9854", "kl9854 -> kl6565", "Support"
"kl15549 -> ¬kl13765", "kl13765 -> ¬kl11420", "Attack"
"kl13902 -> ¬kl10372", "kl10372 -> kl6582", "Attack"
"kl14557 -> ¬kl9444", "kl9444 -> ¬kl9077", "Attack"
"kl15590 -> ¬kl13778", "kl13778 -> ¬kl11496", "Attack"
"kl15576 -> kl14046", "kl14046 -> ¬kl10783", "Support"
"kl13320 -> ¬kl11298", "kl11298 -> kl8501", "Attack"
"kl12970 -> kl9966", "kl9966 -> ¬kl9077", "Support"
"kl12970 -> kl9966", "kl9966 -> ¬kl10352", "Support"
"kl12970 -> kl14799", "kl14799 -> ¬kl10352", "Support"
"kl14154 -> ¬kl9345", "kl9345 -> kl7749", "Attack"
"kl14154 -> ¬kl9345", "kl9345 -> ¬kl10063", "Attack"
"kl15873 -> ¬kl13518", "kl13518 -> ¬kl11235", "Attack"
"kl13217 -> kl10063", "kl10063 -> ¬kl7749", "Support"
"kl13113 -> ¬kl9782", "kl9782 -> ¬kl6582", "Attack"
"kl13736 -> ¬kl10846", "kl10846 -> kl7820", "Attack"
"kl13687 -> kl9854", "kl9854 -> kl6565", "Support"
"kl13000 -> kl9853", "kl9853 -> ¬kl6705", "Support"
"kl15601 -> ¬kl13190", "kl13190 -> ¬kl12605", "Attack"
"kl14812 -> ¬kl9414", "kl9414 -> ¬kl9024", "Attack"
"kl16514 -> ¬kl13622", "kl13622 -> ¬kl10644", "Attack"
"kl12913 -> kl10846", "kl10846 -> kl7820", "Support"
"kl13309 -> ¬kl11094", "kl11094 -> ¬kl8094", "Attack"
"kl15026 -> ¬kl10486", "kl10486 -> ¬kl7326", "Attack"
"kl13183 -> ¬kl9171", "kl9171 -> ¬kl6565", "Attack"
"kl16358 -> ¬kl14800", "kl14800 -> ¬kl10352", "Attack"
"kl13444 -> ¬kl9718", "kl9718 -> ¬kl8090", "Attack"
"kl13285 -> kl9639", "kl9639 -> ¬kl7882", "Support"
"kl16062 -> ¬kl13930", "kl13930 -> kl10766", "Attack"
"kl17176 -> ¬kl16062", "kl16062 -> ¬kl13930", "Attack"
"kl13937 -> ¬kl9854", "kl9854 -> kl6565", "Attack"
"kl15654 -> ¬kl14933", "kl14933 -> ¬kl11264", "Attack"
"kl13503 -> ¬kl9825", "kl9825 -> ¬kl8407", "Attack"
"kl13564 -> ¬kl10483", "kl10483 -> ¬kl8691", "Attack"
"kl13564 -> ¬kl10483", "kl10483 -> ¬kl8165", "Attack"
"kl15218 -> kl13747", "kl13747 -> kl12614", "Support"
"kl13068 -> kl9135", "kl9135 -> ¬kl6459", "Support"
"kl15091 -> ¬kl12617", "kl12617 -> ¬kl7326", "Attack"
"kl17836 -> ¬kl15872", "kl15872 -> ¬kl13518", "Attack"
"kl15872 -> ¬kl13518", "kl13518 -> ¬kl11235", "Attack"
"kl15336 -> kl13084", "kl13084 -> kl9245", "Support"
"kl13084 -> kl9245", "kl9245 -> ¬kl6459", "Support"
"kl13719 -> ¬kl9171", "kl9171 -> ¬kl6565", "Attack"
"kl13370 -> ¬kl9444", "kl9444 -> ¬kl9077", "Attack"
"kl15414 -> ¬kl13778", "kl13778 -> ¬kl11496", "Attack"
"kl14668 -> ¬kl12047", "kl12047 -> ¬kl8852", "Attack"
"kl14419 -> ¬kl10966", "kl10966 -> kl7343", "Attack"
"kl15311 -> ¬kl14523", "kl14523 -> ¬kl11224", "Attack"
