premise, conclusion, weight
" Ce n'est pas le hasard mais la sélection naturelle qui permet d'expliquer la création l'adaptation et la complexité des espèces", " Le hasard ne peut suffire à expliquer la création, l'adaptation et la complexité des espèces", -1.0
"Dieu est un être simple", " Postuler un être complexe tel que Dieu ne permet pas d'expliquer la complexité", -1.0
" Des milliers de personnes ont assisté au miracle de Fatima", " Les prétendus miracles reposent sur des témoignages qui ne sont pas fiables", -1.0
"Dieu est à l'image de l'homme parce que l'homme est à l'image de Dieu", " Un Dieu à l'image de l'homme est trop humain pour être crédible", -1.0
" Le hasard ne peut suffire à expliquer la création, l'adaptation et la complexité des espèces", " La création, l'adaptation et la complexité des espèces s'expliquent par la théorie de la sélection naturelle", -1.0
" L'argument selon lequel Dieu n'existe pas car il n'existe pas de premier instant du temps commet la même erreur que Zénon dans son paradoxe", " Il n'existe pas de premier instant du temps", -1.0
"Ce qui est peu crédible peut être vrai", " Un Dieu à l'image de l'homme est trop humain pour être crédible", -1.0
" Le rapprochement entre l'argument du kalam et le paradoxe de Zénon ne tient pas", " L'argument du kalam commet la même erreur que Zénon dans son paradoxe", -1.0
"Les lois physiques sont des conséquences des propriétés de la matière", " Dieu explique l'existence des lois de la nature", -1.0
" Il existe un très grand nombre de planètes favorables à la vie", " Dieu explique l'apparition de la vie", -1.0
" La présentation de l'argument du kalam est trompeuse", " Dieu existe car il ne peut y avoir un passé infini", -1.0
" La nécessité qu'il existe quelque chose suppose qu'il existe Dieu", " L'univers est contingent", -1.0
" Le raisonnement selon lequel un être nécessaire ne peut engendrer qu'un univers nécessaire confond implication logique et lien causal", " L'univers est contingent", -1.0
" L'hypothèse d'un Dieu est encore plus improbable que celle de l'apparition de la vie", " Dieu explique l'apparition de la vie", -1.0
"Les prétendues expériences mystiques sont des histoires inventées de toutes pièces", " Les expériences mystiques attestent la présence de Dieu", -1.0
" L'existence de Dieu est encore plus improbable que ce que Dieu est censé avoir créé", " Dieu est une explication inexplicable", 1.0
"Si la Providence existait, elle éviterait bien des évènements injustes", " Les manifestations de la Providence attestent l'intervention de Dieu", -1.0
" La cause première ne peut pas être une abstraction", " Il n'y a pas de raison que ce soit Dieu la cause première", -1.0
"Le monde a eu un commencement et par conséquent a une cause première", " Tout a une cause, et Dieu en particulier", -1.0
" Qu'on ne soit pas capable d'expliquer Dieu n'empêche pas qu'il puisse exister", " Dieu est une explication inexplicable", -1.0
" Ceux qui parlent de création à partir de rien jouent sur les mots", " L'univers s'est créé à partir de rien", -1.0
"Il faut suivre le principe de vérité de nos sens", " Le principe de causalité ne s'applique pas à l'univers", -1.0
"L'existence de la vie s'explique par des mécanismes physico-chimiques hasardeux", " Dieu explique l'apparition de la vie", -1.0
"Il existe des invariants moraux qu'on retrouve dans toutes les sociétés", " Les valeurs morales sont relatives à une société donnée", -1.0
"Ce raisonnement ne vaut que pour un temps fini", " Dieu existe car il ne peut y avoir un passé infini", -1.0
