arg1, arg2, attack_support
"am-ch714 -> am-ch713", "am-ch713 -> ¬am-ch711", "Support"
"am-ch715 -> am-ch713", "am-ch713 -> ¬am-ch711", "Support"
"am-ch716 -> am-ch713", "am-ch713 -> ¬am-ch711", "Support"
"am-ch713 -> ¬am-ch711", "am-ch711 -> ¬am-ch710", "Attack"
"am-ch715 -> am-ch713", "am-ch713 -> ¬am-ch711", "Support"
"am-ch716 -> am-ch713", "am-ch713 -> ¬am-ch711", "Support"
"am-ch714 -> am-ch713", "am-ch713 -> ¬am-ch711", "Support"
"am-ch712 -> am-ch711", "am-ch711 -> ¬am-ch710", "Support"
"am-ch713 -> ¬am-ch711", "am-ch711 -> ¬am-ch710", "Attack"
"am-ch711 -> ¬am-ch710", "am-ch710 -> ¬am-ch708", "Attack"
"am-ch712 -> am-ch711", "am-ch711 -> ¬am-ch710", "Support"
"am-ch711 -> ¬am-ch710", "am-ch710 -> ¬am-ch708", "Attack"
"am-ch710 -> ¬am-ch708", "am-ch708 -> am-ch704", "Attack"
"am-ch710 -> ¬am-ch708", "am-ch708 -> am-ch704", "Attack"
"am-ch708 -> am-ch704", "am-ch704 -> am-ch690", "Support"
"am-ch705 -> am-ch691", "am-ch691 -> am-ch634", "Support"
"am-ch708 -> am-ch704", "am-ch704 -> am-ch690", "Support"
"am-ch704 -> am-ch690", "am-ch690 -> am-ch632", "Support"
"am-ch693 -> am-ch633", "am-ch633 -> am-ch461", "Support"
"am-ch692 -> am-ch633", "am-ch633 -> am-ch461", "Support"
"am-ch704 -> am-ch690", "am-ch690 -> am-ch632", "Support"
"am-ch690 -> am-ch632", "am-ch632 -> am-ch462", "Support"
"am-ch694 -> am-ch633", "am-ch633 -> am-ch461", "Support"
"am-ch691 -> am-ch634", "am-ch634 -> am-ch463", "Support"
"am-ch705 -> am-ch691", "am-ch691 -> am-ch634", "Support"
"am-ch634 -> am-ch463", "am-ch463 -> am-ch204", "Support"
"am-ch691 -> am-ch634", "am-ch634 -> am-ch463", "Support"
"am-ch632 -> am-ch462", "am-ch462 -> am-ch204", "Support"
"am-ch690 -> am-ch632", "am-ch632 -> am-ch462", "Support"
"am-ch694 -> am-ch633", "am-ch633 -> am-ch461", "Support"
"am-ch693 -> am-ch633", "am-ch633 -> am-ch461", "Support"
"am-ch633 -> am-ch461", "am-ch461 -> am-ch204", "Support"
"am-ch692 -> am-ch633", "am-ch633 -> am-ch461", "Support"
"am-ch632 -> am-ch462", "am-ch462 -> am-ch204", "Support"
"am-ch462 -> am-ch204", "am-ch204 -> am-ch10", "Support"
"am-ch461 -> am-ch204", "am-ch204 -> am-ch10", "Support"
"am-ch633 -> am-ch461", "am-ch461 -> am-ch204", "Support"
"am-ch634 -> am-ch463", "am-ch463 -> am-ch204", "Support"
"am-ch463 -> am-ch204", "am-ch204 -> am-ch10", "Support"
"am-ch461 -> am-ch204", "am-ch204 -> am-ch10", "Support"
"am-ch463 -> am-ch204", "am-ch204 -> am-ch10", "Support"
"am-ch462 -> am-ch204", "am-ch204 -> am-ch10", "Support"
