premise, conclusion, weight
" Le cas des gagnants du jeu « Win for Life » est biaisé au niveau de l'environnement social des gagnants", " Le cas des gagnants du jeu « Win for Life » montre que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", -1.0
" Le cas des gagnants du jeu « Win for Life » est biaisé au niveau du montant du revenu", " Le cas des gagnants du jeu « Win for Life » montre que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", -1.0
" Le sondage mené par les réalisateurs du documentaire « Le revenu de base, une impulsion culturelle » est biaisé au niveau du nombre de personnes étudiées et de leur sélection", " Le sondage mené par les réalisateurs du documentaire « Le revenu de base, une impulsion culturelle » montre que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", -1.0
" Les expérimentations menées dans les années 1960 aux États-Unis et au Canada sont biaisées au niveau de la durée des expérimentations", " Les expérimentations menées dans les années 1960 aux États-Unis et au Canada montrent que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", -1.0
" Le cas des gagnants du jeu « Win for Life » est biaisé au niveau du nombre de personnes étudiées et de leur sélection", " Le cas des gagnants du jeu « Win for Life » montre que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", -1.0
" Les expérimentations menées dans les années 1960 aux États-Unis et au Canada sont biaisées au niveau de la population retenue", " Les expérimentations menées dans les années 1960 aux États-Unis et au Canada montrent que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", -1.0
" Aucune proposition de revenu de base ne permet de lutter contre la « pauvreté relative »", " Le revenu de base ne lutte pas contre la « pauvreté relative »", 1.0
"Une augmentation de la CSG problématique", " On peut financer le revenu de base en suivant la proposition de financement de Baptiste Mylondo", -1.0
" Le modèle de financement du revenu de base proposé par Génération libre incite au travail non déclaré", " On peut financer le revenu de base en suivant la proposition de financement de Génération libre", -1.0
"Le PIB ne mesure pas le bien-être", " Une baisse du PIB n'entraine pas forcément de détérioration du bien-être", 1.0
"Un montant insuffisant", " On peut financer le revenu de base en suivant la proposition de financement de Génération libre", -1.0
" Les expérimentations menées dans les années 1960 aux États-Unis et au Canada montrent que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", " Les expérimentations et sondages autour du revenu de base tendent à montrer que le nombre d'heures travaillées baisserait peu", 1.0
" On pourrait redéployer des fonctionnaires pour accompagner les personnes en situation de pauvreté dans une société avec un revenu de base", " La lutte contre la pauvreté nécessite un accompagnement par des personnes formées et bienveillantes", -1.0
" Le sondage mené par les réalisateurs du documentaire « Le revenu de base, une impulsion culturelle » montre que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", " Les expérimentations et sondages autour du revenu de base tendent à montrer que le nombre d'heures travaillées baisserait peu", 1.0
" Le modèle de financement du revenu de base proposé par Daniel Häni et Enno Schmidt pose un problème éthique", " On peut financer le revenu de base en suivant la proposition de financement de Daniel Häni et Enno Schmidt", -1.0
" Les expérimentations faites autour du revenu de base sont toutes biaisées", " Les expérimentations et sondages autour du revenu de base tendent à montrer que le nombre d'heures travaillées baisserait peu", -1.0
" Mettre en avant les dangers du revenu de base pour l'émancipation des femmes repose sur une opposition caricaturale entre « avoir un emploi » et « rester à la maison »", " Le revenu de base représente un danger pour l'autonomie des femmes", -1.0
" Le revenu de base est une mesure favorable aux employés dans certains secteurs", " Le revenu de base est une mesure favorable aux employeurs", -1.0
"Un risque d'inflation ou de baisse des salaires", " On peut financer le revenu de base en suivant la proposition de financement de Daniel Häni et Enno Schmidt", -1.0
"Le danger écologique d'un financement fondé sur la consommation", " On peut financer le revenu de base en suivant la proposition de financement de Daniel Häni et Enno Schmidt", -1.0
" Le modèle de financement du revenu de base proposé par Génération libre bénéficiera seulement aux 1 % les plus riches", " On peut financer le revenu de base en suivant la proposition de financement de Génération libre", -1.0
" Le modèle de financement du revenu de base proposé par Génération libre est injuste", " On peut financer le revenu de base en suivant la proposition de financement de Génération libre", -1.0
"L'injustice de la suppression du système de retraite", " On peut financer le revenu de base en suivant la proposition de financement de Jacques Marseille", -1.0
" Le cas des gagnants du jeu « Win for Life » montre que le nombre d'heures travaillées baisserait peu dans une société avec un revenu de base", " Les expérimentations et sondages autour du revenu de base tendent à montrer que le nombre d'heures travaillées baisserait peu", 1.0
" Le chômage n'est pas une loi naturelle", " Le revenu de base est une mesure adaptée à la situation de chômage de masse", -1.0
" Si son montant est trop bas, le revenu de base ne peut remplacer tous les autres minimums sociaux", " Financer un revenu de base au montant modeste est réaliste", -1.0
