arg1, arg2, attack_support
"am-ch639 -> am-ch473", "am-ch473 -> am-ch219", "Support"
"am-ch473 -> am-ch219", "am-ch219 -> am-ch14", "Support"
"am-ch639 -> am-ch473", "am-ch473 -> am-ch219", "Support"
"am-ch474 -> am-ch229", "am-ch229 -> am-ch14", "Support"
"am-ch482 -> ¬am-ch219", "am-ch219 -> am-ch14", "Attack"
"am-ch480 -> ¬am-ch231", "am-ch231 -> ¬am-ch14", "Attack"
"am-ch479 -> am-ch219", "am-ch219 -> am-ch14", "Support"
"am-ch478 -> ¬am-ch227", "am-ch227 -> am-ch14", "Attack"
"am-ch476 -> ¬am-ch221", "am-ch221 -> am-ch14", "Attack"
"am-ch475 -> ¬am-ch219", "am-ch219 -> am-ch14", "Attack"
"am-ch481 -> ¬am-ch219", "am-ch219 -> am-ch14", "Attack"
"am-ch483 -> ¬am-ch219", "am-ch219 -> am-ch14", "Attack"
"am-ch477 -> am-ch233", "am-ch233 -> am-ch14", "Support"
"am-ch477 -> am-ch233", "am-ch233 -> am-ch14", "Support"
"am-ch480 -> ¬am-ch231", "am-ch231 -> ¬am-ch14", "Attack"
"am-ch478 -> ¬am-ch227", "am-ch227 -> am-ch14", "Attack"
"am-ch476 -> ¬am-ch221", "am-ch221 -> am-ch14", "Attack"
"am-ch474 -> am-ch229", "am-ch229 -> am-ch14", "Support"
"am-ch482 -> ¬am-ch219", "am-ch219 -> am-ch14", "Attack"
"am-ch475 -> ¬am-ch219", "am-ch219 -> am-ch14", "Attack"
"am-ch481 -> ¬am-ch219", "am-ch219 -> am-ch14", "Attack"
"am-ch483 -> ¬am-ch219", "am-ch219 -> am-ch14", "Attack"
"am-ch479 -> am-ch219", "am-ch219 -> am-ch14", "Support"
"am-ch473 -> am-ch219", "am-ch219 -> am-ch14", "Support"
