arg1, arg2, attack_support
"wd1596 -> ¬wd858", "wd858 -> wd57", "Attack"
"wd2250 -> ¬wd222", "wd222 -> wd30", "Attack"
"wd2249 -> ¬wd222", "wd222 -> wd30", "Attack"
"wd2251 -> ¬wd222", "wd222 -> wd30", "Attack"
"wd2442 -> wd73", "wd73 -> wd30", "Support"
"wd2247 -> wd222", "wd222 -> wd30", "Support"
"wd2440 -> wd73", "wd73 -> wd30", "Support"
"wd2441 -> wd73", "wd73 -> wd30", "Support"
"wd1596 -> ¬wd858", "wd858 -> wd57", "Attack"
"wd858 -> wd57", "wd57 -> ¬wd30", "Support"
"wd2248 -> wd222", "wd222 -> wd30", "Support"
"wd858 -> wd57", "wd57 -> ¬wd30", "Support"
"wd2250 -> ¬wd222", "wd222 -> wd30", "Attack"
"wd2251 -> ¬wd222", "wd222 -> wd30", "Attack"
"wd2249 -> ¬wd222", "wd222 -> wd30", "Attack"
"wd2247 -> wd222", "wd222 -> wd30", "Support"
"wd2248 -> wd222", "wd222 -> wd30", "Support"
"wd2440 -> wd73", "wd73 -> wd30", "Support"
"wd2442 -> wd73", "wd73 -> wd30", "Support"
"wd2441 -> wd73", "wd73 -> wd30", "Support"
