arg1, arg2, attack_support
"kl19940 -> kl18511", "kl18511 -> ¬kl17410", "Support"
"kl20729 -> kl18359", "kl18359 -> kl17500", "Support"
"kl20096 -> kl18511", "kl18511 -> ¬kl17410", "Support"
"kl21195 -> ¬kl19013", "kl19013 -> ¬kl17500", "Attack"
"kl20730 -> kl19013", "kl19013 -> ¬kl17500", "Support"
"kl19607 -> ¬kl17959", "kl17959 -> ¬kl17098", "Attack"
"kl16213 -> kl19607", "kl19607 -> ¬kl17959", "Support"
"kl20729 -> kl18359", "kl18359 -> kl17500", "Support"
"kl18359 -> kl17500", "kl17500 -> kl16884", "Support"
"kl18896 -> kl17500", "kl17500 -> kl16884", "Support"
"kl18391 -> ¬kl17749", "kl17749 -> ¬kl17021", "Attack"
"kl19013 -> ¬kl17500", "kl17500 -> kl16884", "Attack"
"kl21195 -> ¬kl19013", "kl19013 -> ¬kl17500", "Attack"
"kl20730 -> kl19013", "kl19013 -> ¬kl17500", "Support"
"kl19251 -> ¬kl17749", "kl17749 -> ¬kl17021", "Attack"
"kl18511 -> ¬kl17410", "kl17410 -> kl16768", "Attack"
"kl19940 -> kl18511", "kl18511 -> ¬kl17410", "Support"
"kl15297 -> kl18511", "kl18511 -> ¬kl17410", "Support"
"kl20096 -> kl18511", "kl18511 -> ¬kl17410", "Support"
"kl15897 -> kl18511", "kl18511 -> ¬kl17410", "Support"
"kl17501 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl18435 -> ¬kl17858", "kl17858 -> ¬kl16212", "Attack"
"kl19149 -> kl17858", "kl17858 -> ¬kl16212", "Support"
"kl19607 -> ¬kl17959", "kl17959 -> ¬kl17098", "Attack"
"kl17959 -> ¬kl17098", "kl17098 -> kl15468", "Attack"
"kl18109 -> kl17063", "kl17063 -> kl15346", "Support"
"kl19251 -> ¬kl17749", "kl17749 -> ¬kl17021", "Attack"
"kl17749 -> ¬kl17021", "kl17021 -> ¬kl15672", "Attack"
"kl18391 -> ¬kl17749", "kl17749 -> ¬kl17021", "Attack"
"kl17365 -> kl16696", "kl16696 -> ¬kl16151", "Support"
"kl19013 -> ¬kl17500", "kl17500 -> kl16884", "Attack"
"kl17500 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl18359 -> kl17500", "kl17500 -> kl16884", "Support"
"kl18896 -> kl17500", "kl17500 -> kl16884", "Support"
"kl19561 -> ¬kl17951", "kl17951 -> ¬kl16213", "Attack"
"kl19324 -> ¬kl17826", "kl17826 -> kl16858", "Attack"
"kl19414 -> kl17925", "kl17925 -> ¬kl15487", "Support"
"kl19479 -> ¬kl17526", "kl17526 -> ¬kl16733", "Attack"
"kl19358 -> ¬kl17858", "kl17858 -> ¬kl16212", "Attack"
"kl16213 -> kl19358", "kl19358 -> ¬kl17858", "Support"
"kl17859 -> kl19358", "kl19358 -> ¬kl17858", "Support"
"kl17499 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl18509 -> kl17858", "kl17858 -> ¬kl16212", "Support"
"kl18044 -> kl17253", "kl17253 -> kl16213", "Support"
"kl19349 -> ¬kl17858", "kl17858 -> ¬kl16212", "Attack"
"kl18777 -> ¬kl17477", "kl17477 -> ¬kl16858", "Attack"
"kl17129 -> ¬kl17463", "kl17463 -> kl16768", "Attack"
"kl17463 -> kl16768", "kl16768 -> ¬kl15346", "Support"
"kl19500 -> ¬kl17978", "kl17978 -> kl16858", "Attack"
"kl18796 -> kl17858", "kl17858 -> ¬kl16212", "Support"
"kl19715 -> kl18951", "kl18951 -> ¬kl18071", "Support"
"kl17979 -> kl17253", "kl17253 -> kl16213", "Support"
"kl20760 -> kl18951", "kl18951 -> ¬kl18071", "Support"
"kl18511 -> ¬kl17410", "kl17410 -> kl16768", "Attack"
"kl17410 -> kl16768", "kl16768 -> ¬kl15346", "Support"
"kl17498 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl17332 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl17925 -> ¬kl15487", "kl15487 -> kl12982", "Attack"
"kl19414 -> kl17925", "kl17925 -> ¬kl15487", "Support"
"kl18401 -> ¬kl18004", "kl18004 -> kl16523", "Attack"
"kl18108 -> kl15948", "kl15948 -> kl15473", "Support"
"kl18108 -> kl15948", "kl15948 -> kl14023", "Support"
"kl16827 -> kl15354", "kl15354 -> kl13064", "Support"
"kl17856 -> kl15469", "kl15469 -> kl15915", "Support"
"kl17856 -> kl15469", "kl15469 -> ¬kl12741", "Support"
"kl18159 -> ¬kl16584", "kl16584 -> ¬kl13205", "Attack"
"kl18633 -> kl17929", "kl17929 -> kl16022", "Support"
"kl17860 -> ¬kl16211", "kl16211 -> kl12740", "Attack"
"kl17860 -> ¬kl16211", "kl16211 -> ¬kl13207", "Attack"
"kl17860 -> kl16213", "kl16213 -> kl14482", "Support"
"kl17860 -> kl16213", "kl16213 -> kl16212", "Support"
"kl17860 -> kl16213", "kl16213 -> kl19607", "Support"
"kl17860 -> kl16213", "kl16213 -> kl16863", "Support"
"kl17860 -> kl16213", "kl16213 -> kl19358", "Support"
"kl17951 -> ¬kl16213", "kl16213 -> kl19607", "Attack"
"kl17951 -> ¬kl16213", "kl16213 -> kl16863", "Attack"
"kl17951 -> ¬kl16213", "kl16213 -> kl16212", "Attack"
"kl17951 -> ¬kl16213", "kl16213 -> kl19358", "Attack"
"kl17951 -> ¬kl16213", "kl16213 -> kl14482", "Attack"
"kl19561 -> ¬kl17951", "kl17951 -> ¬kl16213", "Attack"
"kl18880 -> ¬kl17929", "kl17929 -> kl16022", "Attack"
"kl16767 -> kl15346", "kl15346 -> kl15109", "Support"
"kl16648 -> kl15891", "kl15891 -> ¬kl13936", "Support"
"kl19533 -> ¬kl18235", "kl18235 -> kl16050", "Attack"
"kl16723 -> kl16164", "kl16164 -> ¬kl13208", "Support"
"kl17435 -> ¬kl16623", "kl16623 -> ¬kl16233", "Attack"
"kl17435 -> ¬kl16623", "kl16623 -> kl18004", "Attack"
"kl18101 -> ¬kl15835", "kl15835 -> ¬kl12740", "Attack"
"kl18193 -> kl16989", "kl16989 -> kl15496", "Support"
"kl16883 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl16883 -> kl16085", "kl16085 -> ¬kl15109", "Support"
"kl19500 -> ¬kl17978", "kl17978 -> kl16858", "Attack"
"kl17978 -> kl16858", "kl16858 -> ¬kl15784", "Support"
"kl17130 -> kl15542", "kl15542 -> kl15109", "Support"
"kl17477 -> ¬kl16858", "kl16858 -> ¬kl15784", "Attack"
"kl18777 -> ¬kl17477", "kl17477 -> ¬kl16858", "Attack"
"kl17110 -> kl15891", "kl15891 -> ¬kl13936", "Support"
"kl18086 -> kl15985", "kl15985 -> kl12740", "Support"
"kl17869 -> kl16512", "kl16512 -> ¬kl13205", "Support"
"kl17123 -> kl15469", "kl15469 -> kl15915", "Support"
"kl17123 -> kl15469", "kl15469 -> ¬kl12741", "Support"
"kl16884 -> ¬kl15542", "kl15542 -> kl15109", "Attack"
"kl16991 -> ¬kl16884", "kl16884 -> ¬kl15542", "Attack"
"kl17500 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl16883 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl17501 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl17498 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl17332 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl17499 -> kl16884", "kl16884 -> ¬kl15542", "Support"
"kl19138 -> kl18063", "kl18063 -> ¬kl15138", "Support"
"kl17972 -> kl16234", "kl16234 -> kl13740", "Support"
"kl16834 -> kl16234", "kl16234 -> kl13740", "Support"
"kl16817 -> ¬kl16288", "kl16288 -> ¬kl13967", "Attack"
"kl16836 -> kl16360", "kl16360 -> kl13740", "Support"
"kl16815 -> kl16164", "kl16164 -> ¬kl13208", "Support"
"kl17857 -> kl16211", "kl16211 -> ¬kl13207", "Support"
"kl17857 -> kl16211", "kl16211 -> kl12740", "Support"
"kl16759 -> kl17950", "kl17950 -> kl16213", "Support"
"kl16759 -> kl15468", "kl15468 -> kl13207", "Support"
"kl16759 -> kl16991", "kl16991 -> ¬kl16085", "Support"
"kl16759 -> kl16991", "kl16991 -> ¬kl16768", "Support"
"kl16759 -> kl16991", "kl16991 -> ¬kl16884", "Support"
"kl19673 -> ¬kl17929", "kl17929 -> kl16022", "Attack"
"kl17113 -> kl15912", "kl15912 -> ¬kl14245", "Support"
"kl17074 -> kl16213", "kl16213 -> kl14482", "Support"
"kl17074 -> kl16213", "kl16213 -> kl16863", "Support"
"kl17074 -> kl16213", "kl16213 -> kl19358", "Support"
"kl17074 -> kl16213", "kl16213 -> kl19607", "Support"
"kl17074 -> kl16213", "kl16213 -> kl16212", "Support"
"kl16766 -> kl15347", "kl15347 -> kl13206", "Support"
"kl17244 -> kl15337", "kl15337 -> kl15109", "Support"
"kl17129 -> ¬kl17463", "kl17463 -> kl16768", "Attack"
"kl17129 -> kl15346", "kl15346 -> kl15109", "Support"
"kl16765 -> kl15469", "kl15469 -> kl15915", "Support"
"kl16765 -> kl15469", "kl15469 -> ¬kl12741", "Support"
"kl16650 -> kl15180", "kl15180 -> kl13205", "Support"
"kl18194 -> ¬kl16274", "kl16274 -> ¬kl13264", "Attack"
"kl18154 -> kl15337", "kl15337 -> kl15109", "Support"
"kl16614 -> kl15346", "kl15346 -> kl15109", "Support"
"kl17850 -> kl16512", "kl16512 -> ¬kl13205", "Support"
"kl17758 -> ¬kl16690", "kl16690 -> ¬kl16050", "Attack"
"kl16952 -> kl15985", "kl15985 -> kl12740", "Support"
"kl17721 -> ¬kl17004", "kl17004 -> ¬kl16233", "Attack"
"kl16759 -> kl17950", "kl17950 -> kl16213", "Support"
"kl17950 -> kl16213", "kl16213 -> kl19358", "Support"
"kl17950 -> kl16213", "kl16213 -> kl14482", "Support"
"kl17950 -> kl16213", "kl16213 -> kl19607", "Support"
"kl17950 -> kl16213", "kl16213 -> kl16212", "Support"
