arg1, arg2, attack_support
"kl21255 -> ¬kl19118", "kl19118 -> ¬kl17844", "Attack"
"kl19341 -> kl17557", "kl17557 -> kl16977", "Support"
"kl19118 -> ¬kl17844", "kl17844 -> ¬kl16790", "Attack"
"kl21255 -> ¬kl19118", "kl19118 -> ¬kl17844", "Attack"
"kl17824 -> ¬kl15624", "kl15624 -> kl14367", "Attack"
"kl17252 -> ¬kl16505", "kl16505 -> ¬kl15089", "Attack"
"kl19341 -> kl17557", "kl17557 -> kl16977", "Support"
"kl17557 -> kl16977", "kl16977 -> kl16134", "Support"
"kl18226 -> kl16395", "kl16395 -> ¬kl14288", "Support"
"kl17844 -> ¬kl16790", "kl16790 -> ¬kl16163", "Attack"
"kl19118 -> ¬kl17844", "kl17844 -> ¬kl16790", "Attack"
"kl19106 -> ¬kl18181", "kl18181 -> kl16307", "Attack"
"kl17257 -> kl16129", "kl16129 -> ¬kl12962", "Support"
"kl17058 -> ¬kl15804", "kl15804 -> kl13149", "Attack"
"kl15970 -> ¬kl15089", "kl15089 -> kl10347", "Attack"
"kl15478 -> kl17256", "kl17256 -> kl16122", "Support"
"kl15879 -> kl17256", "kl17256 -> kl16122", "Support"
"kl17256 -> kl16122", "kl16122 -> ¬kl14369", "Support"
"kl15499 -> kl13151", "kl13151 -> ¬kl12412", "Support"
"kl16384 -> ¬kl14872", "kl14872 -> kl9265", "Attack"
"kl16341 -> ¬kl13151", "kl13151 -> ¬kl12412", "Attack"
"kl15988 -> kl14376", "kl14376 -> ¬kl9701", "Support"
"kl18005 -> ¬kl15583", "kl15583 -> ¬kl13424", "Attack"
"kl16793 -> kl16120", "kl16120 -> ¬kl14348", "Support"
"kl16912 -> kl16386", "kl16386 -> ¬kl13012", "Support"
"kl17879 -> ¬kl16157", "kl16157 -> ¬kl14399", "Attack"
"kl16781 -> ¬kl15372", "kl15372 -> ¬kl15086", "Attack"
"kl15886 -> ¬kl15089", "kl15089 -> kl10347", "Attack"
"kl15886 -> ¬kl15088", "kl15088 -> kl9645", "Attack"
"kl16395 -> ¬kl14288", "kl14288 -> kl9645", "Attack"
"kl18226 -> kl16395", "kl16395 -> ¬kl14288", "Support"
"kl17844 -> ¬kl16790", "kl16790 -> ¬kl16163", "Attack"
"kl16790 -> ¬kl16163", "kl16163 -> kl13125", "Attack"
"kl16857 -> kl16122", "kl16122 -> ¬kl14369", "Support"
"kl17829 -> ¬kl16120", "kl16120 -> ¬kl14348", "Attack"
"kl16405 -> kl17829", "kl17829 -> ¬kl16120", "Support"
"kl16976 -> ¬kl18006", "kl18006 -> ¬kl16000", "Attack"
"kl18006 -> ¬kl16000", "kl16000 -> kl14466", "Attack"
"kl17134 -> kl15175", "kl15175 -> kl13785", "Support"
"kl16710 -> kl16122", "kl16122 -> ¬kl14369", "Support"
"kl15669 -> ¬kl13151", "kl13151 -> ¬kl12412", "Attack"
"kl16689 -> ¬kl16365", "kl16365 -> ¬kl13125", "Attack"
"kl16876 -> kl15486", "kl15486 -> ¬kl14524", "Support"
"kl16613 -> kl16307", "kl16307 -> kl12725", "Support"
"kl17160 -> ¬kl16215", "kl16215 -> kl13149", "Attack"
"kl17824 -> ¬kl15624", "kl15624 -> kl14367", "Attack"
"kl15624 -> kl14367", "kl14367 -> kl9645", "Support"
"kl16909 -> ¬kl16405", "kl16405 -> kl17829", "Attack"
"kl16909 -> ¬kl16405", "kl16405 -> kl13787", "Attack"
"kl17258 -> kl16129", "kl16129 -> ¬kl12962", "Support"
"kl16505 -> ¬kl15089", "kl15089 -> kl10347", "Attack"
"kl17252 -> ¬kl16505", "kl16505 -> ¬kl15089", "Attack"
"kl19106 -> ¬kl18181", "kl18181 -> kl16307", "Attack"
"kl18181 -> kl16307", "kl16307 -> kl12725", "Support"
"kl16356 -> kl13151", "kl13151 -> ¬kl12412", "Support"
"kl15497 -> kl15089", "kl15089 -> kl10347", "Support"
"kl17268 -> kl16133", "kl16133 -> kl14860", "Support"
"kl16976 -> ¬kl18006", "kl18006 -> ¬kl16000", "Attack"
"kl16976 -> kl16134", "kl16134 -> ¬kl13921", "Support"
"kl18021 -> ¬kl16506", "kl16506 -> kl13384", "Attack"
"kl16977 -> kl16134", "kl16134 -> ¬kl13921", "Support"
"kl17557 -> kl16977", "kl16977 -> kl16134", "Support"
"kl15390 -> ¬kl14288", "kl14288 -> kl9645", "Attack"
"kl15531 -> ¬kl14367", "kl14367 -> kl9645", "Attack"
"kl13915 -> ¬kl9133", "kl9133 -> kl13833", "Attack"
"kl13915 -> ¬kl9133", "kl9133 -> ¬kl6770", "Attack"
"kl14361 -> ¬kl11575", "kl11575 -> kl10837", "Attack"
"kl14361 -> ¬kl11575", "kl11575 -> kl7607", "Attack"
"kl14361 -> ¬kl11575", "kl11575 -> ¬kl12725", "Attack"
"kl16185 -> ¬kl14358", "kl14358 -> ¬kl10851", "Attack"
"kl15702 -> ¬kl14664", "kl14664 -> kl10853", "Attack"
"kl16586 -> ¬kl13707", "kl13707 -> ¬kl12594", "Attack"
