arg1, arg2, attack_support
"kl17225 -> ¬kl16597", "kl16597 -> kl13188", "Attack"
"kl17216 -> ¬kl16568", "kl16568 -> ¬kl14424", "Attack"
"kl17590 -> ¬kl17034", "kl17034 -> kl16175", "Attack"
"kl17101 -> ¬kl15744", "kl15744 -> ¬kl13851", "Attack"
"kl15825 -> ¬kl13944", "kl13944 -> ¬kl10203", "Attack"
"kl17225 -> ¬kl16597", "kl16597 -> kl13188", "Attack"
"kl16597 -> kl13188", "kl13188 -> kl9857", "Support"
"kl16174 -> ¬kl14972", "kl14972 -> kl9857", "Attack"
"kl15696 -> kl13031", "kl13031 -> ¬kl10098", "Support"
"kl15814 -> ¬kl13851", "kl13851 -> ¬kl10979", "Attack"
"kl16432 -> kl14057", "kl14057 -> ¬kl10204", "Support"
"kl17590 -> ¬kl17034", "kl17034 -> kl16175", "Attack"
"kl17034 -> kl16175", "kl16175 -> ¬kl13542", "Support"
"kl15151 -> ¬kl13626", "kl13626 -> ¬kl10203", "Attack"
"kl15744 -> ¬kl13851", "kl13851 -> ¬kl10979", "Attack"
"kl17101 -> ¬kl15744", "kl15744 -> ¬kl13851", "Attack"
"kl16568 -> ¬kl14424", "kl14424 -> ¬kl9590", "Attack"
"kl17216 -> ¬kl16568", "kl16568 -> ¬kl14424", "Attack"
"kl16065 -> kl13031", "kl13031 -> ¬kl10098", "Support"
"kl14374 -> ¬kl9857", "kl9857 -> ¬kl8320", "Attack"
"kl13219 -> kl10015", "kl10015 -> kl8351", "Support"
"kl12939 -> kl9857", "kl9857 -> ¬kl8320", "Support"
"kl13488 -> ¬kl9652", "kl9652 -> kl8934", "Attack"
"kl13851 -> ¬kl10979", "kl10979 -> ¬kl8948", "Attack"
"kl15814 -> ¬kl13851", "kl13851 -> ¬kl10979", "Attack"
"kl15744 -> ¬kl13851", "kl13851 -> ¬kl10979", "Attack"
"kl13135 -> ¬kl10262", "kl10262 -> ¬kl7591", "Attack"
"kl15684 -> ¬kl13411", "kl13411 -> ¬kl11514", "Attack"
"kl14967 -> ¬kl9652", "kl9652 -> kl8934", "Attack"
"kl13478 -> kl9654", "kl9654 -> ¬kl7601", "Support"
"kl13031 -> ¬kl10098", "kl10098 -> kl7591", "Attack"
"kl16065 -> kl13031", "kl13031 -> ¬kl10098", "Support"
"kl15696 -> kl13031", "kl13031 -> ¬kl10098", "Support"
"kl12751 -> kl9157", "kl9157 -> ¬kl7596", "Support"
"kl13529 -> ¬kl9723", "kl9723 -> ¬kl6742", "Attack"
"kl14034 -> ¬kl10262", "kl10262 -> ¬kl7591", "Attack"
"kl16277 -> kl13297", "kl13297 -> kl10912", "Support"
"kl13220 -> kl10015", "kl10015 -> kl8351", "Support"
"kl14242 -> ¬kl10080", "kl10080 -> ¬kl8054", "Attack"
"kl14057 -> ¬kl10204", "kl10204 -> ¬kl8539", "Attack"
"kl16432 -> kl14057", "kl14057 -> ¬kl10204", "Support"
"kl16175 -> ¬kl13542", "kl13542 -> ¬kl12350", "Attack"
"kl17034 -> kl16175", "kl16175 -> ¬kl13542", "Support"
"kl13876 -> ¬kl11386", "kl11386 -> ¬kl8947", "Attack"
"kl15667 -> ¬kl14591", "kl14591 -> kl11556", "Attack"
"kl16174 -> ¬kl14972", "kl14972 -> kl9857", "Attack"
"kl14972 -> kl9857", "kl9857 -> ¬kl8320", "Support"
"kl16568 -> ¬kl14424", "kl14424 -> ¬kl9590", "Attack"
"kl14424 -> ¬kl9590", "kl9590 -> kl8341", "Attack"
"kl13944 -> ¬kl10203", "kl10203 -> kl8830", "Attack"
"kl15825 -> ¬kl13944", "kl13944 -> ¬kl10203", "Attack"
"kl14572 -> ¬kl10979", "kl10979 -> ¬kl8948", "Attack"
"kl16597 -> kl13188", "kl13188 -> kl9857", "Support"
"kl13188 -> kl9857", "kl9857 -> ¬kl8320", "Support"
"kl15537 -> ¬kl13297", "kl13297 -> kl10912", "Attack"
"kl15151 -> ¬kl13626", "kl13626 -> ¬kl10203", "Attack"
"kl13626 -> ¬kl10203", "kl10203 -> kl8830", "Attack"
"kl15063 -> kl11787", "kl11787 -> ¬kl7586", "Support"
"kl13360 -> ¬kl10581", "kl10581 -> ¬kl8281", "Attack"
"kl11787 -> ¬kl7586", "kl7586 -> ¬kl3453", "Attack"
"kl15063 -> kl11787", "kl11787 -> ¬kl7586", "Support"
"kl13944 -> ¬kl10203", "kl10203 -> kl8830", "Attack"
"kl13626 -> ¬kl10203", "kl10203 -> kl8830", "Attack"
"kl10203 -> kl8830", "kl8830 -> kl4698", "Support"
"kl125 -> kl10203", "kl10203 -> kl8830", "Support"
"kl9157 -> ¬kl7596", "kl7596 -> ¬kl3619", "Attack"
"kl12751 -> kl9157", "kl9157 -> ¬kl7596", "Support"
"kl9395 -> ¬kl7589", "kl7589 -> ¬kl3204", "Attack"
"kl13489 -> kl10912", "kl10912 -> ¬kl5644", "Support"
"kl13973 -> ¬kl12462", "kl12462 -> kl4606", "Attack"
"kl10333 -> ¬kl7593", "kl7593 -> kl3819", "Attack"
"kl16175 -> ¬kl13542", "kl13542 -> ¬kl12350", "Attack"
"kl13542 -> ¬kl12350", "kl12350 -> ¬kl2314", "Attack"
"kl14722 -> ¬kl10708", "kl10708 -> ¬kl3456", "Attack"
"kl13298 -> kl11916", "kl11916 -> kl4256", "Support"
"kl9162 -> ¬kl8054", "kl8054 -> ¬kl6150", "Attack"
"kl9162 -> ¬kl8054", "kl8054 -> kl3453", "Attack"
"kl9162 -> ¬kl8054", "kl8054 -> kl3114", "Attack"
"kl12516 -> ¬kl7226", "kl7226 -> ¬kl3291", "Attack"
"kl13159 -> ¬kl11412", "kl11412 -> ¬kl3679", "Attack"
"kl9436 -> ¬kl8334", "kl8334 -> kl6040", "Attack"
"kl14739 -> ¬kl12462", "kl12462 -> kl4606", "Attack"
"kl14967 -> ¬kl9652", "kl9652 -> kl8934", "Attack"
"kl13488 -> ¬kl9652", "kl9652 -> kl8934", "Attack"
"kl9652 -> kl8934", "kl8934 -> ¬kl10514", "Support"
"kl9652 -> kl8934", "kl8934 -> ¬kl2425", "Support"
"kl9652 -> kl8934", "kl8934 -> ¬kl7586", "Support"
"kl14191 -> kl10912", "kl10912 -> ¬kl5644", "Support"
"kl10111 -> ¬kl6584", "kl6584 -> kl5909", "Attack"
"kl10111 -> ¬kl6584", "kl6584 -> ¬kl7589", "Attack"
"kl9602 -> kl6742", "kl6742 -> ¬kl2447", "Support"
"kl10514 -> ¬kl8054", "kl8054 -> kl3453", "Attack"
"kl10514 -> ¬kl8054", "kl8054 -> ¬kl6150", "Attack"
"kl10514 -> ¬kl8054", "kl8054 -> kl3114", "Attack"
"kl8934 -> ¬kl10514", "kl10514 -> ¬kl8054", "Attack"
"kl14178 -> ¬kl10480", "kl10480 -> kl5042", "Attack"
"kl15537 -> ¬kl13297", "kl13297 -> kl10912", "Attack"
"kl13297 -> kl10912", "kl10912 -> ¬kl5644", "Support"
