premise, conclusion, weight
"的確，就政治情面的角度而言，在中美貿易戰中，日本會選擇站在美方這邊是合情合理的，畢竟這波對華為的封鎖是由美國開始的，日本會跟進也是很正常的。那就資訊安全方面來說，華為的確在資安方面是較不值得信賴的，因此選擇禁用華為的產品也可以視為一種自我保護。4107066043", "我也同意上述觀點，日本在對中美的態度，一直都是較親近美國，這次會選擇和美國圍堵華為也不令人意外，另一方面，以中國的行事作風，日本對於中國的通訊設備有防備心也是能體諒的，不過現在時局敏感，讓人不禁多做聯想。4106032030 園藝二", 1.0
"華為的背景相對較複雜，和中國政府的關聯性很高，因此容易使他國對於使用其產品可能導致的資安風險有疑慮，因此以國家為單位禁止使用該公司的產品，我認為是合理的。但在這個敏感的時間點，容易使國際認為為中美貿易選邊站的一項舉動。另外，我想也因為華為背景複雜，即使公司自我提出的證據佐證，也不一定能使國際買單。4105012059", "或許沒有證據說明華為有資安風險，但是華為的零件產品等也沒有經過認證，再大家都存有疑心之時，自己站出來為自己的產品作辯駁，給出對應的證據作佐證，才是讓他國信服的做法，而不是單方面要購買者自己找出證據。4105034001 應經三", -0.5
"在現今資訊流通如此快速的社會之中，網路上的安全也就成了大家極為重視的議題，尤其是在現今人手一機的時代，個人的隱私保障也就需要更高層次的保護，所以現今各大廠商因為疏忽而導致資訊外洩的新聞也時有所聞，那國際間的手機大牌若是有這樣的風險疑慮，政府當然會毫不猶豫地去禁止進口相關的電子資訊產品，我認為這是很正確的處理方式。4105013016 歷史三 江政軒", "不能因為世界各國都拒絕使用華為的產品就跟著封殺他們，這是一種無意義的跟風行為，我認為應該要提出證據說明華為有資安風險才能公佈禁止使用華為產品的發言，不過日本政府基於國家安全的因素做出這樣的決定我們也無法反駁，身為華為的領導人或許要盡快做出回應，否則會有重大的經濟損耗。行銷二 彭康閔 4106044042", 1.0
"我也同意上述觀點，日本在對中美的態度，一直都是較親近美國，這次會選擇和美國圍堵華為也不令人意外，另一方面，以中國的行事作風，日本對於中國的通訊設備有防備心也是能體諒的，不過現在時局敏感，讓人不禁多做聯想。4106032030 園藝二", "我同意您的論述，因為日本是非常親美的，雖然在中美貿易戰時，日本是遊走在中美間兩邊都不得罪，但是在圍堵華維上，可以看到各國開始選邊站，日本選擇了美國。這件事突顯了美國迄今的對亞洲影響力是中國難以撼動的。4104043051", 1.0
"或許沒有證據說明華為有資安風險，但是華為的零件產品等也沒有經過認證，再大家都存有疑心之時，自己站出來為自己的產品作辯駁，給出對應的證據作佐證，才是讓他國信服的做法，而不是單方面要購買者自己找出證據。4105034001 應經三", "不能因為世界各國都拒絕使用華為的產品就跟著封殺他們，這是一種無意義的跟風行為，我認為應該要提出證據說明華為有資安風險才能公佈禁止使用華為產品的發言，不過日本政府基於國家安全的因素做出這樣的決定我們也無法反駁，身為華為的領導人或許要盡快做出回應，否則會有重大的經濟損耗。行銷二 彭康閔 4106044042", -1.0
"單就題幹而言，討論的就是合理與否，所以當然存在這個問題。日本禁用華為設備，合情，但不合理，當然目前普遍的風向幾乎認為日本是出自於國際關係的情勢考量加入圍賭行列，就市場來看，美日等國目前的做法不正是打臉一向奉為圭臬的自由機制嗎？4105013064", "其實禁用華為的設備是是由美國發起的對中國的貿易攻擊，日本出自於世界情勢與自身政治考量，支持美國的這個方法是很合情合理的，畢竟參加的國家也越來越多對於日本在實際來說並不吃虧4104029032", -1.0
"目前正值中國與美國的貿易戰期間，而美國也於今年宣布禁用華為設備，且宣稱該廠商具有政府在背後操作以及資料外洩等疑慮，試圖勸阻他國使用該品牌；然而，美國自己也有竊聽、竊用資料的案例，因此，美國在這個時間點對外斥責中國華為，其目的大家心知肚明。而假設今天換了一個國家的廠商具有這樣竊資的行為(純屬假設)，且該國家並非會對美國國際地位具有威脅性的國家，我也不認為美國會跳出來插手這件事，也就是說，美國宣布禁用華為的目的就是要打壓中國，而向外宣傳該公司的負面消息，就是要明白告訴其他國家自己明確的目的，並暗示他國表明立場，是親中還是親美。所以日本如今宣布禁用華為也是可以理解的。4103033103", "我覺得只禁止華為是因為政治體系的原因，在其他民主的國家，政治對於商業的影響力並不會像中國那麼大或有強制性，對於竊取使用者的個資在其他國家是較不會發生的，而中國在這一塊是前科累累，所以禁止華為是件正確的選擇，只是現在的時機敏感讓人覺得日本現在宣布是在像美國靠攏。4106037003", 1.0
"4104043063我認為在網路發達的社會下，資料外洩的程度只會增加不會減少，人們很難保有隱私了。美國對華為的制裁，我認為是中美貿易戰的一種手段，而日本在這樣敏感的時間點以資安為由禁止使用華為手機，這樣的理由有些牽強，反而容易被解讀成是向美國靠攏。", "網路上的隱私是很難被防住的，科技日新月異，人跟人之間越來越沒有隱私，所以日本的未雨綢繆是合理的行為。但是換個角度想，會不會是中美貿易戰下日本的表態行為？沒有確切證據指出華為有偷竊資料的行為，但日本卻做出如此明確立場的選擇，不禁讓人聯想到背後的實力角逐4106032016", 1.0
"沒錯，最主要還是中國體制的問題導致他國無法給予信任，舉例來說美國聯邦在調查恐怖份子時也不能強迫蘋果解鎖旗下產品；但在中國，一旦當局下令交出客戶通訊資訊時，公司便必須照做，否則可能面臨無法繼續營運的危機。更別說華為積極參與了中國當局的公安資訊化，在國內以平安城市的說法配合政府監控人民，當然到了國外，他國會認為他們的產品會對自身國土安全造成威脅，成為中共的情報窗口，因此日本跟進其他西方國家的做法抵制華為是很合理的。4106037051", "我也認為是合理的。華為的透明度一直都是國際上擔憂的議題。由於中國體制關係，政府對企業的控制過深(比如之前Google就因中國法律原因被迫退出中國)可以輕易使政府收取到涉及人民隱私的資訊。不論是美國、捷克、印度等，最近對華為的安全問題，已對華為採取不信任的立場，甚至是禁止進口。所以我認為日本的作法，是有其合理性的。4103011031", 1.0
"其實禁用華為的設備是是由美國發起的對中國的貿易攻擊，日本出自於世界情勢與自身政治考量，支持美國的這個方法是很合情合理的，畢竟參加的國家也越來越多對於日本在實際來說並不吃虧4104029032", "在這個中美貿易戰的節骨眼上，美國對華為的種種行動難免讓人有所臆測，是否為針對華為這間公司的處分，亦或是要對抗中國的崛起，而一直以來都較為親美的日本，自然也會在這起事件上表態，所以我認為日本也對華為採取這種行動是可以理解的4104044019 行銷四", 1.0
"我也認為是合理的。華為的透明度一直都是國際上擔憂的議題。由於中國體制關係，政府對企業的控制過深(比如之前Google就因中國法律原因被迫退出中國)可以輕易使政府收取到涉及人民隱私的資訊。不論是美國、捷克、印度等，最近對華為的安全問題，已對華為採取不信任的立場，甚至是禁止進口。所以我認為日本的作法，是有其合理性的。4103011031", "在日本國內使用此品牌的手機而造成資訊上的洩漏並非花錢就能解決的問題，更何況還有可能會影響到日本的國安問題，一旦讓敵人知道自己的弱點在哪裡的話，後果完全不能想像，因此我認為這個做法是正確的。4107032039 園藝一 林煜翔", 1.0
