arg1, arg2, attack_support
"wd1732 -> ¬wd1536", "wd1536 -> ¬wd894", "Attack"
"wd1534 -> ¬wd982", "wd982 -> wd316", "Attack"
"wd1660 -> ¬wd442", "wd442 -> wd311", "Attack"
"wd1420 -> ¬wd865", "wd865 -> ¬wd311", "Attack"
"wd1145 -> ¬wd1079", "wd1079 -> ¬wd313", "Attack"
"wd1590 -> ¬wd983", "wd983 -> wd314", "Attack"
"wd1589 -> ¬wd983", "wd983 -> wd314", "Attack"
"wd1134 -> ¬wd974", "wd974 -> wd314", "Attack"
"wd1239 -> ¬wd981", "wd981 -> wd310", "Attack"
"wd1239 -> ¬wd981", "wd981 -> wd316", "Attack"
"wd1328 -> ¬wd970", "wd970 -> ¬wd314", "Attack"
"wd1653 -> ¬wd364", "wd364 -> wd315", "Attack"
"wd1505 -> ¬wd408", "wd408 -> wd315", "Attack"
"wd1224 -> ¬wd983", "wd983 -> wd314", "Attack"
"wd1586 -> ¬wd986", "wd986 -> wd314", "Attack"
"wd1403 -> ¬wd365", "wd365 -> ¬wd315", "Attack"
"wd1732 -> ¬wd1536", "wd1536 -> ¬wd894", "Attack"
"wd1536 -> ¬wd894", "wd894 -> wd315", "Attack"
"wd1182 -> ¬wd969", "wd969 -> ¬wd314", "Attack"
"wd1195 -> ¬wd1079", "wd1079 -> ¬wd313", "Attack"
"wd1225 -> ¬wd983", "wd983 -> wd314", "Attack"
"wd1567 -> ¬wd865", "wd865 -> ¬wd311", "Attack"
"wd1188 -> ¬wd984", "wd984 -> wd313", "Attack"
"wd1584 -> ¬wd974", "wd974 -> wd314", "Attack"
"wd1651 -> ¬wd364", "wd364 -> wd315", "Attack"
"wd1147 -> ¬wd443", "wd443 -> wd311", "Attack"
"wd1591 -> ¬wd982", "wd982 -> wd316", "Attack"
"wd1226 -> ¬wd983", "wd983 -> wd314", "Attack"
"wd1562 -> ¬wd984", "wd984 -> wd313", "Attack"
"wd1585 -> ¬wd969", "wd969 -> ¬wd314", "Attack"
"wd1095 -> ¬wd979", "wd979 -> wd316", "Attack"
"wd1587 -> ¬wd975", "wd975 -> wd314", "Attack"
"wd1593 -> ¬wd979", "wd979 -> wd316", "Attack"
"wd1655 -> ¬wd364", "wd364 -> wd315", "Attack"
"wd1198 -> ¬wd865", "wd865 -> ¬wd311", "Attack"
"wd1592 -> ¬wd973", "wd973 -> wd314", "Attack"
"wd1588 -> ¬wd982", "wd982 -> wd316", "Attack"
"wd1535 -> ¬wd980", "wd980 -> wd310", "Attack"
"wd967 -> wd312", "wd312 -> ¬wd7", "Support"
"wd1134 -> ¬wd974", "wd974 -> wd314", "Attack"
"wd1584 -> ¬wd974", "wd974 -> wd314", "Attack"
"wd974 -> wd314", "wd314 -> wd7", "Support"
"wd315 -> ¬wd978", "wd978 -> wd313", "Attack"
"wd315 -> ¬wd978", "wd978 -> ¬wd315", "Attack"
"wd978 -> ¬wd315", "wd315 -> ¬wd7", "Attack"
"wd978 -> ¬wd315", "wd315 -> ¬wd978", "Attack"
"wd978 -> wd313", "wd313 -> wd7", "Support"
"wd1145 -> ¬wd1079", "wd1079 -> ¬wd313", "Attack"
"wd1079 -> ¬wd313", "wd313 -> wd7", "Attack"
"wd1195 -> ¬wd1079", "wd1079 -> ¬wd313", "Attack"
"wd971 -> ¬wd316", "wd316 -> wd7", "Attack"
"wd971 -> ¬wd316", "wd316 -> wd7", "Attack"
"wd798 -> wd315", "wd315 -> ¬wd978", "Support"
"wd798 -> wd315", "wd315 -> ¬wd7", "Support"
"wd365 -> ¬wd315", "wd315 -> ¬wd978", "Attack"
"wd365 -> ¬wd315", "wd315 -> ¬wd7", "Attack"
"wd978 -> ¬wd315", "wd315 -> ¬wd7", "Attack"
"wd978 -> ¬wd315", "wd315 -> ¬wd978", "Attack"
"wd315 -> ¬wd978", "wd978 -> wd313", "Attack"
"wd315 -> ¬wd978", "wd978 -> ¬wd315", "Attack"
