arg1, arg2, attack_support
"kl16003 -> ¬kl14665", "kl14665 -> ¬kl9252", "Attack"
"kl15234 -> kl13713", "kl13713 -> kl10858", "Support"
"kl15945 -> ¬kl15080", "kl15080 -> ¬kl9224", "Attack"
"kl16067 -> kl13713", "kl13713 -> kl10858", "Support"
"kl16349 -> kl13714", "kl13714 -> kl10858", "Support"
"kl16351 -> kl13714", "kl13714 -> kl10858", "Support"
"kl16326 -> kl13713", "kl13713 -> kl10858", "Support"
"kl15174 -> ¬kl14504", "kl14504 -> ¬kl9252", "Attack"
"kl14758 -> ¬kl12322", "kl12322 -> ¬kl9037", "Attack"
"kl14758 -> ¬kl12322", "kl12322 -> ¬kl12589", "Attack"
"kl12917 -> kl12577", "kl12577 -> kl9064", "Support"
"kl14179 -> ¬kl10975", "kl10975 -> ¬kl6596", "Attack"
"kl15945 -> ¬kl15080", "kl15080 -> ¬kl9224", "Attack"
"kl15080 -> ¬kl9224", "kl9224 -> kl7603", "Attack"
"kl12661 -> ¬kl10975", "kl10975 -> ¬kl6596", "Attack"
"kl14082 -> kl11572", "kl11572 -> kl9055", "Support"
"kl13048 -> kl9224", "kl9224 -> kl7603", "Support"
"kl14650 -> ¬kl9224", "kl9224 -> kl7603", "Attack"
"kl15700 -> ¬kl14272", "kl14272 -> ¬kl11112", "Attack"
"kl13714 -> kl10858", "kl10858 -> kl8008", "Support"
"kl16349 -> kl13714", "kl13714 -> kl10858", "Support"
"kl16351 -> kl13714", "kl13714 -> kl10858", "Support"
"kl13643 -> kl11565", "kl11565 -> kl8399", "Support"
"kl14504 -> ¬kl9252", "kl9252 -> ¬kl8282", "Attack"
"kl15174 -> ¬kl14504", "kl14504 -> ¬kl9252", "Attack"
"kl16067 -> kl13713", "kl13713 -> kl10858", "Support"
"kl13713 -> kl10858", "kl10858 -> kl8008", "Support"
"kl15234 -> kl13713", "kl13713 -> kl10858", "Support"
"kl16326 -> kl13713", "kl13713 -> kl10858", "Support"
"kl14717 -> ¬kl9667", "kl9667 -> ¬kl9252", "Attack"
"kl14717 -> ¬kl9667", "kl9667 -> kl8282", "Attack"
"kl12797 -> kl9478", "kl9478 -> kl8467", "Support"
"kl16003 -> ¬kl14665", "kl14665 -> ¬kl9252", "Attack"
"kl14665 -> ¬kl9252", "kl9252 -> ¬kl8282", "Attack"
"kl12973 -> kl9224", "kl9224 -> kl7603", "Support"
"kl12968 -> ¬kl9224", "kl9224 -> kl7603", "Attack"
"kl7275 -> ¬kl15561", "kl15561 -> ¬kl13349", "Attack"
"kl15561 -> ¬kl13349", "kl13349 -> kl10807", "Attack"
"kl13818 -> kl9355", "kl9355 -> kl8467", "Support"
"kl9738 -> kl7599", "kl7599 -> ¬kl7261", "Support"
"kl9738 -> kl7599", "kl7599 -> ¬kl8973", "Support"
"kl9738 -> kl7599", "kl7599 -> ¬kl8974", "Support"
"kl9738 -> kl7599", "kl7599 -> ¬kl4933", "Support"
"kl14660 -> kl10348", "kl10348 -> kl4701", "Support"
"kl10192 -> kl8468", "kl8468 -> kl4328", "Support"
"kl10479 -> ¬kl8056", "kl8056 -> kl4328", "Attack"
"kl11093 -> kl8468", "kl8468 -> kl4328", "Support"
"kl14537 -> ¬kl10980", "kl10980 -> ¬kl5174", "Attack"
"kl14537 -> ¬kl10980", "kl10980 -> ¬kl4414", "Attack"
"kl10010 -> kl8679", "kl8679 -> ¬kl3462", "Support"
"kl11572 -> kl9055", "kl9055 -> kl4839", "Support"
"kl14082 -> kl11572", "kl11572 -> kl9055", "Support"
"kl10000 -> kl8600", "kl8600 -> ¬kl4925", "Support"
