premise, conclusion, weight
" La précocité des élèves avec la méthode Céline Alvarez ne peut pas être comparée", " La méthode Céline Alvarez produit une précocité dans les apprentissages", -1.0
" Les préconisations de Stanislas Dehaene en matière d'éducation n'ont pas été validées", " La méthode Céline Alvarez se base sur les résultats des neurosciences", -1.0
" Les enfants arrivent à l’école avec déjà un vécu", " La méthode Céline Alvarez s'adapte au fonctionnement naturel de l’enfant", -1.0
" Le travail de l'enseignant est aussi de construire une volonté d'apprendre", " La méthode Céline Alvarez s'adapte au fonctionnement naturel de l’enfant", -1.0
" La méthode Céline Alvarez a des résultats spectaculaires", " La méthode Céline Alvarez est très efficace", 1.0
" La méthode Céline Alvarez est saturée de mysticisme", " La méthode Céline Alvarez se base sur les résultats des neurosciences", -1.0
" Les pédagogies apolitiques et non-idéologiques n’existent pas", " La méthode Céline Alvarez est universelle", -1.0
" La méthode Céline Alvarez produit une précocité dans les apprentissages", " La méthode Céline Alvarez est très efficace", 1.0
" La méthode Céline Alvarez produit des résultats chez des enfants défavorisés", " La méthode Céline Alvarez est très efficace", 1.0
" Il n'existe pas une méthode pédagogique universelle", " La méthode Céline Alvarez est universelle", -1.0
" La méthode Céline Alvarez est basée sur une expérience peu représentative", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", -1.0
" La méthode Céline Alvarez renferme la classe sur elle-même", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", -1.0
" La méthode Céline Alvarez est universelle", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", 1.0
" La méthode Céline Alvarez manque d'évaluation", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", -1.0
" La méthode Céline Alvarez s'adapte au fonctionnement naturel de l’enfant", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", 1.0
" La méthode Céline Alvarez est gourmande en matériel et encadrement", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", -1.0
" La méthode Céline Alvarez signifie l'entrée du monde du business dans l’éducation", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", -1.0
" La méthode Céline Alvarez est très efficace", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", 1.0
" La méthode Céline Alvarez apporte peu d’arguments pédagogiques en dehors de la pédagogie de Montessori", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", -1.0
" La méthode Céline Alvarez favorise l’entraide et l’empathie", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", 1.0
" La méthode Céline Alvarez se base sur les résultats des neurosciences", " La méthode Céline Alvarez révolutionne-t-elle l'école maternelle ?", 1.0
