arg1, arg2, attack_support
"am-ch663 -> am-ch579", "am-ch579 -> am-ch381", "Support"
"am-ch665 -> ¬am-ch582", "am-ch582 -> am-ch389", "Attack"
"am-ch666 -> am-ch588", "am-ch588 -> ¬am-ch390", "Support"
"am-ch381 -> am-ch86", "am-ch86 -> am-ch6", "Support"
"am-ch398 -> am-ch86", "am-ch86 -> am-ch6", "Support"
"am-ch395 -> am-ch86", "am-ch86 -> am-ch6", "Support"
"am-ch384 -> am-ch86", "am-ch86 -> am-ch6", "Support"
"am-ch391 -> ¬am-ch91", "am-ch91 -> am-ch6", "Attack"
"am-ch389 -> ¬am-ch91", "am-ch91 -> am-ch6", "Attack"
"am-ch388 -> am-ch91", "am-ch91 -> am-ch6", "Support"
"am-ch383 -> ¬am-ch88", "am-ch88 -> am-ch6", "Attack"
"am-ch387 -> ¬am-ch88", "am-ch88 -> am-ch6", "Attack"
"am-ch393 -> am-ch88", "am-ch88 -> am-ch6", "Support"
"am-ch390 -> ¬am-ch92", "am-ch92 -> am-ch6", "Attack"
"am-ch396 -> am-ch92", "am-ch92 -> am-ch6", "Support"
"am-ch382 -> ¬am-ch89", "am-ch89 -> am-ch6", "Attack"
"am-ch397 -> ¬am-ch89", "am-ch89 -> am-ch6", "Attack"
"am-ch386 -> ¬am-ch85", "am-ch85 -> ¬am-ch6", "Attack"
"am-ch392 -> am-ch85", "am-ch85 -> ¬am-ch6", "Support"
"am-ch394 -> ¬am-ch97", "am-ch97 -> am-ch6", "Attack"
"am-ch385 -> am-ch87", "am-ch87 -> ¬am-ch6", "Support"
"am-ch580 -> ¬am-ch381", "am-ch381 -> am-ch86", "Attack"
"am-ch381 -> am-ch86", "am-ch86 -> am-ch6", "Support"
"am-ch579 -> am-ch381", "am-ch381 -> am-ch86", "Support"
"am-ch398 -> am-ch86", "am-ch86 -> am-ch6", "Support"
"am-ch396 -> am-ch92", "am-ch92 -> am-ch6", "Support"
"am-ch583 -> ¬am-ch388", "am-ch388 -> am-ch91", "Attack"
"am-ch388 -> am-ch91", "am-ch91 -> am-ch6", "Support"
"am-ch391 -> ¬am-ch91", "am-ch91 -> am-ch6", "Attack"
"am-ch584 -> am-ch391", "am-ch391 -> ¬am-ch91", "Support"
"am-ch385 -> am-ch87", "am-ch87 -> ¬am-ch6", "Support"
"am-ch389 -> ¬am-ch91", "am-ch91 -> am-ch6", "Attack"
"am-ch582 -> am-ch389", "am-ch389 -> ¬am-ch91", "Support"
"am-ch581 -> ¬am-ch384", "am-ch384 -> am-ch86", "Attack"
"am-ch384 -> am-ch86", "am-ch86 -> am-ch6", "Support"
"am-ch393 -> am-ch88", "am-ch88 -> am-ch6", "Support"
"am-ch585 -> ¬am-ch390", "am-ch390 -> ¬am-ch92", "Attack"
"am-ch390 -> ¬am-ch92", "am-ch92 -> am-ch6", "Attack"
"am-ch587 -> ¬am-ch390", "am-ch390 -> ¬am-ch92", "Attack"
"am-ch588 -> ¬am-ch390", "am-ch390 -> ¬am-ch92", "Attack"
"am-ch586 -> ¬am-ch390", "am-ch390 -> ¬am-ch92", "Attack"
"am-ch392 -> am-ch85", "am-ch85 -> ¬am-ch6", "Support"
"am-ch386 -> ¬am-ch85", "am-ch85 -> ¬am-ch6", "Attack"
"am-ch395 -> am-ch86", "am-ch86 -> am-ch6", "Support"
"am-ch382 -> ¬am-ch89", "am-ch89 -> am-ch6", "Attack"
"am-ch397 -> ¬am-ch89", "am-ch89 -> am-ch6", "Attack"
"am-ch394 -> ¬am-ch97", "am-ch97 -> am-ch6", "Attack"
"am-ch383 -> ¬am-ch88", "am-ch88 -> am-ch6", "Attack"
"am-ch387 -> ¬am-ch88", "am-ch88 -> am-ch6", "Attack"
"am-ch587 -> ¬am-ch390", "am-ch390 -> ¬am-ch92", "Attack"
"am-ch664 -> am-ch587", "am-ch587 -> ¬am-ch390", "Support"
"am-ch665 -> ¬am-ch582", "am-ch582 -> am-ch389", "Attack"
"am-ch582 -> am-ch389", "am-ch389 -> ¬am-ch91", "Support"
"am-ch585 -> ¬am-ch390", "am-ch390 -> ¬am-ch92", "Attack"
"am-ch586 -> ¬am-ch390", "am-ch390 -> ¬am-ch92", "Attack"
"am-ch581 -> ¬am-ch384", "am-ch384 -> am-ch86", "Attack"
"am-ch579 -> am-ch381", "am-ch381 -> am-ch86", "Support"
"am-ch663 -> am-ch579", "am-ch579 -> am-ch381", "Support"
"am-ch580 -> ¬am-ch381", "am-ch381 -> am-ch86", "Attack"
"am-ch583 -> ¬am-ch388", "am-ch388 -> am-ch91", "Attack"
"am-ch584 -> am-ch391", "am-ch391 -> ¬am-ch91", "Support"
"am-ch588 -> ¬am-ch390", "am-ch390 -> ¬am-ch92", "Attack"
"am-ch666 -> am-ch588", "am-ch588 -> ¬am-ch390", "Support"
"am-ch664 -> am-ch587", "am-ch587 -> ¬am-ch390", "Support"
