arg1, arg2, attack_support
"am-ch641 -> ¬am-ch486", "am-ch486 -> am-ch240", "Attack"
"am-ch640 -> am-ch485", "am-ch485 -> ¬am-ch238", "Support"
"am-ch485 -> ¬am-ch238", "am-ch238 -> am-ch15", "Attack"
"am-ch640 -> am-ch485", "am-ch485 -> ¬am-ch238", "Support"
"am-ch487 -> am-ch240", "am-ch240 -> ¬am-ch15", "Support"
"am-ch490 -> am-ch238", "am-ch238 -> am-ch15", "Support"
"am-ch641 -> ¬am-ch486", "am-ch486 -> am-ch240", "Attack"
"am-ch486 -> am-ch240", "am-ch240 -> ¬am-ch15", "Support"
"am-ch489 -> ¬am-ch239", "am-ch239 -> ¬am-ch15", "Attack"
"am-ch488 -> am-ch237", "am-ch237 -> am-ch15", "Support"
"am-ch484 -> ¬am-ch237", "am-ch237 -> am-ch15", "Attack"
"am-ch487 -> am-ch240", "am-ch240 -> ¬am-ch15", "Support"
"am-ch486 -> am-ch240", "am-ch240 -> ¬am-ch15", "Support"
"am-ch489 -> ¬am-ch239", "am-ch239 -> ¬am-ch15", "Attack"
"am-ch485 -> ¬am-ch238", "am-ch238 -> am-ch15", "Attack"
"am-ch490 -> am-ch238", "am-ch238 -> am-ch15", "Support"
"am-ch484 -> ¬am-ch237", "am-ch237 -> am-ch15", "Attack"
"am-ch488 -> am-ch237", "am-ch237 -> am-ch15", "Support"
