arg1, arg2, attack_support
"wd624 -> wd135", "wd135 -> ¬wd42", "Support"
"wd664 -> ¬wd140", "wd140 -> wd42", "Attack"
"wd538 -> ¬wd134", "wd134 -> wd42", "Attack"
"wd623 -> wd135", "wd135 -> ¬wd42", "Support"
"wd597 -> ¬wd145", "wd145 -> wd42", "Attack"
"wd448 -> ¬wd146", "wd146 -> ¬wd42", "Attack"
"wd448 -> ¬wd146", "wd146 -> ¬wd42", "Attack"
"wd664 -> ¬wd140", "wd140 -> wd42", "Attack"
"wd597 -> ¬wd145", "wd145 -> wd42", "Attack"
"wd112 -> ¬wd134", "wd134 -> wd42", "Attack"
"wd538 -> ¬wd134", "wd134 -> wd42", "Attack"
"wd112 -> ¬wd134", "wd134 -> wd42", "Attack"
"wd624 -> wd135", "wd135 -> ¬wd42", "Support"
"wd623 -> wd135", "wd135 -> ¬wd42", "Support"
