arg1, arg2, attack_support
"kl18146 -> ¬kl16607", "kl16607 -> ¬kl14287", "Attack"
"kl16990 -> ¬kl16607", "kl16607 -> ¬kl14287", "Attack"
"kl17215 -> kl16607", "kl16607 -> ¬kl14287", "Support"
"kl15939 -> kl15070", "kl15070 -> kl10977", "Support"
"kl13847 -> kl9274", "kl9274 -> ¬kl6779", "Support"
"kl15302 -> kl14792", "kl14792 -> kl11953", "Support"
"kl14354 -> kl9274", "kl9274 -> ¬kl6779", "Support"
"kl16344 -> ¬kl14287", "kl14287 -> ¬kl11530", "Attack"
"kl18146 -> ¬kl16607", "kl16607 -> ¬kl14287", "Attack"
"kl16607 -> ¬kl14287", "kl14287 -> ¬kl11530", "Attack"
"kl16990 -> ¬kl16607", "kl16607 -> ¬kl14287", "Attack"
"kl17215 -> kl16607", "kl16607 -> ¬kl14287", "Support"
"kl15703 -> ¬kl15018", "kl15018 -> ¬kl11721", "Attack"
"kl14003 -> kl10977", "kl10977 -> ¬kl4010", "Support"
"kl10371 -> ¬kl9026", "kl9026 -> ¬kl5589", "Attack"
"kl11339 -> ¬kl6729", "kl6729 -> kl4010", "Attack"
"kl14291 -> kl10674", "kl10674 -> kl2298", "Support"
"kl14605 -> ¬kl12043", "kl12043 -> ¬kl4010", "Attack"
"kl14926 -> ¬kl10811", "kl10811 -> ¬kl4363", "Attack"
"kl10084 -> ¬kl7001", "kl7001 -> kl2298", "Attack"
"kl10227 -> ¬kl7479", "kl7479 -> kl5698", "Attack"
"kl14612 -> kl12043", "kl12043 -> ¬kl4010", "Support"
"kl14451 -> ¬kl11146", "kl11146 -> kl4010", "Attack"
"kl11279 -> ¬kl7755", "kl7755 -> ¬kl4813", "Attack"
"kl12699 -> kl10674", "kl10674 -> kl2298", "Support"
"kl14586 -> ¬kl11146", "kl11146 -> kl4010", "Attack"
"kl9490 -> ¬kl6729", "kl6729 -> kl4010", "Attack"
"kl9274 -> ¬kl6779", "kl6779 -> ¬kl2298", "Attack"
"kl14354 -> kl9274", "kl9274 -> ¬kl6779", "Support"
"kl13847 -> kl9274", "kl9274 -> ¬kl6779", "Support"
"kl9468 -> kl6611", "kl6611 -> ¬kl6054", "Support"
"kl14792 -> kl11953", "kl11953 -> ¬kl4255", "Support"
"kl15302 -> kl14792", "kl14792 -> kl11953", "Support"
"kl10091 -> ¬kl8697", "kl8697 -> ¬kl2563", "Attack"
"kl16607 -> ¬kl14287", "kl14287 -> ¬kl11530", "Attack"
"kl14287 -> ¬kl11530", "kl11530 -> ¬kl5682", "Attack"
"kl16344 -> ¬kl14287", "kl14287 -> ¬kl11530", "Attack"
"kl9948 -> ¬kl7755", "kl7755 -> ¬kl4813", "Attack"
"kl14298 -> ¬kl10725", "kl10725 -> ¬kl5818", "Attack"
"kl14318 -> kl12043", "kl12043 -> ¬kl4010", "Support"
"kl9259 -> kl7477", "kl7477 -> kl5709", "Support"
"kl14682 -> ¬kl11530", "kl11530 -> ¬kl5682", "Attack"
"kl14634 -> ¬kl11530", "kl11530 -> ¬kl5682", "Attack"
"kl15070 -> kl10977", "kl10977 -> ¬kl4010", "Support"
"kl15939 -> kl15070", "kl15070 -> kl10977", "Support"
"kl15018 -> ¬kl11721", "kl11721 -> ¬kl3689", "Attack"
"kl15703 -> ¬kl15018", "kl15018 -> ¬kl11721", "Attack"
"kl9767 -> kl6779", "kl6779 -> ¬kl2298", "Support"
"kl10594 -> ¬kl3645", "kl3645 -> ¬kl1853", "Attack"
"kl12429 -> ¬kl6243", "kl6243 -> kl1674", "Attack"
"kl8522 -> ¬kl4049", "kl4049 -> kl723", "Attack"
"kl10953 -> ¬kl5434", "kl5434 -> ¬kl1907", "Attack"
"kl8213 -> ¬kl5765", "kl5765 -> kl1021", "Attack"
"kl7755 -> ¬kl4813", "kl4813 -> kl1674", "Attack"
"kl9948 -> ¬kl7755", "kl7755 -> ¬kl4813", "Attack"
"kl11279 -> ¬kl7755", "kl7755 -> ¬kl4813", "Attack"
"kl10977 -> ¬kl4010", "kl4010 -> kl1428", "Attack"
"kl15070 -> kl10977", "kl10977 -> ¬kl4010", "Support"
"kl14003 -> kl10977", "kl10977 -> ¬kl4010", "Support"
"kl8394 -> ¬kl4590", "kl4590 -> ¬kl1810", "Attack"
"kl6611 -> ¬kl6054", "kl6054 -> kl1428", "Attack"
"kl9468 -> kl6611", "kl6611 -> ¬kl6054", "Support"
"kl11953 -> ¬kl4255", "kl4255 -> ¬kl2014", "Attack"
"kl14792 -> kl11953", "kl11953 -> ¬kl4255", "Support"
"kl11408 -> ¬kl2298", "kl2298 -> ¬kl1021", "Attack"
"kl10717 -> ¬kl5826", "kl5826 -> ¬kl2014", "Attack"
"kl11986 -> ¬kl4528", "kl4528 -> ¬kl2001", "Attack"
"kl11060 -> kl5165", "kl5165 -> ¬kl830", "Support"
"kl9274 -> ¬kl6779", "kl6779 -> ¬kl2298", "Attack"
"kl6779 -> ¬kl2298", "kl2298 -> ¬kl1021", "Attack"
"kl9767 -> kl6779", "kl6779 -> ¬kl2298", "Support"
"kl10822 -> kl2468", "kl2468 -> ¬kl1127", "Support"
"kl8159 -> ¬kl5452", "kl5452 -> ¬kl1850", "Attack"
"kl9019 -> kl5682", "kl5682 -> ¬kl1037", "Support"
"kl11825 -> kl5295", "kl5295 -> ¬kl1735", "Support"
"kl10827 -> ¬kl6054", "kl6054 -> kl1428", "Attack"
"kl8877 -> ¬kl4049", "kl4049 -> kl723", "Attack"
"kl10084 -> ¬kl7001", "kl7001 -> kl2298", "Attack"
"kl7001 -> kl2298", "kl2298 -> ¬kl1021", "Support"
"kl7471 -> ¬kl4813", "kl4813 -> kl1674", "Attack"
"kl8057 -> ¬kl5725", "kl5725 -> kl874", "Attack"
"kl11878 -> ¬kl4010", "kl4010 -> kl1428", "Attack"
"kl14682 -> ¬kl11530", "kl11530 -> ¬kl5682", "Attack"
"kl14634 -> ¬kl11530", "kl11530 -> ¬kl5682", "Attack"
"kl14287 -> ¬kl11530", "kl11530 -> ¬kl5682", "Attack"
"kl11530 -> ¬kl5682", "kl5682 -> ¬kl1037", "Attack"
"kl6734 -> ¬kl4813", "kl4813 -> kl1674", "Attack"
"kl7186 -> ¬kl3201", "kl3201 -> ¬kl1021", "Attack"
"kl11048 -> kl5795", "kl5795 -> ¬kl1729", "Support"
"kl8378 -> kl5589", "kl5589 -> kl1674", "Support"
"kl7611 -> ¬kl4010", "kl4010 -> kl1428", "Attack"
"kl7611 -> ¬kl6729", "kl6729 -> kl4010", "Attack"
"kl9259 -> kl7477", "kl7477 -> kl5709", "Support"
"kl7477 -> kl5709", "kl5709 -> ¬kl314", "Support"
"kl14586 -> ¬kl11146", "kl11146 -> kl4010", "Attack"
"kl14451 -> ¬kl11146", "kl11146 -> kl4010", "Attack"
