arg1, arg2, attack_support
"wd2548 -> ¬wd1285", "wd1285 -> ¬wd528", "Attack"
"wd1682 -> wd1160", "wd1160 -> wd530", "Support"
"wd1912 -> wd1408", "wd1408 -> ¬wd725", "Support"
"wd1784 -> ¬wd726", "wd726 -> wd197", "Attack"
"wd2226 -> wd530", "wd530 -> ¬wd198", "Support"
"wd2548 -> ¬wd1285", "wd1285 -> ¬wd528", "Attack"
"wd1285 -> ¬wd528", "wd528 -> wd190", "Attack"
"wd1682 -> wd1160", "wd1160 -> wd530", "Support"
"wd1160 -> wd530", "wd530 -> ¬wd198", "Support"
"wd1785 -> ¬wd726", "wd726 -> wd197", "Attack"
"wd2222 -> wd401", "wd401 -> wd195", "Support"
"wd1346 -> ¬wd663", "wd663 -> wd198", "Attack"
"wd1419 -> ¬wd728", "wd728 -> wd100", "Attack"
"wd1418 -> ¬wd728", "wd728 -> wd100", "Attack"
"wd1408 -> ¬wd725", "wd725 -> wd199", "Attack"
"wd1912 -> wd1408", "wd1408 -> ¬wd725", "Support"
"wd2305 -> ¬wd723", "wd723 -> wd198", "Attack"
"wd2308 -> ¬wd725", "wd725 -> wd199", "Attack"
"wd1405 -> ¬wd724", "wd724 -> wd199", "Attack"
"wd1988 -> wd196", "wd196 -> ¬wd40", "Support"
"wd1943 -> wd194", "wd194 -> ¬wd40", "Support"
"wd1961 -> wd191", "wd191 -> ¬wd40", "Support"
"wd2139 -> wd202", "wd202 -> ¬wd40", "Support"
"wd1938 -> wd188", "wd188 -> ¬wd40", "Support"
"wd1346 -> ¬wd663", "wd663 -> wd198", "Attack"
"wd663 -> wd198", "wd198 -> wd40", "Support"
"wd522 -> ¬wd190", "wd190 -> wd40", "Attack"
"wd2556 -> wd201", "wd201 -> ¬wd40", "Support"
"wd1990 -> wd196", "wd196 -> ¬wd40", "Support"
"wd2554 -> wd201", "wd201 -> ¬wd40", "Support"
"wd1992 -> wd196", "wd196 -> ¬wd40", "Support"
"wd1946 -> wd194", "wd194 -> ¬wd40", "Support"
"wd1936 -> wd188", "wd188 -> ¬wd40", "Support"
"wd2296 -> wd187", "wd187 -> ¬wd40", "Support"
"wd2295 -> wd187", "wd187 -> ¬wd40", "Support"
"wd1935 -> wd188", "wd188 -> ¬wd40", "Support"
"wd1944 -> wd194", "wd194 -> ¬wd40", "Support"
"wd2335 -> wd195", "wd195 -> ¬wd40", "Support"
"wd2558 -> wd201", "wd201 -> ¬wd40", "Support"
"wd2222 -> wd401", "wd401 -> wd195", "Support"
"wd401 -> wd195", "wd195 -> ¬wd40", "Support"
"wd1879 -> wd200", "wd200 -> ¬wd40", "Support"
"wd1055 -> wd195", "wd195 -> ¬wd40", "Support"
"wd2537 -> wd197", "wd197 -> wd40", "Support"
"wd1418 -> ¬wd728", "wd728 -> wd100", "Attack"
"wd1419 -> ¬wd728", "wd728 -> wd100", "Attack"
"wd728 -> wd100", "wd100 -> wd40", "Support"
"wd2138 -> wd202", "wd202 -> ¬wd40", "Support"
"wd1991 -> wd196", "wd196 -> ¬wd40", "Support"
"wd2229 -> wd199", "wd199 -> wd40", "Support"
"wd2493 -> wd189", "wd189 -> ¬wd40", "Support"
"wd1959 -> wd191", "wd191 -> ¬wd40", "Support"
"wd2137 -> wd202", "wd202 -> ¬wd40", "Support"
"wd2140 -> wd202", "wd202 -> ¬wd40", "Support"
"wd1960 -> wd191", "wd191 -> ¬wd40", "Support"
"wd2346 -> wd190", "wd190 -> wd40", "Support"
"wd1880 -> wd200", "wd200 -> ¬wd40", "Support"
"wd2492 -> wd189", "wd189 -> ¬wd40", "Support"
"wd1285 -> ¬wd528", "wd528 -> wd190", "Attack"
"wd528 -> wd190", "wd190 -> wd40", "Support"
"wd2491 -> wd189", "wd189 -> ¬wd40", "Support"
"wd1989 -> wd196", "wd196 -> ¬wd40", "Support"
"wd2139 -> wd202", "wd202 -> ¬wd40", "Support"
"wd2137 -> wd202", "wd202 -> ¬wd40", "Support"
"wd2136 -> wd202", "wd202 -> ¬wd40", "Support"
"wd2140 -> wd202", "wd202 -> ¬wd40", "Support"
"wd2138 -> wd202", "wd202 -> ¬wd40", "Support"
"wd2557 -> wd201", "wd201 -> ¬wd40", "Support"
"wd2554 -> wd201", "wd201 -> ¬wd40", "Support"
"wd2558 -> wd201", "wd201 -> ¬wd40", "Support"
"wd2556 -> wd201", "wd201 -> ¬wd40", "Support"
"wd2555 -> wd201", "wd201 -> ¬wd40", "Support"
"wd530 -> ¬wd198", "wd198 -> wd40", "Attack"
"wd663 -> wd198", "wd198 -> wd40", "Support"
"wd2310 -> wd198", "wd198 -> wd40", "Support"
"wd723 -> wd198", "wd198 -> wd40", "Support"
"wd1934 -> wd188", "wd188 -> ¬wd40", "Support"
"wd1936 -> wd188", "wd188 -> ¬wd40", "Support"
"wd1938 -> wd188", "wd188 -> ¬wd40", "Support"
"wd1937 -> wd188", "wd188 -> ¬wd40", "Support"
"wd1935 -> wd188", "wd188 -> ¬wd40", "Support"
"wd1947 -> wd194", "wd194 -> ¬wd40", "Support"
"wd1945 -> wd194", "wd194 -> ¬wd40", "Support"
"wd1948 -> wd194", "wd194 -> ¬wd40", "Support"
"wd1943 -> wd194", "wd194 -> ¬wd40", "Support"
