arg1, arg2, attack_support
"kl21303 -> kl18898", "kl18898 -> kl17670", "Support"
"kl19705 -> kl19444", "kl19444 -> ¬kl18213", "Support"
"kl20927 -> kl18898", "kl18898 -> kl17670", "Support"
"kl20086 -> kl18898", "kl18898 -> kl17670", "Support"
"kl20059 -> kl19444", "kl19444 -> ¬kl18213", "Support"
"kl20246 -> kl19444", "kl19444 -> ¬kl18213", "Support"
"kl19042 -> ¬kl17937", "kl17937 -> ¬kl16877", "Attack"
"kl19042 -> ¬kl17937", "kl17937 -> ¬kl17679", "Attack"
"kl19303 -> kl17933", "kl17933 -> ¬kl17006", "Support"
"kl19447 -> kl17746", "kl17746 -> ¬kl16749", "Support"
"kl18583 -> ¬kl17651", "kl17651 -> ¬kl16749", "Attack"
"kl16800 -> kl18583", "kl18583 -> ¬kl17651", "Support"
"kl16800 -> kl18583", "kl18583 -> kl17746", "Support"
"kl18583 -> kl17746", "kl17746 -> ¬kl16749", "Support"
"kl18444 -> kl18213", "kl18213 -> ¬kl16749", "Support"
"kl19043 -> ¬kl17679", "kl17679 -> kl16877", "Attack"
"kl19444 -> ¬kl18213", "kl18213 -> ¬kl16749", "Attack"
"kl20059 -> kl19444", "kl19444 -> ¬kl18213", "Support"
"kl20246 -> kl19444", "kl19444 -> ¬kl18213", "Support"
"kl19705 -> kl19444", "kl19444 -> ¬kl18213", "Support"
"kl18628 -> ¬kl17746", "kl17746 -> ¬kl16749", "Attack"
"kl18668 -> ¬kl17438", "kl17438 -> kl17012", "Attack"
"kl19044 -> kl17937", "kl17937 -> ¬kl16877", "Support"
"kl19044 -> kl17937", "kl17937 -> ¬kl17679", "Support"
"kl20736 -> kl19148", "kl19148 -> kl17891", "Support"
"kl18740 -> kl17746", "kl17746 -> ¬kl16749", "Support"
"kl19041 -> kl17937", "kl17937 -> ¬kl16877", "Support"
"kl19041 -> kl17937", "kl17937 -> ¬kl17679", "Support"
"kl20927 -> kl18898", "kl18898 -> kl17670", "Support"
"kl20086 -> kl18898", "kl18898 -> kl17670", "Support"
"kl21303 -> kl18898", "kl18898 -> kl17670", "Support"
"kl18898 -> kl17670", "kl17670 -> ¬kl16877", "Support"
"kl18898 -> kl17670", "kl17670 -> ¬kl17679", "Support"
"kl18489 -> kl18213", "kl18213 -> ¬kl16749", "Support"
"kl18497 -> kl17933", "kl17933 -> ¬kl17006", "Support"
"kl18729 -> kl17429", "kl17429 -> ¬kl17187", "Support"
"kl17400 -> kl16749", "kl16749 -> ¬kl16007", "Support"
"kl17937 -> ¬kl16877", "kl16877 -> ¬kl15564", "Attack"
"kl19042 -> ¬kl17937", "kl17937 -> ¬kl16877", "Attack"
"kl19042 -> ¬kl17937", "kl17937 -> ¬kl17679", "Attack"
"kl17937 -> ¬kl17679", "kl17679 -> kl16877", "Attack"
"kl19044 -> kl17937", "kl17937 -> ¬kl16877", "Support"
"kl19044 -> kl17937", "kl17937 -> ¬kl17679", "Support"
"kl19041 -> kl17937", "kl17937 -> ¬kl16877", "Support"
"kl19041 -> kl17937", "kl17937 -> ¬kl17679", "Support"
"kl17692 -> ¬kl17266", "kl17266 -> kl16105", "Attack"
"kl17692 -> kl19148", "kl19148 -> kl17891", "Support"
"kl18363 -> kl17891", "kl17891 -> ¬kl16105", "Support"
"kl19558 -> kl17891", "kl17891 -> ¬kl16105", "Support"
"kl17933 -> ¬kl17006", "kl17006 -> ¬kl15338", "Attack"
"kl19303 -> kl17933", "kl17933 -> ¬kl17006", "Support"
"kl18497 -> kl17933", "kl17933 -> ¬kl17006", "Support"
"kl17529 -> ¬kl16916", "kl16916 -> kl16007", "Attack"
"kl17529 -> ¬kl16916", "kl16916 -> kl16021", "Attack"
"kl17405 -> ¬kl17012", "kl17012 -> ¬kl15338", "Attack"
"kl17707 -> ¬kl17179", "kl17179 -> ¬kl15316", "Attack"
"kl17651 -> ¬kl16749", "kl16749 -> ¬kl16007", "Attack"
"kl18583 -> ¬kl17651", "kl17651 -> ¬kl16749", "Attack"
"kl17282 -> ¬kl17179", "kl17179 -> ¬kl15316", "Attack"
"kl19148 -> kl17891", "kl17891 -> ¬kl16105", "Support"
"kl20736 -> kl19148", "kl19148 -> kl17891", "Support"
"kl17692 -> kl19148", "kl19148 -> kl17891", "Support"
"kl17670 -> ¬kl17679", "kl17679 -> kl16877", "Attack"
"kl17937 -> ¬kl17679", "kl17679 -> kl16877", "Attack"
"kl19043 -> ¬kl17679", "kl17679 -> kl16877", "Attack"
"kl17679 -> kl16877", "kl16877 -> ¬kl15564", "Support"
"kl18668 -> ¬kl17438", "kl17438 -> kl17012", "Attack"
"kl17438 -> kl17012", "kl17012 -> ¬kl15338", "Support"
"kl18213 -> ¬kl16749", "kl16749 -> ¬kl16007", "Attack"
"kl19444 -> ¬kl18213", "kl18213 -> ¬kl16749", "Attack"
"kl18444 -> kl18213", "kl18213 -> ¬kl16749", "Support"
"kl18489 -> kl18213", "kl18213 -> ¬kl16749", "Support"
"kl18486 -> ¬kl17988", "kl17988 -> ¬kl15316", "Attack"
"kl17407 -> ¬kl17012", "kl17012 -> ¬kl15338", "Attack"
"kl17670 -> ¬kl17679", "kl17679 -> kl16877", "Attack"
"kl17670 -> ¬kl16877", "kl16877 -> ¬kl15564", "Attack"
"kl18898 -> kl17670", "kl17670 -> ¬kl16877", "Support"
"kl18898 -> kl17670", "kl17670 -> ¬kl17679", "Support"
"kl17429 -> ¬kl17187", "kl17187 -> ¬kl15338", "Attack"
"kl18729 -> kl17429", "kl17429 -> ¬kl17187", "Support"
"kl17746 -> ¬kl16749", "kl16749 -> ¬kl16007", "Attack"
"kl18628 -> ¬kl17746", "kl17746 -> ¬kl16749", "Attack"
"kl18583 -> kl17746", "kl17746 -> ¬kl16749", "Support"
"kl19447 -> kl17746", "kl17746 -> ¬kl16749", "Support"
"kl18740 -> kl17746", "kl17746 -> ¬kl16749", "Support"
"kl17591 -> ¬kl16659", "kl16659 -> kl16105", "Attack"
"kl17192 -> ¬kl16105", "kl16105 -> ¬kl13240", "Attack"
"kl17529 -> ¬kl16916", "kl16916 -> kl16007", "Attack"
"kl17529 -> ¬kl16916", "kl16916 -> kl16021", "Attack"
"kl16916 -> kl16021", "kl16021 -> ¬kl12972", "Support"
"kl16916 -> kl16007", "kl16007 -> ¬kl12972", "Support"
"kl18147 -> ¬kl15256", "kl15256 -> kl15000", "Attack"
"kl16877 -> ¬kl15564", "kl15564 -> ¬kl14097", "Attack"
"kl17937 -> ¬kl16877", "kl16877 -> ¬kl15564", "Attack"
"kl17670 -> ¬kl16877", "kl16877 -> ¬kl15564", "Attack"
"kl17679 -> kl16877", "kl16877 -> ¬kl15564", "Support"
"kl17692 -> ¬kl17266", "kl17266 -> kl16105", "Attack"
"kl17266 -> kl16105", "kl16105 -> ¬kl13240", "Support"
"kl16789 -> kl15577", "kl15577 -> kl13277", "Support"
"kl18486 -> ¬kl17988", "kl17988 -> ¬kl15316", "Attack"
"kl17988 -> ¬kl15316", "kl15316 -> ¬kl13006", "Attack"
"kl17591 -> ¬kl16659", "kl16659 -> kl16105", "Attack"
"kl16659 -> kl16105", "kl16105 -> ¬kl13240", "Support"
"kl16843 -> ¬kl15338", "kl15338 -> kl13277", "Attack"
"kl16843 -> ¬kl15338", "kl15338 -> kl15577", "Attack"
"kl17128 -> ¬kl15316", "kl15316 -> ¬kl13006", "Attack"
"kl17201 -> ¬kl16105", "kl16105 -> ¬kl13240", "Attack"
"kl17891 -> ¬kl16105", "kl16105 -> ¬kl13240", "Attack"
"kl18363 -> kl17891", "kl17891 -> ¬kl16105", "Support"
"kl19558 -> kl17891", "kl17891 -> ¬kl16105", "Support"
"kl19148 -> kl17891", "kl17891 -> ¬kl16105", "Support"
"kl16833 -> kl15577", "kl15577 -> kl13277", "Support"
