arg1, arg2, attack_support
"wd512 -> ¬wd210", "wd210 -> ¬wd45", "Attack"
"wd500 -> ¬wd178", "wd178 -> ¬wd45", "Attack"
"wd2267 -> ¬wd284", "wd284 -> wd45", "Attack"
"wd1068 -> ¬wd178", "wd178 -> ¬wd45", "Attack"
"wd857 -> ¬wd334", "wd334 -> ¬wd45", "Attack"
"wd402 -> ¬wd251", "wd251 -> ¬wd45", "Attack"
"wd402 -> ¬wd251", "wd251 -> ¬wd348", "Attack"
"wd2344 -> ¬wd203", "wd203 -> wd45", "Attack"
"wd481 -> ¬wd348", "wd348 -> wd45", "Attack"
"wd1023 -> ¬wd106", "wd106 -> wd45", "Attack"
"wd749 -> ¬wd334", "wd334 -> ¬wd45", "Attack"
"wd251 -> ¬wd348", "wd348 -> wd45", "Attack"
"wd481 -> ¬wd348", "wd348 -> wd45", "Attack"
"wd2267 -> ¬wd284", "wd284 -> wd45", "Attack"
"wd500 -> ¬wd178", "wd178 -> ¬wd45", "Attack"
"wd1068 -> ¬wd178", "wd178 -> ¬wd45", "Attack"
"wd251 -> ¬wd348", "wd348 -> wd45", "Attack"
"wd402 -> ¬wd251", "wd251 -> ¬wd45", "Attack"
"wd402 -> ¬wd251", "wd251 -> ¬wd348", "Attack"
"wd2344 -> ¬wd203", "wd203 -> wd45", "Attack"
"wd1023 -> ¬wd106", "wd106 -> wd45", "Attack"
"wd857 -> ¬wd334", "wd334 -> ¬wd45", "Attack"
"wd749 -> ¬wd334", "wd334 -> ¬wd45", "Attack"
"wd512 -> ¬wd210", "wd210 -> ¬wd45", "Attack"
