premise, conclusion, weight
" If the scientific definition change and atoms become fictional, it would still be true that what was defined before as a atoms can still be found today.", " There is no difference between artificial or natural things to the matter of existence.", 1.0
" Even if everyone would suddenly forget what are chairs, it would still be true that what was defined before as a chair can still be found today.", " There is no difference between artificial or natural things to the matter of existence.", 1.0
" The heritability of height is about 0.8", " Many traits that are socially praised also have high heritability rates.", 1.0
" Various studies have found the heritability of IQ to be between 0.7 and 0.8.", " Many traits that are socially praised also have high heritability rates.", 1.0
" 1. All concepts are informed partly by language. 2. Language is a social construct. C. All concepts are informed partly by a social construct.", " There is no difference between artificial or natural things to the matter of existence.", 1.0
" Facial feature attractiveness has a heritability of about 0.65.", " Many traits that are socially praised also have high heritability rates.", 1.0
" Even if everyone would start believing chairs are chaises by changing its definition, it would still be true that what was defined before as a chair can still be found today. Whatever is the social construct we make, the chairs truly exists.", " One mans chair is anothers chaise, but as a congregation of matter it can still be said to be objectively real or not.", -1.0
" Even if everyone would start believing chairs are chaises by changing its definition, it would still be true that what was defined before as a chair can still be found today. Whatever is the social construct we make, the chairs truly exists.", " The actual object, the chair remains, and not only the concept of the chair, even if all people become chair-sceptics. This is the distinction between a useful fiction (like a freewill existing only to support the justice system) and actually extant things.", 1.0
" If I permanently broke a steel pipe in half on someones head, and then permanently welded it back together, the mending of the pipe does not undo the damage it caused, nor the effect on the pipe.", " Death, by definition is of permanent nature, and the defying of that death with the resurrection and with the eternal life that Christ supposedly has does not change the permanent nature of dying for sins on the cross.", 1.0
" Praise is a behaviour of exclamation by a person feeling impressed, amazed or proud of the achievement of another. There is no necessity for freewill;it is a directed expression of an emotion.", " Praise-talk is true when free will exists. It is false when free will doesnt exist. If praise exists, then free will exists. If there is no free will, there is no genuine praise.", -1.0
" Praise and praising events are often motivated by selfish desires to obtain something from the praised person", " There is no genuine praise.", 1.0
" Christ is the lamb of God (John 1.29) that was slain before the foundation of the world (Revelation 13.8)", " There is no before the spiritual sacrifice of Christ according to some bible verses.", 1.0
" Praise by people that have no special needs are common and support the existence of genuine praise", " There is no genuine praise.", -1.0
" The forgiveness through Christ sacrifice was given to men before the time itself was created ! (2 Tim 1.9)", " There is no before the spiritual sacrifice of Christ according to some bible verses.", 1.0
" Free will and its physical correlate would continue to exist, even if people lost belief in it or came up with a new word to describe the phenomenon.", " The actual object, the chair remains, and not only the concept of the chair, even if all people become chair-sceptics. This is the distinction between a useful fiction (like a freewill existing only to support the justice system) and actually extant things.", -1.0
" Having eternal life and having free will are fundamentally, functionally, and metaphorically different.", " “For God so loved the world, that he gave his only Son, that whoever believes in him should not perish but have eternal life. John 3:16 Only people that believe in Jesus can benefit from his death. Many people dont believe, but are not lacking free will.", -1.0
" There is no essential chairness to the chair beyond the qualities human beings attribute to it as they percieve it as an assemblage.", " The actual object, the chair remains, and not only the concept of the chair, even if all people become chair-sceptics. This is the distinction between a useful fiction (like a freewill existing only to support the justice system) and actually extant things.", 1.0
" Chairness isnt a nature or essence;it is merely the design and function humans give to the matter they have put together by said design and for said function.", " While no artificial things (like Chairs) would exist without our categories and concepts, natural things (like atoms) would.", 1.0
" Praise of non-personal ideas and dead persons are for political agenda, ultimately motivated by selfish matters (as illustrated by the confederates monuments debate in the USA)", " There is no genuine praise.", 1.0
" Success in the society protection can only be achieved by ensuring the convicted individuals will not follow the natural (pre-determined) course of his actions : repeating and making others to imitate him. This relies on freely willed true repentance.", " Successful rehabilitation can also be considered  an exemple of free will, since it suggests that the same biological system (the criminal) can actually chose not to reproduce its crimes.", 1.0
" Atoms have their being independent of human concepts and actions. While artificial things like chairs are invented, natural things like atoms are discovered.", " While no artificial things (like Chairs) would exist without our categories and concepts, natural things (like atoms) would.", 1.0
" If someone who had never used a chair and learned the concept of a chair encountered a chair, it would not be percieved as a chair to them. There is therefore no reason to believe it still exists as a chair in their presence.", " The actual object, the chair remains, and not only the concept of the chair, even if all people become chair-sceptics. This is the distinction between a useful fiction (like a freewill existing only to support the justice system) and actually extant things.", 1.0
" There is no difference between artificial or natural things to the matter of existence.", " While no artificial things (like Chairs) would exist without our categories and concepts, natural things (like atoms) would.", -1.0
" Many traits that are socially praised also have high heritability rates.", " People with traits that are largely explained by factors other than personal choices still get praise. For example, beauty, height, IQ.", 1.0
" Cells have no direct causation on what organs do. Determination rules cannot be assumed for the whole as you do for the part.", " The things you pay attention to could still have been determined by factors outside an individuals control, such as their psychology or neurobiology.", -1.0
" Chair is shorthand for a particular set of configurations and relationships that groups of atoms can have, just as atom is itself shorthand for certain relationships between sub-atomic particles. Free will should be understood similarly;as shorthand for a highly complex physical phenomenon that cant easily be described in physical terms.", " By this standard nothing truly exists. The concept of a chair is simply a useful description of an impermanent congregation of atoms, none of which contains any essence of chairness.", 1.0
