premise, conclusion, weight
" Le tabac et l'alcool sont attractifs parce que de nombreux intérêts s'emploient à les rendre attractifs", " Le tabac et l'alcool, licites, sont très attractifs", -1.0
" L'interdiction du cannabis est plus dissuasive qu'attractive", " L'interdit rend le cannabis plus attractif", -1.0
" Le pouvoir addictif du cannabis est assez faible", " Le pouvoir addictif du cannabis est important", -1.0
" En cas de légalisation du cannabis, les trafics se reporteraient sur d'autres produits, à moins de légaliser toutes les drogues, ce qui parait difficile", " La légalisation du cannabis mettrait fin aux trafics", -1.0
" Les études américaines sur le lien entre cannabis et consommation d'alcool ne vont pas toutes dans le même sens", " La légalisation du cannabis peut faire baisser la consommation d'alcool", -1.0
" Ce ne sont pas l'alcool et le tabac qui sont dangereux mais leur abus", " L'alcool et le tabac sont autorisés alors qu’ils sont plus dangereux que le cannabis", -1.0
" Comme on le constate avec le tabac, si le prix du cannabis légalisé est trop élevé, le marché noir va se maintenir", " La légalisation du cannabis mettrait fin aux trafics", -1.0
" Avant de supprimer la loi de 1970 sur les drogues, il faut la faire appliquer", " Conserver les sanctions pénales de la loi de 1970 sur les drogues qui ne sont pratiquemment plus appliquées n'est pas sain", -1.0
" Ce n'est pas le cannabis seul qui fait la dangerosité", " Le cannabis est dangereux pour la santé physique et mentale", -1.0
" La loi de 1970 sur les drogues a été conçue en réponse à l'extension du cannabis", " La loi de 1970 sur les drogues n'a pas été faite pour le cannabis", -1.0
" Il y aura toujours un marché prohibé du cannabis, le marché destiné aux mineurs", " La légalisation du cannabis mettrait fin aux trafics", -1.0
" Il faut faire preuve de pédagogie envers la consommation de cannabis", " Les sanctions contre les consommateurs de cannabis ne sont pas dissuasives", -1.0
" Des faits montrent que les sanctions contre les consommateurs de cannabis peuvent être dissuasives", " Les sanctions contre les consommateurs de cannabis ne sont pas dissuasives", -1.0
" Le tabac et l'alcool, licites, sont très attractifs", " L'interdit rend le cannabis plus attractif", -1.0
"Certains pays ont légalisé l'utilisation thérapeutique sans que l'utilisation récréative le soit. On peut les dissocier.", " La dépénalisation du cannabis récréatif ouvrirait la voie à l'utilisation thérapeutique", -1.0
" On peut réduire les risques du cannabis en jouant sur le mode de consommation", " Le cannabis est dangereux pour la santé physique et mentale", -1.0
" Le cannabis en lui-même n'est pas dangereux, c'est sa consommation précoce qui l'est", " Le cannabis est dangereux pour la santé physique et mentale", -1.0
" L'absence de garantie sur la qualité du produit présente elle-même des risques", " Le cannabis est dangereux pour la santé physique et mentale", -1.0
" Il n'est pas légitime de punir quelqu'un pour un dommage qu'il se fait à lui-même", " Le cannabis est dangereux pour la santé physique et mentale", -1.0
" Le pouvoir addictif du cannabis n'est ni faible ni fort en soi, il dépend de son niveau d'usage", " Le pouvoir addictif du cannabis est important", -1.0
