arg1, arg2, attack_support
"am-ch707 -> am-ch700", "am-ch700 -> am-ch678", "Support"
"am-ch701 -> ¬am-ch680", "am-ch680 -> ¬am-ch604", "Attack"
"am-ch699 -> am-ch672", "am-ch672 -> ¬am-ch596", "Support"
"am-ch700 -> am-ch678", "am-ch678 -> am-ch598", "Support"
"am-ch707 -> am-ch700", "am-ch700 -> am-ch678", "Support"
"am-ch677 -> ¬am-ch603", "am-ch603 -> am-ch416", "Attack"
"am-ch674 -> am-ch592", "am-ch592 -> am-ch404", "Support"
"am-ch669 -> am-ch591", "am-ch591 -> ¬am-ch400", "Support"
"am-ch671 -> ¬am-ch595", "am-ch595 -> ¬am-ch403", "Attack"
"am-ch682 -> am-ch610", "am-ch610 -> ¬am-ch413", "Support"
"am-ch670 -> ¬am-ch593", "am-ch593 -> am-ch406", "Attack"
"am-ch673 -> ¬am-ch596", "am-ch596 -> am-ch405", "Attack"
"am-ch700 -> am-ch678", "am-ch678 -> am-ch598", "Support"
"am-ch678 -> am-ch598", "am-ch598 -> ¬am-ch411", "Support"
"am-ch680 -> ¬am-ch604", "am-ch604 -> am-ch410", "Attack"
"am-ch701 -> ¬am-ch680", "am-ch680 -> ¬am-ch604", "Attack"
"am-ch681 -> am-ch613", "am-ch613 -> am-ch423", "Support"
"am-ch679 -> am-ch602", "am-ch602 -> am-ch412", "Support"
"am-ch672 -> ¬am-ch596", "am-ch596 -> am-ch405", "Attack"
"am-ch699 -> am-ch672", "am-ch672 -> ¬am-ch596", "Support"
"am-ch676 -> ¬am-ch592", "am-ch592 -> am-ch404", "Attack"
"am-ch675 -> ¬am-ch600", "am-ch600 -> ¬am-ch413", "Attack"
"am-ch680 -> ¬am-ch604", "am-ch604 -> am-ch410", "Attack"
"am-ch604 -> am-ch410", "am-ch410 -> am-ch117", "Support"
"am-ch600 -> ¬am-ch413", "am-ch413 -> ¬am-ch111", "Attack"
"am-ch675 -> ¬am-ch600", "am-ch600 -> ¬am-ch413", "Attack"
"am-ch676 -> ¬am-ch592", "am-ch592 -> am-ch404", "Attack"
"am-ch674 -> am-ch592", "am-ch592 -> am-ch404", "Support"
"am-ch592 -> am-ch404", "am-ch404 -> am-ch111", "Support"
"am-ch597 -> ¬am-ch400", "am-ch400 -> am-ch113", "Attack"
"am-ch615 -> am-ch409", "am-ch409 -> ¬am-ch130", "Support"
"am-ch598 -> ¬am-ch411", "am-ch411 -> am-ch117", "Attack"
"am-ch678 -> am-ch598", "am-ch598 -> ¬am-ch411", "Support"
"am-ch602 -> am-ch412", "am-ch412 -> am-ch117", "Support"
"am-ch679 -> am-ch602", "am-ch602 -> am-ch412", "Support"
"am-ch670 -> ¬am-ch593", "am-ch593 -> am-ch406", "Attack"
"am-ch593 -> am-ch406", "am-ch406 -> am-ch106", "Support"
"am-ch617 -> ¬am-ch405", "am-ch405 -> ¬am-ch111", "Attack"
"am-ch601 -> am-ch414", "am-ch414 -> am-ch110", "Support"
"am-ch606 -> ¬am-ch412", "am-ch412 -> am-ch117", "Attack"
"am-ch609 -> ¬am-ch420", "am-ch420 -> ¬am-ch117", "Attack"
"am-ch607 -> am-ch413", "am-ch413 -> ¬am-ch111", "Support"
"am-ch610 -> ¬am-ch413", "am-ch413 -> ¬am-ch111", "Attack"
"am-ch682 -> am-ch610", "am-ch610 -> ¬am-ch413", "Support"
"am-ch599 -> ¬am-ch402", "am-ch402 -> ¬am-ch109", "Attack"
"am-ch608 -> ¬am-ch417", "am-ch417 -> am-ch117", "Attack"
"am-ch673 -> ¬am-ch596", "am-ch596 -> am-ch405", "Attack"
"am-ch672 -> ¬am-ch596", "am-ch596 -> am-ch405", "Attack"
"am-ch596 -> am-ch405", "am-ch405 -> ¬am-ch111", "Support"
"am-ch591 -> ¬am-ch400", "am-ch400 -> am-ch113", "Attack"
"am-ch669 -> am-ch591", "am-ch591 -> ¬am-ch400", "Support"
"am-ch671 -> ¬am-ch595", "am-ch595 -> ¬am-ch403", "Attack"
"am-ch595 -> ¬am-ch403", "am-ch403 -> am-ch112", "Attack"
"am-ch616 -> ¬am-ch420", "am-ch420 -> ¬am-ch117", "Attack"
"am-ch612 -> am-ch414", "am-ch414 -> am-ch110", "Support"
"am-ch594 -> ¬am-ch402", "am-ch402 -> ¬am-ch109", "Attack"
"am-ch613 -> am-ch423", "am-ch423 -> ¬am-ch117", "Support"
"am-ch681 -> am-ch613", "am-ch613 -> am-ch423", "Support"
"am-ch611 -> am-ch419", "am-ch419 -> am-ch125", "Support"
"am-ch605 -> ¬am-ch420", "am-ch420 -> ¬am-ch117", "Attack"
"am-ch614 -> ¬am-ch424", "am-ch424 -> ¬am-ch108", "Attack"
"am-ch677 -> ¬am-ch603", "am-ch603 -> am-ch416", "Attack"
"am-ch603 -> am-ch416", "am-ch416 -> am-ch117", "Support"
"am-ch592 -> am-ch404", "am-ch404 -> am-ch111", "Support"
"am-ch404 -> am-ch111", "am-ch111 -> ¬am-ch8", "Support"
"am-ch416 -> am-ch117", "am-ch117 -> ¬am-ch8", "Support"
"am-ch603 -> am-ch416", "am-ch416 -> am-ch117", "Support"
"am-ch612 -> am-ch414", "am-ch414 -> am-ch110", "Support"
"am-ch414 -> am-ch110", "am-ch110 -> ¬am-ch8", "Support"
"am-ch601 -> am-ch414", "am-ch414 -> am-ch110", "Support"
"am-ch422 -> ¬am-ch139", "am-ch139 -> am-ch8", "Attack"
"am-ch425 -> am-ch141", "am-ch141 -> ¬am-ch8", "Support"
"am-ch419 -> am-ch125", "am-ch125 -> ¬am-ch8", "Support"
"am-ch611 -> am-ch419", "am-ch419 -> am-ch125", "Support"
"am-ch401 -> ¬am-ch115", "am-ch115 -> am-ch8", "Attack"
"am-ch427 -> am-ch111", "am-ch111 -> ¬am-ch8", "Support"
"am-ch608 -> ¬am-ch417", "am-ch417 -> am-ch117", "Attack"
"am-ch417 -> am-ch117", "am-ch117 -> ¬am-ch8", "Support"
"am-ch604 -> am-ch410", "am-ch410 -> am-ch117", "Support"
"am-ch410 -> am-ch117", "am-ch117 -> ¬am-ch8", "Support"
"am-ch617 -> ¬am-ch405", "am-ch405 -> ¬am-ch111", "Attack"
"am-ch405 -> ¬am-ch111", "am-ch111 -> ¬am-ch8", "Attack"
"am-ch596 -> am-ch405", "am-ch405 -> ¬am-ch111", "Support"
"am-ch421 -> am-ch125", "am-ch125 -> ¬am-ch8", "Support"
"am-ch409 -> ¬am-ch130", "am-ch130 -> am-ch8", "Attack"
"am-ch615 -> am-ch409", "am-ch409 -> ¬am-ch130", "Support"
"am-ch594 -> ¬am-ch402", "am-ch402 -> ¬am-ch109", "Attack"
"am-ch402 -> ¬am-ch109", "am-ch109 -> am-ch8", "Attack"
"am-ch599 -> ¬am-ch402", "am-ch402 -> ¬am-ch109", "Attack"
"am-ch428 -> am-ch111", "am-ch111 -> ¬am-ch8", "Support"
"am-ch426 -> am-ch119", "am-ch119 -> ¬am-ch8", "Support"
"am-ch420 -> ¬am-ch117", "am-ch117 -> ¬am-ch8", "Attack"
"am-ch605 -> ¬am-ch420", "am-ch420 -> ¬am-ch117", "Attack"
"am-ch609 -> ¬am-ch420", "am-ch420 -> ¬am-ch117", "Attack"
"am-ch616 -> ¬am-ch420", "am-ch420 -> ¬am-ch117", "Attack"
"am-ch595 -> ¬am-ch403", "am-ch403 -> am-ch112", "Attack"
"am-ch403 -> am-ch112", "am-ch112 -> ¬am-ch8", "Support"
"am-ch593 -> am-ch406", "am-ch406 -> am-ch106", "Support"
"am-ch406 -> am-ch106", "am-ch106 -> ¬am-ch8", "Support"
"am-ch606 -> ¬am-ch412", "am-ch412 -> am-ch117", "Attack"
"am-ch412 -> am-ch117", "am-ch117 -> ¬am-ch8", "Support"
"am-ch602 -> am-ch412", "am-ch412 -> am-ch117", "Support"
"am-ch408 -> ¬am-ch123", "am-ch123 -> am-ch8", "Attack"
"am-ch415 -> ¬am-ch132", "am-ch132 -> ¬am-ch8", "Attack"
"am-ch418 -> am-ch111", "am-ch111 -> ¬am-ch8", "Support"
"am-ch597 -> ¬am-ch400", "am-ch400 -> am-ch113", "Attack"
"am-ch591 -> ¬am-ch400", "am-ch400 -> am-ch113", "Attack"
"am-ch400 -> am-ch113", "am-ch113 -> am-ch8", "Support"
"am-ch419 -> am-ch125", "am-ch125 -> ¬am-ch8", "Support"
"am-ch421 -> am-ch125", "am-ch125 -> ¬am-ch8", "Support"
"am-ch409 -> ¬am-ch130", "am-ch130 -> am-ch8", "Attack"
"am-ch425 -> am-ch141", "am-ch141 -> ¬am-ch8", "Support"
"am-ch402 -> ¬am-ch109", "am-ch109 -> am-ch8", "Attack"
"am-ch401 -> ¬am-ch115", "am-ch115 -> am-ch8", "Attack"
"am-ch400 -> am-ch113", "am-ch113 -> am-ch8", "Support"
"am-ch403 -> am-ch112", "am-ch112 -> ¬am-ch8", "Support"
