arg1, arg2, attack_support
"kl17202 -> ¬kl15681", "kl15681 -> ¬kl15015", "Attack"
"kl16984 -> kl15763", "kl15763 -> kl14488", "Support"
"kl17056 -> ¬kl15681", "kl15681 -> ¬kl15015", "Attack"
"kl17182 -> kl15763", "kl15763 -> kl14488", "Support"
"kl16945 -> kl15681", "kl15681 -> ¬kl15015", "Support"
"kl16518 -> kl14488", "kl14488 -> kl10092", "Support"
"kl15116 -> kl14488", "kl14488 -> kl10092", "Support"
"kl16256 -> kl14488", "kl14488 -> kl10092", "Support"
"kl17202 -> ¬kl15681", "kl15681 -> ¬kl15015", "Attack"
"kl17056 -> ¬kl15681", "kl15681 -> ¬kl15015", "Attack"
"kl15681 -> ¬kl15015", "kl15015 -> ¬kl11397", "Attack"
"kl16945 -> kl15681", "kl15681 -> ¬kl15015", "Support"
"kl15534 -> kl14488", "kl14488 -> kl10092", "Support"
"kl15763 -> kl14488", "kl14488 -> kl10092", "Support"
"kl17182 -> kl15763", "kl15763 -> kl14488", "Support"
"kl16984 -> kl15763", "kl15763 -> kl14488", "Support"
"kl15741 -> ¬kl15047", "kl15047 -> ¬kl11341", "Attack"
"kl2999 -> kl15741", "kl15741 -> ¬kl15047", "Support"
"kl15681 -> ¬kl15015", "kl15015 -> ¬kl11397", "Attack"
"kl15015 -> ¬kl11397", "kl11397 -> ¬kl8892", "Attack"
"kl13043 -> kl10092", "kl10092 -> ¬kl8152", "Support"
"kl15572 -> kl14448", "kl14448 -> kl12226", "Support"
"kl14005 -> ¬kl10242", "kl10242 -> ¬kl8390", "Attack"
"kl14230 -> ¬kl9989", "kl9989 -> ¬kl8540", "Attack"
"kl14230 -> ¬kl9989", "kl9989 -> ¬kl8264", "Attack"
"kl13767 -> ¬kl12503", "kl12503 -> ¬kl7946", "Attack"
"kl16556 -> kl14448", "kl14448 -> kl12226", "Support"
"kl15116 -> kl14488", "kl14488 -> kl10092", "Support"
"kl16256 -> kl14488", "kl14488 -> kl10092", "Support"
"kl15763 -> kl14488", "kl14488 -> kl10092", "Support"
"kl14488 -> kl10092", "kl10092 -> ¬kl8152", "Support"
"kl15534 -> kl14488", "kl14488 -> kl10092", "Support"
"kl16518 -> kl14488", "kl14488 -> kl10092", "Support"
"kl9393 -> ¬kl8722", "kl8722 -> ¬kl5802", "Attack"
"kl12459 -> kl11459", "kl11459 -> kl6522", "Support"
"kl8152 -> kl11459", "kl11459 -> kl6522", "Support"
"kl11459 -> kl6522", "kl6522 -> kl4254", "Support"
"kl11459 -> kl6522", "kl6522 -> ¬kl2999", "Support"
"kl12226 -> kl11459", "kl11459 -> kl6522", "Support"
"kl13594 -> kl11830", "kl11830 -> ¬kl4254", "Support"
"kl11205 -> ¬kl8883", "kl8883 -> kl3215", "Attack"
"kl14448 -> kl12226", "kl12226 -> kl11459", "Support"
"kl14448 -> kl12226", "kl12226 -> kl4254", "Support"
"kl16556 -> kl14448", "kl14448 -> kl12226", "Support"
"kl15572 -> kl14448", "kl14448 -> kl12226", "Support"
"kl9533 -> ¬kl8336", "kl8336 -> ¬kl4135", "Attack"
"kl13166 -> ¬kl10438", "kl10438 -> kl3872", "Attack"
"kl10247 -> ¬kl8722", "kl8722 -> ¬kl5802", "Attack"
"kl14005 -> ¬kl10242", "kl10242 -> ¬kl8390", "Attack"
"kl10242 -> ¬kl8390", "kl8390 -> ¬kl3433", "Attack"
"kl9963 -> kl7545", "kl7545 -> ¬kl5733", "Support"
"kl11206 -> kl6522", "kl6522 -> kl4254", "Support"
"kl11206 -> kl6522", "kl6522 -> ¬kl2999", "Support"
"kl10974 -> kl8434", "kl8434 -> kl4952", "Support"
