arg1, arg2, attack_support
"wd1671 -> ¬wd1144", "wd1144 -> ¬wd412", "Attack"
"wd385 -> ¬wd56", "wd56 -> wd8", "Attack"
"wd414 -> ¬wd56", "wd56 -> wd8", "Attack"
"wd2417 -> ¬wd56", "wd56 -> wd8", "Attack"
"wd428 -> wd56", "wd56 -> wd8", "Support"
"wd1058 -> wd56", "wd56 -> wd8", "Support"
"wd427 -> wd56", "wd56 -> wd8", "Support"
"wd2445 -> wd356", "wd356 -> ¬wd8", "Support"
"wd403 -> wd356", "wd356 -> ¬wd8", "Support"
"wd404 -> wd356", "wd356 -> ¬wd8", "Support"
"wd1081 -> wd356", "wd356 -> ¬wd8", "Support"
"wd942 -> wd355", "wd355 -> ¬wd8", "Support"
"wd362 -> wd355", "wd355 -> ¬wd8", "Support"
"wd2553 -> wd355", "wd355 -> ¬wd8", "Support"
"wd412 -> ¬wd58", "wd58 -> ¬wd8", "Attack"
"wd1089 -> ¬wd58", "wd58 -> ¬wd8", "Attack"
"wd406 -> ¬wd58", "wd58 -> ¬wd8", "Attack"
"wd854 -> wd58", "wd58 -> ¬wd8", "Support"
"wd1056 -> wd58", "wd58 -> ¬wd8", "Support"
"wd853 -> wd58", "wd58 -> ¬wd8", "Support"
"wd2340 -> wd357", "wd357 -> wd8", "Support"
"wd1083 -> wd357", "wd357 -> wd8", "Support"
"wd1053 -> wd357", "wd357 -> wd8", "Support"
"wd2445 -> wd356", "wd356 -> ¬wd8", "Support"
"wd1144 -> ¬wd412", "wd412 -> ¬wd58", "Attack"
"wd412 -> ¬wd58", "wd58 -> ¬wd8", "Attack"
"wd2393 -> wd412", "wd412 -> ¬wd58", "Support"
"wd2395 -> wd412", "wd412 -> ¬wd58", "Support"
"wd2394 -> wd412", "wd412 -> ¬wd58", "Support"
"wd1341 -> ¬wd1089", "wd1089 -> ¬wd58", "Attack"
"wd1089 -> ¬wd58", "wd58 -> ¬wd8", "Attack"
"wd1340 -> ¬wd1089", "wd1089 -> ¬wd58", "Attack"
"wd362 -> wd355", "wd355 -> ¬wd8", "Support"
"wd1357 -> ¬wd428", "wd428 -> wd56", "Attack"
"wd1658 -> ¬wd428", "wd428 -> wd56", "Attack"
"wd404 -> ¬wd428", "wd428 -> wd56", "Attack"
"wd1140 -> ¬wd428", "wd428 -> wd56", "Attack"
"wd428 -> wd56", "wd56 -> wd8", "Support"
"wd1357 -> wd1056", "wd1056 -> wd58", "Support"
"wd1056 -> wd58", "wd58 -> ¬wd8", "Support"
"wd2490 -> wd1056", "wd1056 -> wd58", "Support"
"wd404 -> ¬wd428", "wd428 -> wd56", "Attack"
"wd404 -> wd356", "wd356 -> ¬wd8", "Support"
"wd854 -> wd58", "wd58 -> ¬wd8", "Support"
"wd1081 -> wd356", "wd356 -> ¬wd8", "Support"
"wd942 -> wd1081", "wd1081 -> wd356", "Support"
"wd2553 -> wd355", "wd355 -> ¬wd8", "Support"
"wd385 -> ¬wd56", "wd56 -> wd8", "Attack"
"wd2417 -> ¬wd56", "wd56 -> wd8", "Attack"
"wd1526 -> ¬wd406", "wd406 -> ¬wd58", "Attack"
"wd406 -> ¬wd58", "wd58 -> ¬wd8", "Attack"
"wd1528 -> ¬wd406", "wd406 -> ¬wd58", "Attack"
"wd1527 -> ¬wd406", "wd406 -> ¬wd58", "Attack"
"wd1491 -> ¬wd406", "wd406 -> ¬wd58", "Attack"
"wd427 -> wd56", "wd56 -> wd8", "Support"
"wd1169 -> ¬wd1083", "wd1083 -> wd357", "Attack"
"wd2500 -> ¬wd1083", "wd1083 -> wd357", "Attack"
"wd1083 -> wd357", "wd357 -> wd8", "Support"
"wd2340 -> wd357", "wd357 -> wd8", "Support"
"wd403 -> wd356", "wd356 -> ¬wd8", "Support"
"wd942 -> wd1081", "wd1081 -> wd356", "Support"
"wd942 -> wd355", "wd355 -> ¬wd8", "Support"
"wd1284 -> ¬wd1053", "wd1053 -> wd357", "Attack"
"wd1053 -> wd357", "wd357 -> wd8", "Support"
"wd1357 -> wd853", "wd853 -> wd58", "Support"
"wd853 -> wd58", "wd58 -> ¬wd8", "Support"
"wd414 -> ¬wd56", "wd56 -> wd8", "Attack"
"wd1498 -> ¬wd414", "wd414 -> ¬wd56", "Attack"
"wd1658 -> ¬wd1058", "wd1058 -> wd56", "Attack"
"wd1058 -> wd56", "wd56 -> wd8", "Support"
"wd1498 -> ¬wd414", "wd414 -> ¬wd56", "Attack"
"wd1528 -> ¬wd406", "wd406 -> ¬wd58", "Attack"
"wd1527 -> ¬wd406", "wd406 -> ¬wd58", "Attack"
"wd1340 -> ¬wd1089", "wd1089 -> ¬wd58", "Attack"
"wd1658 -> ¬wd1058", "wd1058 -> wd56", "Attack"
"wd1658 -> ¬wd428", "wd428 -> wd56", "Attack"
"wd2500 -> ¬wd1083", "wd1083 -> wd357", "Attack"
"wd1169 -> ¬wd1083", "wd1083 -> wd357", "Attack"
"wd2490 -> wd1056", "wd1056 -> wd58", "Support"
"wd1671 -> ¬wd1144", "wd1144 -> ¬wd412", "Attack"
"wd1144 -> ¬wd412", "wd412 -> ¬wd58", "Attack"
"wd1284 -> ¬wd1053", "wd1053 -> wd357", "Attack"
"wd1140 -> ¬wd428", "wd428 -> wd56", "Attack"
"wd1357 -> ¬wd428", "wd428 -> wd56", "Attack"
"wd1665 -> ¬wd1357", "wd1357 -> ¬wd428", "Attack"
"wd1665 -> ¬wd1357", "wd1357 -> wd1056", "Attack"
"wd1665 -> ¬wd1357", "wd1357 -> wd853", "Attack"
"wd1357 -> wd853", "wd853 -> wd58", "Support"
"wd1357 -> wd1056", "wd1056 -> wd58", "Support"
"wd1341 -> ¬wd1089", "wd1089 -> ¬wd58", "Attack"
"wd2395 -> wd412", "wd412 -> ¬wd58", "Support"
"wd1491 -> ¬wd406", "wd406 -> ¬wd58", "Attack"
"wd1526 -> ¬wd406", "wd406 -> ¬wd58", "Attack"
"wd2394 -> wd412", "wd412 -> ¬wd58", "Support"
"wd2393 -> wd412", "wd412 -> ¬wd58", "Support"
"wd1665 -> ¬wd1357", "wd1357 -> ¬wd428", "Attack"
"wd1665 -> ¬wd1357", "wd1357 -> wd1056", "Attack"
"wd1665 -> ¬wd1357", "wd1357 -> wd853", "Attack"
