arg1, arg2, attack_support
"wd1751 -> ¬wd1712", "wd1712 -> ¬wd1287", "Attack"
"wd2390 -> ¬wd1623", "wd1623 -> wd416", "Attack"
"wd1676 -> ¬wd1559", "wd1559 -> ¬wd884", "Attack"
"wd1933 -> ¬wd1624", "wd1624 -> ¬wd425", "Attack"
"wd1712 -> ¬wd1287", "wd1287 -> ¬wd424", "Attack"
"wd1751 -> ¬wd1712", "wd1712 -> ¬wd1287", "Attack"
"wd1683 -> ¬wd1193", "wd1193 -> ¬wd418", "Attack"
"wd1932 -> ¬wd1624", "wd1624 -> ¬wd425", "Attack"
"wd1717 -> ¬wd1231", "wd1231 -> ¬wd418", "Attack"
"wd2274 -> ¬wd423", "wd423 -> wd114", "Attack"
"wd1176 -> ¬wd420", "wd420 -> wd114", "Attack"
"wd1336 -> ¬wd418", "wd418 -> wd60", "Attack"
"wd1323 -> ¬wd553", "wd553 -> ¬wd60", "Attack"
"wd1440 -> ¬wd553", "wd553 -> ¬wd60", "Attack"
"wd1245 -> ¬wd420", "wd420 -> wd114", "Attack"
"wd2185 -> ¬wd825", "wd825 -> wd78", "Attack"
"wd1242 -> wd416", "wd416 -> ¬wd114", "Support"
"wd1909 -> ¬wd866", "wd866 -> wd78", "Attack"
"wd1275 -> ¬wd488", "wd488 -> ¬wd60", "Attack"
"wd2149 -> ¬wd1075", "wd1075 -> ¬wd60", "Attack"
"wd1628 -> ¬wd416", "wd416 -> ¬wd114", "Attack"
"wd1127 -> ¬wd556", "wd556 -> ¬wd60", "Attack"
"wd2333 -> ¬wd765", "wd765 -> ¬wd1075", "Attack"
"wd2333 -> ¬wd765", "wd765 -> ¬wd60", "Attack"
"wd2272 -> ¬wd420", "wd420 -> wd114", "Attack"
"wd2384 -> ¬wd951", "wd951 -> ¬wd59", "Attack"
"wd2220 -> ¬wd418", "wd418 -> wd60", "Attack"
"wd1910 -> ¬wd866", "wd866 -> wd78", "Attack"
"wd1806 -> ¬wd1082", "wd1082 -> ¬wd114", "Attack"
"wd1957 -> ¬wd948", "wd948 -> ¬wd59", "Attack"
"wd1932 -> ¬wd1624", "wd1624 -> ¬wd425", "Attack"
"wd1130 -> ¬wd1624", "wd1624 -> ¬wd425", "Attack"
"wd1624 -> ¬wd425", "wd425 -> wd114", "Attack"
"wd1933 -> ¬wd1624", "wd1624 -> ¬wd425", "Attack"
"wd1630 -> ¬wd419", "wd419 -> wd114", "Attack"
