arg1, arg2, attack_support
"wd1740 -> ¬wd1576", "wd1576 -> ¬wd547", "Attack"
"wd1259 -> ¬wd547", "wd547 -> wd166", "Attack"
"wd1259 -> ¬wd547", "wd547 -> ¬wd165", "Attack"
"wd1436 -> ¬wd762", "wd762 -> wd97", "Attack"
"wd1154 -> ¬wd606", "wd606 -> wd126", "Attack"
"wd1476 -> ¬wd607", "wd607 -> wd126", "Attack"
"wd1117 -> ¬wd517", "wd517 -> wd169", "Attack"
"wd1129 -> ¬wd606", "wd606 -> wd126", "Attack"
"wd1103 -> ¬wd386", "wd386 -> wd147", "Attack"
"wd1114 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1314 -> ¬wd629", "wd629 -> wd147", "Attack"
"wd1217 -> ¬wd606", "wd606 -> wd126", "Attack"
"wd1181 -> ¬wd937", "wd937 -> ¬wd165", "Attack"
"wd1181 -> ¬wd937", "wd937 -> wd166", "Attack"
"wd1141 -> ¬wd937", "wd937 -> wd166", "Attack"
"wd1141 -> ¬wd937", "wd937 -> ¬wd165", "Attack"
"wd1740 -> ¬wd1576", "wd1576 -> ¬wd547", "Attack"
"wd1576 -> ¬wd547", "wd547 -> wd166", "Attack"
"wd1576 -> ¬wd547", "wd547 -> ¬wd165", "Attack"
"wd2167 -> ¬wd594", "wd594 -> wd126", "Attack"
"wd1618 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1404 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1223 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1191 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1437 -> ¬wd762", "wd762 -> wd97", "Attack"
"wd1313 -> ¬wd652", "wd652 -> wd169", "Attack"
"wd1289 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1637 -> ¬wd606", "wd606 -> wd126", "Attack"
"wd2198 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1209 -> ¬wd588", "wd588 -> ¬wd165", "Attack"
"wd1209 -> ¬wd588", "wd588 -> wd166", "Attack"
"wd1293 -> ¬wd762", "wd762 -> wd97", "Attack"
"wd1102 -> ¬wd517", "wd517 -> wd169", "Attack"
"wd1267 -> ¬wd594", "wd594 -> wd126", "Attack"
"wd631 -> wd168", "wd168 -> wd11", "Support"
"wd1293 -> ¬wd762", "wd762 -> wd97", "Attack"
"wd1436 -> ¬wd762", "wd762 -> wd97", "Attack"
"wd1437 -> ¬wd762", "wd762 -> wd97", "Attack"
"wd762 -> wd97", "wd97 -> ¬wd11", "Support"
"wd655 -> wd169", "wd169 -> wd11", "Support"
"wd607 -> wd126", "wd126 -> wd11", "Support"
"wd606 -> wd126", "wd126 -> wd11", "Support"
"wd594 -> wd126", "wd126 -> wd11", "Support"
"wd608 -> wd126", "wd126 -> wd11", "Support"
"wd609 -> wd126", "wd126 -> wd11", "Support"
"wd642 -> wd126", "wd126 -> wd11", "Support"
"wd593 -> wd126", "wd126 -> wd11", "Support"
"wd374 -> ¬wd166", "wd166 -> wd11", "Attack"
"wd545 -> wd166", "wd166 -> wd11", "Support"
"wd722 -> wd166", "wd166 -> wd11", "Support"
"wd588 -> wd166", "wd166 -> wd11", "Support"
"wd656 -> wd166", "wd166 -> wd11", "Support"
"wd547 -> wd166", "wd166 -> wd11", "Support"
"wd937 -> wd166", "wd166 -> wd11", "Support"
"wd813 -> wd166", "wd166 -> wd11", "Support"
"wd720 -> wd97", "wd97 -> ¬wd11", "Support"
"wd762 -> wd97", "wd97 -> ¬wd11", "Support"
"wd721 -> wd97", "wd97 -> ¬wd11", "Support"
"wd813 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd722 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd937 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd545 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd656 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd547 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd588 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd1084 -> wd168", "wd168 -> wd11", "Support"
"wd648 -> wd168", "wd168 -> wd11", "Support"
"wd647 -> wd168", "wd168 -> wd11", "Support"
"wd1856 -> wd168", "wd168 -> wd11", "Support"
"wd650 -> wd168", "wd168 -> wd11", "Support"
"wd1857 -> wd168", "wd168 -> wd11", "Support"
"wd631 -> wd168", "wd168 -> wd11", "Support"
"wd652 -> wd169", "wd169 -> wd11", "Support"
"wd546 -> wd169", "wd169 -> wd11", "Support"
"wd655 -> wd169", "wd169 -> wd11", "Support"
"wd517 -> wd169", "wd169 -> wd11", "Support"
"wd653 -> wd167", "wd167 -> wd11", "Support"
"wd649 -> wd167", "wd167 -> wd11", "Support"
"wd654 -> wd167", "wd167 -> wd11", "Support"
"wd363 -> wd167", "wd167 -> wd11", "Support"
"wd651 -> wd167", "wd167 -> wd11", "Support"
"wd386 -> wd147", "wd147 -> wd11", "Support"
"wd628 -> wd147", "wd147 -> wd11", "Support"
"wd625 -> wd147", "wd147 -> wd11", "Support"
"wd630 -> wd147", "wd147 -> wd11", "Support"
"wd626 -> wd147", "wd147 -> wd11", "Support"
"wd627 -> wd147", "wd147 -> wd11", "Support"
"wd629 -> wd147", "wd147 -> wd11", "Support"
"wd609 -> wd126", "wd126 -> wd11", "Support"
"wd653 -> wd167", "wd167 -> wd11", "Support"
"wd1102 -> ¬wd517", "wd517 -> wd169", "Attack"
"wd1117 -> ¬wd517", "wd517 -> wd169", "Attack"
"wd517 -> wd169", "wd169 -> wd11", "Support"
"wd588 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd1209 -> ¬wd588", "wd588 -> ¬wd165", "Attack"
"wd1209 -> ¬wd588", "wd588 -> wd166", "Attack"
"wd588 -> wd166", "wd166 -> wd11", "Support"
"wd1313 -> ¬wd652", "wd652 -> wd169", "Attack"
"wd652 -> wd169", "wd169 -> wd11", "Support"
"wd1103 -> ¬wd386", "wd386 -> wd147", "Attack"
"wd386 -> wd147", "wd147 -> wd11", "Support"
"wd1476 -> ¬wd607", "wd607 -> wd126", "Attack"
"wd607 -> wd126", "wd126 -> wd11", "Support"
"wd650 -> wd168", "wd168 -> wd11", "Support"
"wd626 -> wd147", "wd147 -> wd11", "Support"
"wd1637 -> ¬wd606", "wd606 -> wd126", "Attack"
"wd1154 -> ¬wd606", "wd606 -> wd126", "Attack"
"wd1217 -> ¬wd606", "wd606 -> wd126", "Attack"
"wd1129 -> ¬wd606", "wd606 -> wd126", "Attack"
"wd606 -> wd126", "wd126 -> wd11", "Support"
"wd721 -> wd97", "wd97 -> ¬wd11", "Support"
"wd647 -> wd168", "wd168 -> wd11", "Support"
"wd651 -> wd167", "wd167 -> wd11", "Support"
"wd2167 -> ¬wd594", "wd594 -> wd126", "Attack"
"wd1267 -> ¬wd594", "wd594 -> wd126", "Attack"
"wd594 -> wd126", "wd126 -> wd11", "Support"
"wd545 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd545 -> wd166", "wd166 -> wd11", "Support"
"wd656 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd656 -> wd166", "wd166 -> wd11", "Support"
"wd1856 -> wd168", "wd168 -> wd11", "Support"
"wd593 -> wd126", "wd126 -> wd11", "Support"
"wd1191 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1618 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1289 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1404 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd2198 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1114 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd1223 -> ¬wd720", "wd720 -> wd97", "Attack"
"wd720 -> wd97", "wd97 -> ¬wd11", "Support"
"wd546 -> wd169", "wd169 -> wd11", "Support"
"wd608 -> wd126", "wd126 -> wd11", "Support"
"wd1084 -> wd168", "wd168 -> wd11", "Support"
"wd547 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd1259 -> ¬wd547", "wd547 -> wd166", "Attack"
"wd1259 -> ¬wd547", "wd547 -> ¬wd165", "Attack"
"wd1576 -> ¬wd547", "wd547 -> wd166", "Attack"
"wd1576 -> ¬wd547", "wd547 -> ¬wd165", "Attack"
"wd547 -> wd166", "wd166 -> wd11", "Support"
"wd630 -> wd147", "wd147 -> wd11", "Support"
"wd722 -> ¬wd165", "wd165 -> ¬wd11", "Attack"
"wd722 -> wd166", "wd166 -> wd11", "Support"
