arg1, arg2, attack_support
"wd1645 -> ¬wd393", "wd393 -> wd265", "Attack"
"wd916 -> ¬wd1561", "wd1561 -> ¬wd895", "Attack"
"wd1561 -> ¬wd895", "wd895 -> ¬wd390", "Attack"
"wd1561 -> ¬wd895", "wd895 -> ¬wd265", "Attack"
"wd1299 -> ¬wd867", "wd867 -> ¬wd113", "Attack"
"wd1108 -> ¬wd548", "wd548 -> wd113", "Attack"
"wd1318 -> ¬wd867", "wd867 -> ¬wd113", "Attack"
"wd1579 -> ¬wd956", "wd956 -> wd148", "Attack"
"wd1579 -> ¬wd956", "wd956 -> ¬wd451", "Attack"
"wd1501 -> ¬wd867", "wd867 -> ¬wd113", "Attack"
"wd1115 -> ¬wd548", "wd548 -> wd113", "Attack"
"wd392 -> wd265", "wd265 -> ¬wd20", "Support"
"wd392 -> wd265", "wd265 -> ¬wd800", "Support"
"wd391 -> wd265", "wd265 -> ¬wd800", "Support"
"wd391 -> wd265", "wd265 -> ¬wd20", "Support"
"wd1066 -> wd148", "wd148 -> ¬wd20", "Support"
"wd998 -> ¬wd265", "wd265 -> ¬wd800", "Attack"
"wd998 -> ¬wd265", "wd265 -> ¬wd20", "Attack"
"wd868 -> ¬wd1018", "wd1018 -> wd104", "Attack"
"wd1018 -> wd104", "wd104 -> wd20", "Support"
"wd265 -> ¬wd800", "wd800 -> wd104", "Attack"
"wd800 -> wd104", "wd104 -> wd20", "Support"
"wd1645 -> ¬wd393", "wd393 -> wd265", "Attack"
"wd393 -> wd265", "wd265 -> ¬wd800", "Support"
"wd393 -> wd265", "wd265 -> ¬wd20", "Support"
"wd955 -> ¬wd561", "wd561 -> wd170", "Attack"
"wd955 -> wd148", "wd148 -> ¬wd20", "Support"
"wd1318 -> ¬wd867", "wd867 -> ¬wd113", "Attack"
"wd867 -> ¬wd113", "wd113 -> wd20", "Attack"
"wd1299 -> ¬wd867", "wd867 -> ¬wd113", "Attack"
"wd1501 -> ¬wd867", "wd867 -> ¬wd113", "Attack"
"wd1115 -> ¬wd548", "wd548 -> wd113", "Attack"
"wd1108 -> ¬wd548", "wd548 -> wd113", "Attack"
"wd548 -> wd113", "wd113 -> wd20", "Support"
"wd432 -> ¬wd113", "wd113 -> wd20", "Attack"
"wd916 -> ¬wd265", "wd265 -> ¬wd20", "Attack"
"wd916 -> ¬wd265", "wd265 -> ¬wd800", "Attack"
"wd916 -> ¬wd1561", "wd1561 -> ¬wd895", "Attack"
"wd1579 -> ¬wd956", "wd956 -> wd148", "Attack"
"wd1579 -> ¬wd956", "wd956 -> ¬wd451", "Attack"
"wd956 -> ¬wd451", "wd451 -> wd113", "Attack"
"wd956 -> wd148", "wd148 -> ¬wd20", "Support"
"wd895 -> ¬wd390", "wd390 -> wd265", "Attack"
"wd390 -> wd265", "wd265 -> ¬wd20", "Support"
"wd390 -> wd265", "wd265 -> ¬wd800", "Support"
"wd1790 -> wd113", "wd113 -> wd20", "Support"
"wd394 -> wd265", "wd265 -> ¬wd20", "Support"
"wd394 -> wd265", "wd265 -> ¬wd800", "Support"
"wd868 -> ¬wd1018", "wd1018 -> wd104", "Attack"
"wd868 -> ¬wd113", "wd113 -> wd20", "Attack"
"wd997 -> ¬wd148", "wd148 -> ¬wd20", "Attack"
"wd1561 -> ¬wd895", "wd895 -> ¬wd390", "Attack"
"wd1561 -> ¬wd895", "wd895 -> ¬wd265", "Attack"
"wd895 -> ¬wd265", "wd265 -> ¬wd20", "Attack"
"wd895 -> ¬wd265", "wd265 -> ¬wd800", "Attack"
"wd895 -> ¬wd390", "wd390 -> wd265", "Attack"
"wd956 -> ¬wd451", "wd451 -> wd113", "Attack"
"wd451 -> wd113", "wd113 -> wd20", "Support"
"wd998 -> ¬wd265", "wd265 -> ¬wd800", "Attack"
"wd998 -> ¬wd265", "wd265 -> ¬wd20", "Attack"
"wd895 -> ¬wd265", "wd265 -> ¬wd20", "Attack"
"wd895 -> ¬wd265", "wd265 -> ¬wd800", "Attack"
"wd265 -> ¬wd800", "wd800 -> wd104", "Attack"
"wd916 -> ¬wd265", "wd265 -> ¬wd20", "Attack"
"wd916 -> ¬wd265", "wd265 -> ¬wd800", "Attack"
"wd394 -> wd265", "wd265 -> ¬wd20", "Support"
"wd394 -> wd265", "wd265 -> ¬wd800", "Support"
"wd391 -> wd265", "wd265 -> ¬wd800", "Support"
"wd391 -> wd265", "wd265 -> ¬wd20", "Support"
"wd393 -> wd265", "wd265 -> ¬wd800", "Support"
"wd393 -> wd265", "wd265 -> ¬wd20", "Support"
"wd392 -> wd265", "wd265 -> ¬wd20", "Support"
"wd392 -> wd265", "wd265 -> ¬wd800", "Support"
"wd390 -> wd265", "wd265 -> ¬wd20", "Support"
"wd390 -> wd265", "wd265 -> ¬wd800", "Support"
"wd432 -> ¬wd113", "wd113 -> wd20", "Attack"
"wd868 -> ¬wd113", "wd113 -> wd20", "Attack"
"wd867 -> ¬wd113", "wd113 -> wd20", "Attack"
"wd451 -> wd113", "wd113 -> wd20", "Support"
"wd548 -> wd113", "wd113 -> wd20", "Support"
"wd1790 -> wd113", "wd113 -> wd20", "Support"
"wd1018 -> wd104", "wd104 -> wd20", "Support"
"wd800 -> wd104", "wd104 -> wd20", "Support"
"wd997 -> ¬wd148", "wd148 -> ¬wd20", "Attack"
"wd955 -> wd148", "wd148 -> ¬wd20", "Support"
"wd1066 -> wd148", "wd148 -> ¬wd20", "Support"
"wd956 -> wd148", "wd148 -> ¬wd20", "Support"
