arg1, arg2, attack_support
"wd1685 -> ¬wd1118", "wd1118 -> ¬wd946", "Attack"
"wd1921 -> wd991", "wd991 -> wd305", "Support"
"wd1924 -> wd991", "wd991 -> wd305", "Support"
"wd1923 -> wd991", "wd991 -> wd305", "Support"
"wd1098 -> ¬wd991", "wd991 -> wd305", "Attack"
"wd1920 -> wd991", "wd991 -> wd305", "Support"
"wd1922 -> wd991", "wd991 -> wd305", "Support"
"wd1919 -> wd991", "wd991 -> wd305", "Support"
"wd2196 -> wd750", "wd750 -> wd342", "Support"
"wd1918 -> wd991", "wd991 -> wd305", "Support"
"wd1133 -> ¬wd1091", "wd1091 -> wd305", "Attack"
"wd2197 -> wd750", "wd750 -> wd342", "Support"
"wd1685 -> ¬wd1118", "wd1118 -> ¬wd946", "Attack"
"wd1118 -> ¬wd946", "wd946 -> wd304", "Attack"
"wd1118 -> ¬wd946", "wd946 -> wd303", "Attack"
"wd1305 -> ¬wd1090", "wd1090 -> ¬wd247", "Attack"
"wd2342 -> ¬wd246", "wd246 -> wd16", "Attack"
"wd666 -> wd303", "wd303 -> wd16", "Support"
"wd1826 -> wd305", "wd305 -> ¬wd16", "Support"
"wd1098 -> ¬wd991", "wd991 -> wd305", "Attack"
"wd1920 -> wd991", "wd991 -> wd305", "Support"
"wd1922 -> wd991", "wd991 -> wd305", "Support"
"wd1924 -> wd991", "wd991 -> wd305", "Support"
"wd1919 -> wd991", "wd991 -> wd305", "Support"
"wd1923 -> wd991", "wd991 -> wd305", "Support"
"wd1918 -> wd991", "wd991 -> wd305", "Support"
"wd991 -> wd305", "wd305 -> ¬wd16", "Support"
"wd1921 -> wd991", "wd991 -> wd305", "Support"
"wd1827 -> wd305", "wd305 -> ¬wd16", "Support"
"wd2196 -> wd750", "wd750 -> wd342", "Support"
"wd2197 -> wd750", "wd750 -> wd342", "Support"
"wd750 -> wd342", "wd342 -> ¬wd16", "Support"
"wd1305 -> ¬wd1090", "wd1090 -> ¬wd247", "Attack"
"wd1090 -> ¬wd247", "wd247 -> wd16", "Attack"
"wd1133 -> ¬wd1091", "wd1091 -> wd305", "Attack"
"wd1091 -> wd305", "wd305 -> ¬wd16", "Support"
"wd1118 -> ¬wd946", "wd946 -> wd304", "Attack"
"wd1118 -> ¬wd946", "wd946 -> wd303", "Attack"
"wd946 -> wd303", "wd303 -> wd16", "Support"
"wd946 -> wd304", "wd304 -> wd16", "Support"
"wd947 -> wd303", "wd303 -> wd16", "Support"
"wd805 -> ¬wd246", "wd246 -> wd16", "Attack"
"wd2541 -> wd342", "wd342 -> ¬wd16", "Support"
"wd1852 -> ¬wd304", "wd304 -> wd16", "Attack"
"wd1065 -> ¬wd74", "wd74 -> ¬wd16", "Attack"
"wd2343 -> ¬wd246", "wd246 -> wd16", "Attack"
"wd658 -> ¬wd304", "wd304 -> wd16", "Attack"
"wd1065 -> ¬wd74", "wd74 -> ¬wd16", "Attack"
"wd750 -> wd342", "wd342 -> ¬wd16", "Support"
"wd2541 -> wd342", "wd342 -> ¬wd16", "Support"
"wd666 -> wd303", "wd303 -> wd16", "Support"
"wd947 -> wd303", "wd303 -> wd16", "Support"
"wd946 -> wd303", "wd303 -> wd16", "Support"
"wd1090 -> ¬wd247", "wd247 -> wd16", "Attack"
"wd658 -> ¬wd304", "wd304 -> wd16", "Attack"
"wd1852 -> ¬wd304", "wd304 -> wd16", "Attack"
"wd946 -> wd304", "wd304 -> wd16", "Support"
"wd1827 -> wd305", "wd305 -> ¬wd16", "Support"
"wd991 -> wd305", "wd305 -> ¬wd16", "Support"
"wd1091 -> wd305", "wd305 -> ¬wd16", "Support"
"wd1826 -> wd305", "wd305 -> ¬wd16", "Support"
"wd805 -> ¬wd246", "wd246 -> wd16", "Attack"
"wd2343 -> ¬wd246", "wd246 -> wd16", "Attack"
"wd2342 -> ¬wd246", "wd246 -> wd16", "Attack"
