arg1, arg2, attack_support
"kl17994 -> kl15553", "kl15553 -> kl14142", "Support"
"kl12789 -> kl11307", "kl11307 -> kl8220", "Support"
"kl13499 -> kl11797", "kl11797 -> ¬kl8103", "Support"
"kl14320 -> ¬kl10787", "kl10787 -> ¬kl6494", "Attack"
"kl13177 -> kl9481", "kl9481 -> kl7198", "Support"
"kl14976 -> kl9938", "kl9938 -> ¬kl7715", "Support"
"kl14899 -> kl11307", "kl11307 -> kl8220", "Support"
"kl13366 -> ¬kl9830", "kl9830 -> kl7994", "Attack"
"kl13501 -> kl9485", "kl9485 -> kl6514", "Support"
"kl16114 -> ¬kl14339", "kl14339 -> kl12046", "Attack"
"kl17994 -> kl15553", "kl15553 -> kl14142", "Support"
"kl15553 -> kl14142", "kl14142 -> kl11374", "Support"
"kl15342 -> kl12819", "kl12819 -> kl12640", "Support"
"kl15788 -> kl12819", "kl12819 -> kl12640", "Support"
"kl9479 -> kl7313", "kl7313 -> kl4051", "Support"
"kl9834 -> kl7994", "kl7994 -> kl4643", "Support"
"kl9834 -> kl7994", "kl7994 -> kl7402", "Support"
"kl13776 -> ¬kl11023", "kl11023 -> kl2932", "Attack"
"kl10198 -> kl7605", "kl7605 -> kl3837", "Support"
"kl13136 -> ¬kl11374", "kl11374 -> ¬kl3809", "Attack"
"kl9831 -> kl7994", "kl7994 -> kl4643", "Support"
"kl9831 -> kl7994", "kl7994 -> kl7402", "Support"
"kl9589 -> kl6494", "kl6494 -> ¬kl3806", "Support"
"kl13673 -> kl11664", "kl11664 -> ¬kl3006", "Support"
"kl9938 -> ¬kl7715", "kl7715 -> kl3628", "Attack"
"kl14976 -> kl9938", "kl9938 -> ¬kl7715", "Support"
"kl13416 -> ¬kl11306", "kl11306 -> ¬kl4055", "Attack"
"kl13501 -> kl9485", "kl9485 -> kl6514", "Support"
"kl9485 -> kl6514", "kl6514 -> ¬kl2334", "Support"
"kl9833 -> kl7994", "kl7994 -> kl7402", "Support"
"kl9833 -> kl7994", "kl7994 -> kl4643", "Support"
"kl13551 -> kl11306", "kl11306 -> ¬kl4055", "Support"
"kl13556 -> kl12640", "kl12640 -> kl3006", "Support"
"kl9482 -> kl7198", "kl7198 -> kl4837", "Support"
"kl12359 -> kl7729", "kl7729 -> ¬kl3666", "Support"
"kl10531 -> kl7146", "kl7146 -> ¬kl2330", "Support"
"kl11838 -> ¬kl7049", "kl7049 -> ¬kl3981", "Attack"
"kl15002 -> kl11374", "kl11374 -> ¬kl3809", "Support"
"kl12388 -> ¬kl8202", "kl8202 -> kl3904", "Attack"
"kl12388 -> kl11306", "kl11306 -> ¬kl4055", "Support"
"kl15553 -> kl14142", "kl14142 -> kl11374", "Support"
