premise, conclusion, weight
" Les quelques erreurs dans le rapport du GIEC de 2007 ne remettent pas en question la conclusion globale du rappport", " Le rapport du GIEC de 2007 comporte de nombreuses erreurs", -1.0
" Le rôle des rayons cosmiques dans la création des noyaux de condensation est remis en question", " Le réchauffement climatique est dû à l'activité solaire", -1.0
" Le réchauffement climatique ne s'observe pas sur les autres planètes du système solaire", " Le réchauffement climatique s'observe aussi sur Mars", -1.0
" L'influence de l'activité solaire sur le réchauffement climatique a été confirmée par l'étude de données hydrologiques en Afrique du Sud", " Le réchauffement climatique est dû à l'activité solaire", 1.0
" L'hypothèse d'une influence de l'activité solaire sur le réchauffement climatique a été invalidée par l'expérience CLOUD", " Le réchauffement climatique est dû à l'activité solaire", -1.0
" Le ralentissement du réchauffement climatique entre 1998 et 2012 s'explique par des facteurs naturels", " Il y a une pause dans le réchauffement climatique", -1.0
" La tendance au réchauffement climatique a repris à partir de 2013", " Il y a une pause dans le réchauffement climatique", -1.0
" Le Minimum de Maunder confirme l'hypothèse d'une influence de l'activité solaire sur le réchauffement climatique", " Le réchauffement climatique est dû à l'activité solaire", 1.0
" Le rapport du GIEC de 2007 comporte de nombreuses erreurs", " Les éudes affirmant l'existence du réchauffement climatique commettent des erreurs méthodologiques", 1.0
" Les scientifiques partisans du réchauffement climatique subissent des pressions", " Les scientifiques qui ne reconnaissent pas le réchauffement climatique subissent des pressions et sont marginalisés", -1.0
" La réduction de la couverture nuageuse diminue également l'impact de l'effet de serre", " Le réchauffement climatique est dû à l'activité solaire", -1.0
"Il existe un lobbying des industries pétrolières afin de nier le réchauffemen climatique", " Les scientifiques qui ne reconnaissent pas le réchauffement climatique subissent des pressions et sont marginalisés", -1.0
" L'activité solaire ne peut expliquer l'augmentation de la température depuis 1980", " Le réchauffement climatique est dû à l'activité solaire", -1.0
" Les causes du réchauffement de Mars sont propres à cette planète", " Le réchauffement climatique s'observe aussi sur Mars", -1.0
" Il faut considérer la tendance au réchauffement climatique sur une longue période", " Il y a une pause dans le réchauffement climatique", -1.0
" L'hypothèse d'une influence de l'activité solaire sur le réchauffement climatique se base sur des données erronées", " Le réchauffement climatique est dû à l'activité solaire", -1.0
" Les données fondant la thèse de la pause dans le réchauffement climatique sont biaisées", " Il y a une pause dans le réchauffement climatique", -1.0
