arg1, arg2, attack_support
"wd1755 -> ¬wd1708", "wd1708 -> wd1514", "Attack"
"wd1756 -> ¬wd1708", "wd1708 -> wd1514", "Attack"
"wd1764 -> ¬wd1734", "wd1734 -> wd1514", "Attack"
"wd1759 -> ¬wd1730", "wd1730 -> wd1514", "Attack"
"wd1757 -> ¬wd1708", "wd1708 -> wd1514", "Attack"
"wd1760 -> ¬wd1730", "wd1730 -> wd1514", "Attack"
"wd1666 -> wd1457", "wd1457 -> ¬wd785", "Support"
"wd1859 -> ¬wd1612", "wd1612 -> wd450", "Attack"
"wd1716 -> ¬wd1614", "wd1614 -> wd450", "Attack"
"wd2153 -> wd1652", "wd1652 -> ¬wd507", "Support"
"wd2436 -> ¬wd1614", "wd1614 -> wd450", "Attack"
"wd1759 -> ¬wd1730", "wd1730 -> wd1514", "Attack"
"wd1760 -> ¬wd1730", "wd1730 -> wd1514", "Attack"
"wd1730 -> wd1514", "wd1514 -> ¬wd507", "Support"
"wd1746 -> ¬wd1315", "wd1315 -> ¬wd785", "Attack"
"wd1764 -> ¬wd1734", "wd1734 -> wd1514", "Attack"
"wd1734 -> wd1514", "wd1514 -> ¬wd507", "Support"
"wd1713 -> ¬wd1613", "wd1613 -> wd450", "Attack"
"wd1729 -> ¬wd1514", "wd1514 -> ¬wd507", "Attack"
"wd1744 -> ¬wd1460", "wd1460 -> ¬wd773", "Attack"
"wd1719 -> ¬wd1452", "wd1452 -> ¬wd786", "Attack"
"wd1965 -> ¬wd1613", "wd1613 -> wd450", "Attack"
"wd1966 -> ¬wd1613", "wd1613 -> wd450", "Attack"
"wd1714 -> ¬wd1614", "wd1614 -> wd450", "Attack"
"wd1715 -> ¬wd1614", "wd1614 -> wd450", "Attack"
"wd2184 -> ¬wd1615", "wd1615 -> wd450", "Attack"
"wd1757 -> ¬wd1708", "wd1708 -> wd1514", "Attack"
"wd1755 -> ¬wd1708", "wd1708 -> wd1514", "Attack"
"wd1756 -> ¬wd1708", "wd1708 -> wd1514", "Attack"
"wd1708 -> wd1514", "wd1514 -> ¬wd507", "Support"
"wd1409 -> ¬wd777", "wd777 -> wd237", "Attack"
"wd1638 -> ¬wd435", "wd435 -> ¬wd72", "Attack"
"wd1183 -> ¬wd787", "wd787 -> wd236", "Attack"
"wd1183 -> ¬wd787", "wd787 -> ¬wd235", "Attack"
"wd1859 -> ¬wd1612", "wd1612 -> wd450", "Attack"
"wd1612 -> wd450", "wd450 -> ¬wd72", "Support"
"wd2235 -> ¬wd788", "wd788 -> wd234", "Attack"
"wd1811 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1811 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1298 -> ¬wd778", "wd778 -> wd237", "Attack"
"wd1456 -> ¬wd784", "wd784 -> wd233", "Attack"
"wd1453 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1453 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1514 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1514 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1729 -> ¬wd1514", "wd1514 -> ¬wd507", "Attack"
"wd1708 -> wd1514", "wd1514 -> ¬wd507", "Support"
"wd1730 -> wd1514", "wd1514 -> ¬wd507", "Support"
"wd1734 -> wd1514", "wd1514 -> ¬wd507", "Support"
"wd1256 -> ¬wd786", "wd786 -> wd239", "Attack"
"wd1256 -> ¬wd786", "wd786 -> ¬wd544", "Attack"
"wd1410 -> ¬wd781", "wd781 -> ¬wd790", "Attack"
"wd1410 -> ¬wd781", "wd781 -> ¬wd233", "Attack"
"wd1744 -> ¬wd1460", "wd1460 -> ¬wd773", "Attack"
"wd1460 -> ¬wd773", "wd773 -> wd233", "Attack"
"wd1571 -> ¬wd791", "wd791 -> wd239", "Attack"
"wd1435 -> ¬wd632", "wd632 -> wd238", "Attack"
"wd1965 -> ¬wd1613", "wd1613 -> wd450", "Attack"
"wd1966 -> ¬wd1613", "wd1613 -> wd450", "Attack"
"wd1713 -> ¬wd1613", "wd1613 -> wd450", "Attack"
"wd1613 -> wd450", "wd450 -> ¬wd72", "Support"
"wd1406 -> ¬wd780", "wd780 -> wd237", "Attack"
"wd1461 -> ¬wd787", "wd787 -> wd236", "Attack"
"wd1461 -> ¬wd787", "wd787 -> ¬wd235", "Attack"
"wd1167 -> ¬wd777", "wd777 -> wd237", "Attack"
"wd1652 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1652 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd2153 -> wd1652", "wd1652 -> ¬wd507", "Support"
"wd1647 -> ¬wd429", "wd429 -> wd240", "Attack"
"wd1457 -> ¬wd785", "wd785 -> wd233", "Attack"
"wd1666 -> wd1457", "wd1457 -> ¬wd785", "Support"
"wd1458 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1458 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1168 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1168 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1633 -> ¬wd792", "wd792 -> wd239", "Attack"
"wd2233 -> ¬wd788", "wd788 -> wd234", "Attack"
"wd2512 -> ¬wd777", "wd777 -> wd237", "Attack"
"wd1486 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1486 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd2232 -> ¬wd788", "wd788 -> wd234", "Attack"
"wd1450 -> ¬wd446", "wd446 -> ¬wd234", "Attack"
"wd1452 -> ¬wd786", "wd786 -> ¬wd544", "Attack"
"wd1452 -> ¬wd786", "wd786 -> wd239", "Attack"
"wd1719 -> ¬wd1452", "wd1452 -> ¬wd786", "Attack"
"wd1146 -> ¬wd396", "wd396 -> wd240", "Attack"
"wd1632 -> ¬wd785", "wd785 -> wd233", "Attack"
"wd1455 -> ¬wd782", "wd782 -> ¬wd233", "Attack"
"wd2538 -> ¬wd781", "wd781 -> ¬wd233", "Attack"
"wd2538 -> ¬wd781", "wd781 -> ¬wd790", "Attack"
"wd1659 -> ¬wd509", "wd509 -> wd235", "Attack"
"wd1659 -> ¬wd509", "wd509 -> ¬wd236", "Attack"
"wd1462 -> ¬wd429", "wd429 -> wd240", "Attack"
"wd1343 -> ¬wd506", "wd506 -> wd235", "Attack"
"wd1343 -> ¬wd506", "wd506 -> ¬wd236", "Attack"
"wd1343 -> ¬wd506", "wd506 -> ¬wd786", "Attack"
"wd1343 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1343 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1203 -> ¬wd774", "wd774 -> wd233", "Attack"
"wd2236 -> ¬wd788", "wd788 -> wd234", "Attack"
"wd1407 -> ¬wd780", "wd780 -> wd237", "Attack"
"wd1611 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1611 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1950 -> ¬wd778", "wd778 -> wd237", "Attack"
"wd1451 -> ¬wd506", "wd506 -> ¬wd236", "Attack"
"wd1451 -> ¬wd506", "wd506 -> ¬wd786", "Attack"
"wd1451 -> ¬wd506", "wd506 -> wd235", "Attack"
"wd1949 -> ¬wd778", "wd778 -> wd237", "Attack"
"wd1581 -> ¬wd790", "wd790 -> wd239", "Attack"
"wd1616 -> wd450", "wd450 -> ¬wd72", "Support"
"wd1459 -> ¬wd429", "wd429 -> wd240", "Attack"
"wd1219 -> ¬wd506", "wd506 -> ¬wd786", "Attack"
"wd1219 -> ¬wd506", "wd506 -> ¬wd236", "Attack"
"wd1219 -> ¬wd506", "wd506 -> wd235", "Attack"
"wd1544 -> ¬wd450", "wd450 -> ¬wd72", "Attack"
"wd1578 -> ¬wd790", "wd790 -> wd239", "Attack"
"wd2184 -> ¬wd1615", "wd1615 -> wd450", "Attack"
"wd1615 -> wd450", "wd450 -> ¬wd72", "Support"
"wd1570 -> ¬wd782", "wd782 -> ¬wd233", "Attack"
"wd1290 -> ¬wd396", "wd396 -> wd240", "Attack"
"wd1449 -> ¬wd788", "wd788 -> wd234", "Attack"
"wd2234 -> ¬wd788", "wd788 -> wd234", "Attack"
"wd1715 -> ¬wd1614", "wd1614 -> wd450", "Attack"
"wd1716 -> ¬wd1614", "wd1614 -> wd450", "Attack"
"wd1714 -> ¬wd1614", "wd1614 -> wd450", "Attack"
"wd2436 -> ¬wd1614", "wd1614 -> wd450", "Attack"
"wd1614 -> wd450", "wd450 -> ¬wd72", "Support"
"wd2465 -> ¬wd509", "wd509 -> ¬wd236", "Attack"
"wd2465 -> ¬wd509", "wd509 -> wd235", "Attack"
"wd1643 -> ¬wd429", "wd429 -> wd240", "Attack"
"wd1955 -> ¬wd633", "wd633 -> wd238", "Attack"
"wd1454 -> ¬wd786", "wd786 -> wd239", "Attack"
"wd1454 -> ¬wd786", "wd786 -> ¬wd544", "Attack"
"wd1454 -> ¬wd793", "wd793 -> wd237", "Attack"
"wd1316 -> ¬wd785", "wd785 -> wd233", "Attack"
"wd1577 -> ¬wd778", "wd778 -> wd237", "Attack"
"wd2383 -> ¬wd797", "wd797 -> wd238", "Attack"
"wd1253 -> ¬wd508", "wd508 -> wd235", "Attack"
"wd1253 -> ¬wd508", "wd508 -> ¬wd236", "Attack"
"wd1315 -> ¬wd785", "wd785 -> wd233", "Attack"
"wd1746 -> ¬wd1315", "wd1315 -> ¬wd785", "Attack"
"wd1448 -> ¬wd794", "wd794 -> wd236", "Attack"
"wd1448 -> ¬wd794", "wd794 -> ¬wd235", "Attack"
"wd1298 -> ¬wd778", "wd778 -> wd237", "Attack"
"wd1577 -> ¬wd778", "wd778 -> wd237", "Attack"
"wd1949 -> ¬wd778", "wd778 -> wd237", "Attack"
"wd1950 -> ¬wd778", "wd778 -> wd237", "Attack"
"wd778 -> wd237", "wd237 -> wd9", "Support"
"wd1167 -> ¬wd777", "wd777 -> wd237", "Attack"
"wd2512 -> ¬wd777", "wd777 -> wd237", "Attack"
"wd1409 -> ¬wd777", "wd777 -> wd237", "Attack"
"wd777 -> wd237", "wd237 -> wd9", "Support"
"wd1047 -> ¬wd105", "wd105 -> ¬wd9", "Attack"
"wd1435 -> ¬wd632", "wd632 -> wd238", "Attack"
"wd632 -> wd238", "wd238 -> ¬wd9", "Support"
"wd786 -> ¬wd544", "wd544 -> ¬wd233", "Attack"
"wd544 -> ¬wd233", "wd233 -> wd9", "Attack"
"wd1632 -> ¬wd785", "wd785 -> wd233", "Attack"
"wd1316 -> ¬wd785", "wd785 -> wd233", "Attack"
"wd1457 -> ¬wd785", "wd785 -> wd233", "Attack"
"wd1315 -> ¬wd785", "wd785 -> wd233", "Attack"
"wd785 -> wd233", "wd233 -> wd9", "Support"
"wd1168 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1168 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1611 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1611 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1458 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1458 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1453 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1453 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1486 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1486 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1343 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1343 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1811 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1811 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1652 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1652 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd1514 -> ¬wd507", "wd507 -> ¬wd236", "Attack"
"wd1514 -> ¬wd507", "wd507 -> wd235", "Attack"
"wd507 -> ¬wd236", "wd236 -> wd9", "Attack"
"wd507 -> wd235", "wd235 -> ¬wd9", "Support"
"wd1461 -> ¬wd787", "wd787 -> wd236", "Attack"
"wd1461 -> ¬wd787", "wd787 -> ¬wd235", "Attack"
"wd787 -> ¬wd235", "wd235 -> ¬wd9", "Attack"
"wd1183 -> ¬wd787", "wd787 -> wd236", "Attack"
"wd1183 -> ¬wd787", "wd787 -> ¬wd235", "Attack"
