premise, conclusion, weight
"二：大規模殺傷性武器即然找不到薩達姆與基地組織的聯繫，美國人又找了另一個藉口。2003年2月5日在聯合國安理會上美國國防部長鮑威爾說美國人掌握了各種情報證明伊拉克擁有大規模殺傷性武器，提供情報的是伊拉克的化學工程師，但事後人們才知道這個工程師美國人壓根就沒有見過，所提供的情報也是經過德國的情報站轉達到美國的。鮑威爾的這套說辭令法國第一個站出來表示了否決，隨後也並沒有得到聯合國的通過。但美國此時已經下定了決心要對伊拉克動兵。", "美国可能說謊", 1.0
"如果我們繼續下去，他們就會超過我們6c26", "6b40 Faisir美國懷疑伊拉克擁有大殺傷力武器。", 1.0
"死人", "6b40 Faisir美國懷疑伊拉克擁有大殺傷力武器。", 1.0
"6a11 會令很多人死亡", "6A19 巫曉琳如果發生戰爭，會造成嚴重的人命傷亡，亦會令災民遷移到其他國家，導致其他國家大量人民令那個國家造成人民災難。", 1.0
"美国可能說謊", "6b40 Faisir美國懷疑伊拉克擁有大殺傷力武器。", -0.5
"6A19 巫曉琳如果發生戰爭，會造成嚴重的人命傷亡，亦會令災民遷移到其他國家，導致其他國家大量人民令那個國家造成人民災難。", " 美國應出兵攻打伊拉克。", -1.0
"伊拉克的石油儲量居世界第二位，僅次於沙烏地阿拉伯，自911事件以後美國打擊恐怖主義和主導全球戰略的心情更加迫切，而美國的老對頭薩達姆一直在挑戰美國的霸權，美國打擊伊拉克就可以控制能源，重組亞洲，維護自己的霸權地位，這正符合美國的國家利益。", " 美國應出兵攻打伊拉克。", 1.0
"六智六號應該，因為伊拉克🇮🇶勢力過於強大，有高殺傷力的武器💣", " 美國應出兵攻打伊拉克。", 1.0
"期待智慧者使用戰爭以外的方式和平進行交涉", " 美國應出兵攻打伊拉克。", -1.0
"傷亡慘重 6a07", " 美國應出兵攻打伊拉克。", -1.0
"美國只是推測而已，不代表真的有。 梁筠晴", " 美國應出兵攻打伊拉克。", -1.0
"FredTsoi我唔贊成美國攻打伊拉克🇮🇶，因為我認為，因為好多嘅武器攻擊會令到大量無辜嘅平民死亡。#meow", " 美國應出兵攻打伊拉克。", 1.0
"6A 09~會令人命傷亡，流離失所", " 美國應出兵攻打伊拉克。", -1.0
"6a01因為如果伊拉克🇮🇶真的有高殺傷力的武器，美國🇺🇸就要把它們毀滅。", " 美國應出兵攻打伊拉克。", 1.0
"6a25美國還沒確定伊拉克真的有高殺傷力武器，只是推測", " 美國應出兵攻打伊拉克。", -1.0
"6b40 Faisir美國懷疑伊拉克擁有大殺傷力武器。", " 美國應出兵攻打伊拉克。", 1.0
"6A20如果有具殺傷力武器伊拉克有機會攻打其他國家", " 美國應出兵攻打伊拉克。", 1.0
"不應該，因為會死人", " 美國應出兵攻打伊拉克。", 1.0
"6D21因為戰爭會令大量的人，包括平民丶軍人死亡或受傷🤕️，而且他們也會將大部分金錢放在軍備上，減少對平民的援助", " 美國應出兵攻打伊拉克。", 1.0
"除達成此目的之外，並未有發現大規模殺傷性武器與證據。戰後美軍因在伊拉克頻繁遭受民兵及恐怖組織攻擊，奧巴馬政府決定撤軍，此後僅駐留少數軍官訓練伊政府部隊。", " 美國應出兵攻打伊拉克。", -0.5
