arg1, arg2, attack_support
"wd2428 -> ¬wd1402", "wd1402 -> ¬wd370", "Attack"
"wd1853 -> ¬wd1656", "wd1656 -> ¬wd646", "Attack"
"wd1143 -> ¬wd645", "wd645 -> wd162", "Attack"
"wd2324 -> ¬wd370", "wd370 -> wd53", "Attack"
"wd1402 -> ¬wd370", "wd370 -> wd53", "Attack"
"wd2428 -> ¬wd1402", "wd1402 -> ¬wd370", "Attack"
"wd2325 -> ¬wd370", "wd370 -> wd53", "Attack"
"wd1656 -> ¬wd646", "wd646 -> wd163", "Attack"
"wd1853 -> ¬wd1656", "wd1656 -> ¬wd646", "Attack"
"wd1337 -> ¬wd372", "wd372 -> wd53", "Attack"
"wd2336 -> ¬wd369", "wd369 -> wd53", "Attack"
"wd2134 -> ¬wd718", "wd718 -> wd186", "Attack"
"wd2135 -> ¬wd718", "wd718 -> wd186", "Attack"
"wd2325 -> ¬wd370", "wd370 -> wd53", "Attack"
"wd1402 -> ¬wd370", "wd370 -> wd53", "Attack"
"wd2324 -> ¬wd370", "wd370 -> wd53", "Attack"
"wd370 -> wd53", "wd53 -> ¬wd14", "Support"
"wd1953 -> ¬wd96", "wd96 -> wd14", "Attack"
"wd1952 -> wd96", "wd96 -> wd14", "Support"
"wd2336 -> ¬wd369", "wd369 -> wd53", "Attack"
"wd369 -> wd53", "wd53 -> ¬wd14", "Support"
"wd2135 -> ¬wd718", "wd718 -> wd186", "Attack"
"wd2134 -> ¬wd718", "wd718 -> wd186", "Attack"
"wd718 -> wd186", "wd186 -> wd14", "Support"
"wd1337 -> ¬wd372", "wd372 -> wd53", "Attack"
"wd372 -> wd53", "wd53 -> ¬wd14", "Support"
"wd2322 -> wd186", "wd186 -> wd14", "Support"
"wd2532 -> wd162", "wd162 -> ¬wd14", "Support"
"wd533 -> ¬wd53", "wd53 -> ¬wd14", "Attack"
"wd2392 -> wd163", "wd163 -> ¬wd14", "Support"
"wd1656 -> ¬wd646", "wd646 -> wd163", "Attack"
"wd646 -> wd163", "wd163 -> ¬wd14", "Support"
"wd1086 -> wd186", "wd186 -> wd14", "Support"
"wd1080 -> ¬wd53", "wd53 -> ¬wd14", "Attack"
"wd1954 -> ¬wd96", "wd96 -> wd14", "Attack"
"wd1143 -> ¬wd645", "wd645 -> wd162", "Attack"
"wd645 -> wd162", "wd162 -> ¬wd14", "Support"
"wd2323 -> wd186", "wd186 -> wd14", "Support"
"wd1951 -> wd96", "wd96 -> wd14", "Support"
"wd371 -> wd53", "wd53 -> ¬wd14", "Support"
"wd644 -> wd162", "wd162 -> ¬wd14", "Support"
"wd644 -> wd162", "wd162 -> ¬wd14", "Support"
"wd645 -> wd162", "wd162 -> ¬wd14", "Support"
"wd2532 -> wd162", "wd162 -> ¬wd14", "Support"
"wd1086 -> wd186", "wd186 -> wd14", "Support"
"wd718 -> wd186", "wd186 -> wd14", "Support"
"wd2322 -> wd186", "wd186 -> wd14", "Support"
"wd2323 -> wd186", "wd186 -> wd14", "Support"
"wd1080 -> ¬wd53", "wd53 -> ¬wd14", "Attack"
"wd533 -> ¬wd53", "wd53 -> ¬wd14", "Attack"
"wd369 -> wd53", "wd53 -> ¬wd14", "Support"
"wd371 -> wd53", "wd53 -> ¬wd14", "Support"
"wd372 -> wd53", "wd53 -> ¬wd14", "Support"
"wd370 -> wd53", "wd53 -> ¬wd14", "Support"
"wd1954 -> ¬wd96", "wd96 -> wd14", "Attack"
"wd1953 -> ¬wd96", "wd96 -> wd14", "Attack"
"wd1951 -> wd96", "wd96 -> wd14", "Support"
"wd1952 -> wd96", "wd96 -> wd14", "Support"
"wd646 -> wd163", "wd163 -> ¬wd14", "Support"
"wd2392 -> wd163", "wd163 -> ¬wd14", "Support"
