arg1, arg2, attack_support
"kl15547 -> ¬kl12688", "kl12688 -> ¬kl9636", "Attack"
"kl13649 -> ¬kl9757", "kl9757 -> ¬kl8059", "Attack"
"kl14811 -> ¬kl9301", "kl9301 -> ¬kl8059", "Attack"
"kl15547 -> ¬kl12688", "kl12688 -> ¬kl9636", "Attack"
"kl12688 -> ¬kl9636", "kl9636 -> ¬kl7615", "Attack"
"kl9661 -> ¬kl8059", "kl8059 -> kl5233", "Attack"
"kl12688 -> ¬kl9636", "kl9636 -> ¬kl7615", "Attack"
"kl9636 -> ¬kl7615", "kl7615 -> kl5233", "Attack"
"kl9301 -> ¬kl8059", "kl8059 -> kl5233", "Attack"
"kl14811 -> ¬kl9301", "kl9301 -> ¬kl8059", "Attack"
"kl13909 -> kl10749", "kl10749 -> kl6397", "Support"
"kl13941 -> ¬kl10577", "kl10577 -> ¬kl4634", "Attack"
"kl13749 -> ¬kl11537", "kl11537 -> ¬kl4134", "Attack"
"kl4133 -> ¬kl13749", "kl13749 -> ¬kl11537", "Attack"
"kl10157 -> ¬kl8696", "kl8696 -> ¬kl6365", "Attack"
"kl13098 -> kl10749", "kl10749 -> kl6397", "Support"
"kl14564 -> ¬kl11849", "kl11849 -> ¬kl2982", "Attack"
"kl15021 -> kl11588", "kl11588 -> kl6365", "Support"
"kl14446 -> kl11161", "kl11161 -> kl6397", "Support"
"kl13751 -> ¬kl11588", "kl11588 -> kl6365", "Attack"
"kl14381 -> ¬kl10748", "kl10748 -> kl6397", "Attack"
"kl9168 -> ¬kl7615", "kl7615 -> kl5233", "Attack"
"kl9757 -> ¬kl8059", "kl8059 -> kl5233", "Attack"
"kl13649 -> ¬kl9757", "kl9757 -> ¬kl8059", "Attack"
"kl14516 -> kl11212", "kl11212 -> ¬kl4097", "Support"
"kl11958 -> ¬kl7837", "kl7837 -> ¬kl5997", "Attack"
"kl11442 -> ¬kl7920", "kl7920 -> ¬kl2982", "Attack"
"kl11840 -> ¬kl8255", "kl8255 -> ¬kl2982", "Attack"
"kl12600 -> kl5420", "kl5420 -> kl1976", "Support"
"kl7618 -> ¬kl2826", "kl2826 -> ¬kl1851", "Attack"
"kl8696 -> ¬kl6365", "kl6365 -> ¬kl1707", "Attack"
"kl10157 -> ¬kl8696", "kl8696 -> ¬kl6365", "Attack"
"kl9661 -> ¬kl8059", "kl8059 -> kl5233", "Attack"
"kl9301 -> ¬kl8059", "kl8059 -> kl5233", "Attack"
"kl9757 -> ¬kl8059", "kl8059 -> kl5233", "Attack"
"kl8059 -> kl5233", "kl5233 -> kl1707", "Support"
"kl14381 -> ¬kl10748", "kl10748 -> kl6397", "Attack"
"kl10748 -> kl6397", "kl6397 -> kl1976", "Support"
"kl11211 -> ¬kl4097", "kl4097 -> ¬kl526", "Attack"
"kl13751 -> ¬kl11588", "kl11588 -> kl6365", "Attack"
"kl15021 -> kl11588", "kl11588 -> kl6365", "Support"
"kl11588 -> kl6365", "kl6365 -> ¬kl1707", "Support"
"kl12454 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl12454 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl7837 -> ¬kl5997", "kl5997 -> ¬kl1225", "Attack"
"kl11958 -> ¬kl7837", "kl7837 -> ¬kl5997", "Attack"
"kl11865 -> ¬kl3409", "kl3409 -> kl1707", "Attack"
"kl11759 -> ¬kl3491", "kl3491 -> kl1707", "Attack"
"kl9168 -> ¬kl7615", "kl7615 -> kl5233", "Attack"
"kl9636 -> ¬kl7615", "kl7615 -> kl5233", "Attack"
"kl3871 -> kl7615", "kl7615 -> kl5233", "Support"
"kl7615 -> kl5233", "kl5233 -> kl1707", "Support"
"kl8495 -> ¬kl4068", "kl4068 -> ¬kl1976", "Attack"
"kl7920 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl7920 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl11442 -> ¬kl7920", "kl7920 -> ¬kl2982", "Attack"
"kl8579 -> ¬kl5647", "kl5647 -> ¬kl1988", "Attack"
"kl12599 -> kl5420", "kl5420 -> kl1976", "Support"
"kl6442 -> kl2261", "kl2261 -> kl1566", "Support"
"kl14446 -> kl11161", "kl11161 -> kl6397", "Support"
"kl11161 -> kl6397", "kl6397 -> kl1976", "Support"
"kl11578 -> ¬kl5520", "kl5520 -> kl875", "Attack"
"kl8725 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl8725 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl6774 -> ¬kl6365", "kl6365 -> ¬kl1707", "Attack"
"kl11856 -> ¬kl3409", "kl3409 -> kl1707", "Attack"
"kl13098 -> kl10749", "kl10749 -> kl6397", "Support"
"kl13909 -> kl10749", "kl10749 -> kl6397", "Support"
"kl10749 -> kl6397", "kl6397 -> kl1976", "Support"
"kl11212 -> ¬kl4097", "kl4097 -> ¬kl526", "Attack"
"kl14516 -> kl11212", "kl11212 -> ¬kl4097", "Support"
"kl11959 -> ¬kl4038", "kl4038 -> ¬kl1988", "Attack"
"kl11035 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl11035 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl11849 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl11849 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl14564 -> ¬kl11849", "kl11849 -> ¬kl2982", "Attack"
"kl7945 -> kl4926", "kl4926 -> ¬kl1566", "Support"
"kl10963 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl10963 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl10450 -> kl4097", "kl4097 -> ¬kl526", "Support"
"kl7641 -> ¬kl3409", "kl3409 -> kl1707", "Attack"
"kl12583 -> ¬kl6365", "kl6365 -> ¬kl1707", "Attack"
"kl6441 -> kl2261", "kl2261 -> kl1566", "Support"
"kl11840 -> ¬kl8255", "kl8255 -> ¬kl2982", "Attack"
"kl8255 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl8255 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl10737 -> kl3084", "kl3084 -> ¬kl1707", "Support"
"kl10978 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl10978 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl13749 -> ¬kl11537", "kl11537 -> ¬kl4134", "Attack"
"kl11537 -> ¬kl4134", "kl4134 -> ¬kl875", "Attack"
"kl11553 -> ¬kl2982", "kl2982 -> kl1897", "Attack"
"kl11553 -> ¬kl2982", "kl2982 -> kl1976", "Attack"
"kl12246 -> ¬kl2276", "kl2276 -> kl1117", "Attack"
"kl11084 -> kl4926", "kl4926 -> ¬kl1566", "Support"
"kl8299 -> kl2982", "kl2982 -> kl1976", "Support"
"kl8299 -> kl2982", "kl2982 -> kl1897", "Support"
"kl11162 -> kl6397", "kl6397 -> kl1976", "Support"
"kl6924 -> ¬kl5420", "kl5420 -> kl1976", "Attack"
"kl10577 -> ¬kl4634", "kl4634 -> kl2221", "Attack"
"kl13941 -> ¬kl10577", "kl10577 -> ¬kl4634", "Attack"
"kl12476 -> kl5420", "kl5420 -> kl1976", "Support"
"kl7855 -> ¬kl5647", "kl5647 -> ¬kl1988", "Attack"
"kl2255 -> kl1117", "kl1117 -> kl219", "Support"
