arg1, arg2, attack_support
"kl18442 -> ¬kl18026", "kl18026 -> ¬kl15202", "Attack"
"kl18026 -> ¬kl15202", "kl15202 -> ¬kl12944", "Attack"
"kl18442 -> ¬kl18026", "kl18026 -> ¬kl15202", "Attack"
"kl18102 -> ¬kl15639", "kl15639 -> ¬kl14304", "Attack"
"kl18026 -> ¬kl15202", "kl15202 -> ¬kl12944", "Attack"
"kl15202 -> ¬kl12944", "kl12944 -> ¬kl9166", "Attack"
"kl16275 -> ¬kl13898", "kl13898 -> kl9294", "Attack"
"kl18060 -> ¬kl15972", "kl15972 -> ¬kl14680", "Attack"
"kl18060 -> ¬kl15972", "kl15972 -> ¬kl14680", "Attack"
"kl15972 -> ¬kl14680", "kl14680 -> ¬kl10515", "Attack"
"kl15161 -> kl14222", "kl14222 -> kl10446", "Support"
"kl16412 -> kl13363", "kl13363 -> ¬kl11808", "Support"
"kl12843 -> kl9294", "kl9294 -> ¬kl7077", "Support"
"kl16275 -> ¬kl13898", "kl13898 -> kl9294", "Attack"
"kl13898 -> kl9294", "kl9294 -> ¬kl7077", "Support"
"kl16075 -> ¬kl14221", "kl14221 -> ¬kl10515", "Attack"
"kl13218 -> kl9807", "kl9807 -> kl6589", "Support"
"kl15639 -> ¬kl14304", "kl14304 -> ¬kl11473", "Attack"
"kl18102 -> ¬kl15639", "kl15639 -> ¬kl14304", "Attack"
"kl14551 -> ¬kl9464", "kl9464 -> ¬kl9004", "Attack"
"kl15202 -> ¬kl12944", "kl12944 -> ¬kl9166", "Attack"
"kl12944 -> ¬kl9166", "kl9166 -> ¬kl8737", "Attack"
"kl10295 -> kl8982", "kl8982 -> ¬kl4203", "Support"
"kl13730 -> ¬kl11473", "kl11473 -> ¬kl5328", "Attack"
"kl16075 -> ¬kl14221", "kl14221 -> ¬kl10515", "Attack"
"kl14221 -> ¬kl10515", "kl10515 -> kl2585", "Attack"
"kl10329 -> kl7072", "kl7072 -> kl5599", "Support"
"kl9166 -> ¬kl8737", "kl8737 -> ¬kl4081", "Attack"
"kl12944 -> ¬kl9166", "kl9166 -> ¬kl8737", "Attack"
"kl9409 -> ¬kl7068", "kl7068 -> kl5458", "Attack"
"kl9807 -> kl6589", "kl6589 -> kl5599", "Support"
"kl13218 -> kl9807", "kl9807 -> kl6589", "Support"
"kl14630 -> kl10872", "kl10872 -> ¬kl3669", "Support"
"kl10422 -> ¬kl7077", "kl7077 -> kl5599", "Attack"
"kl10116 -> ¬kl7462", "kl7462 -> kl5224", "Attack"
"kl13616 -> ¬kl10430", "kl10430 -> ¬kl4911", "Attack"
"kl14158 -> kl10515", "kl10515 -> kl2585", "Support"
"kl10115 -> ¬kl7462", "kl7462 -> kl5224", "Attack"
"kl14981 -> kl10515", "kl10515 -> kl2585", "Support"
"kl3674 -> kl14981", "kl14981 -> kl10515", "Support"
"kl13392 -> ¬kl11617", "kl11617 -> ¬kl5329", "Attack"
"kl10159 -> ¬kl7875", "kl7875 -> ¬kl2699", "Attack"
"kl15639 -> ¬kl14304", "kl14304 -> ¬kl11473", "Attack"
"kl14304 -> ¬kl11473", "kl11473 -> ¬kl5328", "Attack"
"kl12368 -> kl8538", "kl8538 -> kl2551", "Support"
"kl12828 -> kl10563", "kl10563 -> kl5599", "Support"
"kl14680 -> ¬kl10515", "kl10515 -> kl2585", "Attack"
"kl15972 -> ¬kl14680", "kl14680 -> ¬kl10515", "Attack"
"kl10174 -> ¬kl8737", "kl8737 -> ¬kl4081", "Attack"
"kl13175 -> ¬kl10565", "kl10565 -> kl5551", "Attack"
"kl9294 -> ¬kl7077", "kl7077 -> kl5599", "Attack"
"kl13898 -> kl9294", "kl9294 -> ¬kl7077", "Support"
"kl12843 -> kl9294", "kl9294 -> ¬kl7077", "Support"
