arg1, arg2, attack_support
"wd1230 -> ¬wd819", "wd819 -> wd353", "Attack"
"wd1222 -> ¬wd928", "wd928 -> wd287", "Attack"
"wd1094 -> ¬wd1057", "wd1057 -> wd353", "Attack"
"wd1646 -> ¬wd931", "wd931 -> wd287", "Attack"
"wd1425 -> ¬wd748", "wd748 -> wd259", "Attack"
"wd1552 -> ¬wd896", "wd896 -> wd259", "Attack"
"wd1111 -> ¬wd926", "wd926 -> wd285", "Attack"
"wd1111 -> ¬wd926", "wd926 -> ¬wd924", "Attack"
"wd1166 -> ¬wd1050", "wd1050 -> wd254", "Attack"
"wd1194 -> ¬wd1050", "wd1050 -> wd254", "Attack"
"wd1500 -> ¬wd932", "wd932 -> wd353", "Attack"
"wd1332 -> ¬wd1057", "wd1057 -> wd353", "Attack"
"wd2455 -> ¬wd727", "wd727 -> wd259", "Attack"
"wd1306 -> ¬wd415", "wd415 -> wd353", "Attack"
"wd1266 -> ¬wd918", "wd918 -> ¬wd924", "Attack"
"wd1266 -> ¬wd918", "wd918 -> wd285", "Attack"
"wd1152 -> ¬wd415", "wd415 -> wd353", "Attack"
"wd1502 -> ¬wd819", "wd819 -> wd353", "Attack"
"wd1166 -> ¬wd1050", "wd1050 -> wd254", "Attack"
"wd1194 -> ¬wd1050", "wd1050 -> wd254", "Attack"
"wd1050 -> wd254", "wd254 -> ¬wd38", "Support"
"wd935 -> wd288", "wd288 -> ¬wd38", "Support"
"wd501 -> wd103", "wd103 -> ¬wd38", "Support"
"wd492 -> wd103", "wd103 -> ¬wd38", "Support"
"wd498 -> wd103", "wd103 -> ¬wd38", "Support"
"wd933 -> wd290", "wd290 -> ¬wd38", "Support"
"wd497 -> wd290", "wd290 -> ¬wd38", "Support"
"wd413 -> wd290", "wd290 -> ¬wd38", "Support"
"wd929 -> wd287", "wd287 -> ¬wd38", "Support"
"wd928 -> wd287", "wd287 -> ¬wd38", "Support"
"wd930 -> wd287", "wd287 -> ¬wd38", "Support"
"wd927 -> wd287", "wd287 -> ¬wd38", "Support"
"wd931 -> wd287", "wd287 -> ¬wd38", "Support"
"wd415 -> wd353", "wd353 -> wd38", "Support"
"wd819 -> wd353", "wd353 -> wd38", "Support"
"wd1057 -> wd353", "wd353 -> wd38", "Support"
"wd932 -> wd353", "wd353 -> wd38", "Support"
"wd1077 -> ¬wd259", "wd259 -> wd38", "Attack"
"wd748 -> wd259", "wd259 -> wd38", "Support"
"wd896 -> wd259", "wd259 -> wd38", "Support"
"wd727 -> wd259", "wd259 -> wd38", "Support"
"wd539 -> wd259", "wd259 -> wd38", "Support"
"wd504 -> wd294", "wd294 -> wd38", "Support"
"wd817 -> wd294", "wd294 -> wd38", "Support"
"wd426 -> wd294", "wd294 -> wd38", "Support"
"wd924 -> wd288", "wd288 -> ¬wd38", "Support"
"wd935 -> wd288", "wd288 -> ¬wd38", "Support"
"wd925 -> wd288", "wd288 -> ¬wd38", "Support"
"wd536 -> wd291", "wd291 -> wd38", "Support"
"wd919 -> wd291", "wd291 -> wd38", "Support"
"wd818 -> wd291", "wd291 -> wd38", "Support"
"wd537 -> wd254", "wd254 -> ¬wd38", "Support"
"wd383 -> wd254", "wd254 -> ¬wd38", "Support"
"wd660 -> wd254", "wd254 -> ¬wd38", "Support"
"wd1050 -> wd254", "wd254 -> ¬wd38", "Support"
"wd1078 -> wd285", "wd285 -> wd38", "Support"
"wd926 -> wd285", "wd285 -> wd38", "Support"
"wd936 -> wd285", "wd285 -> wd38", "Support"
"wd918 -> wd285", "wd285 -> wd38", "Support"
"wd440 -> wd55", "wd55 -> ¬wd38", "Support"
"wd934 -> wd55", "wd55 -> ¬wd38", "Support"
"wd919 -> wd291", "wd291 -> wd38", "Support"
"wd660 -> wd254", "wd254 -> ¬wd38", "Support"
"wd536 -> wd291", "wd291 -> wd38", "Support"
"wd504 -> wd294", "wd294 -> wd38", "Support"
"wd383 -> wd254", "wd254 -> ¬wd38", "Support"
"wd918 -> ¬wd924", "wd924 -> wd288", "Attack"
"wd1078 -> ¬wd924", "wd924 -> wd288", "Attack"
"wd926 -> ¬wd924", "wd924 -> wd288", "Attack"
"wd936 -> ¬wd924", "wd924 -> wd288", "Attack"
"wd924 -> wd288", "wd288 -> ¬wd38", "Support"
"wd1502 -> ¬wd819", "wd819 -> wd353", "Attack"
"wd1230 -> ¬wd819", "wd819 -> wd353", "Attack"
"wd819 -> wd353", "wd353 -> wd38", "Support"
"wd498 -> wd103", "wd103 -> ¬wd38", "Support"
"wd925 -> wd288", "wd288 -> ¬wd38", "Support"
"wd933 -> wd290", "wd290 -> ¬wd38", "Support"
"wd936 -> ¬wd924", "wd924 -> wd288", "Attack"
"wd936 -> wd285", "wd285 -> wd38", "Support"
"wd539 -> wd259", "wd259 -> wd38", "Support"
"wd817 -> wd294", "wd294 -> wd38", "Support"
"wd1266 -> ¬wd918", "wd918 -> ¬wd924", "Attack"
"wd1266 -> ¬wd918", "wd918 -> wd285", "Attack"
"wd918 -> ¬wd924", "wd924 -> wd288", "Attack"
"wd918 -> wd285", "wd285 -> wd38", "Support"
"wd818 -> wd291", "wd291 -> wd38", "Support"
"wd413 -> wd290", "wd290 -> ¬wd38", "Support"
