premise, conclusion, weight
"工作幾年後重回校園，或許會更珍惜學校的資源與當學生的時光。", "開學前幾個星期學生的學習狀況就相當差了，更何況是兩三年沒有讀書的狀況下需重回校園。", -1.0
"若簡歷上兩三年的工作經驗卻沒有值得一提的事，那麼這幾年的經驗對於申請來說幫助並不大。", "工作表現必須有一定水準", 1.0
"工作表現必須有一定水準", "申請時能為自己的簡歷加分", -1.0
"二十多歲的人的學習能力或許不比二十出頭的人來得好。", "需再重新掌握讀書的感覺，且讀書的狀況或許不如從前。", 1.0
"公司的上司所寫的推薦信對申請相當有利。", "申請時能為自己的簡歷加分", 1.0
"開學前幾個星期學生的學習狀況就相當差了，更何況是兩三年沒有讀書的狀況下需重回校園。", "需再重新掌握讀書的感覺，且讀書的狀況或許不如從前。", 1.0
"以人生幾十年的時間來看，兩三年不算什麼。", "必須再等上兩三年才能出國讀書", -1.0
"對某些科系的學生或是想轉領域的人來說，實際經驗比起理論知識重要的多。", "對該領域可以有實際經驗，日後在學校可收穫更多。", 1.0
"在職場獲得的經驗與知識是否與未來所學有幫助。", "對該領域可以有實際經驗，日後在學校可收穫更多。", -1.0
"想要繼續學習不一定要留學", " 先工作再留學比畢業後直接留學好", -0.5
"對於GPA不高的人來說，兩三年的工作經驗或多或少可以減少GPA的影響。", " 先工作再留學比畢業後直接留學好", 1.0
"需再重新掌握讀書的感覺，且讀書的狀況或許不如從前。", " 先工作再留學比畢業後直接留學好", -1.0
"必須再等上兩三年才能出國讀書", " 先工作再留學比畢業後直接留學好", -1.0
"申請時能為自己的簡歷加分", " 先工作再留學比畢業後直接留學好", 1.0
"對該領域可以有實際經驗，日後在學校可收穫更多。", " 先工作再留學比畢業後直接留學好", 1.0
